排名,审计ID,推荐层级,老药新用类型,药物,原适应症领域,原领域英文,候选靶点,拟新用细分病种,拟新用病种英文,拟新用病种大类,优先级分数,ConPLEx分数,药物内靶点排名,OpenTargets病种分数,实验类型,风险等级,文献状态,PubMed总窗计数,上市后PubMed计数,PubMed总窗PMID,上市后PMID,是否同原适应症领域,是否同已知靶点家族
216,strict895_0845,第一轮候补,跨领域但同靶点家族扩展,Difluprednate,内分泌/代谢,Endocrinology/Metabolic,VDR,银屑病,psoriasis,皮肤/免疫,56.135417783631546,0.3718168,7,0.6274355755688095,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,,,否,是
217,strict895_0438,第一轮候补,跨领域但同靶点家族扩展,Bempedoic Acid,心血管,Cardiovascular,TYR,黑色素瘤,melanoma,实体瘤,56.10390646840834,0.29885298,24,0.5551452178551856,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,是
218,strict895_0415,第一轮候补,跨大领域老药新用,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,HCN4,心律失常,cardiac arrhythmia,心血管,55.95137014677571,0.29962146,35,0.5467719413381795,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,,,否,否
219,strict895_0315,第一轮候补,同领域新靶点/新病种探索,Sonidegib Phosphate,肿瘤,Oncology,KCNN4,乳腺癌,breast cancer,实体瘤,55.90269837636052,0.56461996,4,0.2623421500604675,离子通道功能,中,PubMed pair审计未见明确报道,0,0,,,是,否
220,strict895_0678,第一轮候补,同领域同靶点家族扩展,Osimertinib Mesylate,肿瘤,Oncology,PDGFRA,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,55.882304733333335,0.36890653,6,0.8245011238749937,酶/表观遗传生化,medium,上市后文献有新靶点线索,1,1,33658860,33658860,是,是
221,strict895_0558,第一轮候补,同领域同靶点家族扩展,Palbociclib,肿瘤,Oncology,PRKCB,弥漫大B细胞淋巴瘤,diffuse large B-cell lymphoma,血液肿瘤/血液病,55.85586723787859,0.49439186,27,0.3607813527946042,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,是
222,strict895_0419,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,DDR2,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,55.84074734990764,0.27944747,12,0.4059199444403396,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
223,strict895_0699,第一轮候补,同领域同靶点家族扩展,Cabozantinib S-Malate,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,55.72632779550208,0.65549,5,0.4767256798000925,激酶生化/细胞,medium,上市后文献有新靶点线索,41,40,42011691;41077163;40965696,42011691;41077163;40965696,是,是
224,strict895_0666,第一轮候补,同领域同靶点家族扩展,Afatinib Dimaleate,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,55.72632779550208,0.64466643,3,0.4767256798000925,激酶生化/细胞,medium,上市后文献有新靶点线索,26,25,42151084;40834500;39375119,42151084;40834500;39375119,是,是
225,strict895_0688,第一轮候补,同领域同靶点家族扩展,Bosutinib Monohydrate,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,55.72632779550208,0.5146524,22,0.4767256798000925,激酶生化/细胞,medium,上市后文献有新靶点线索,22,18,41464113;40450873;39910922,41464113;40450873;39910922,是,是
226,strict895_0571,第一轮候补,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,PRKCB,弥漫大B细胞淋巴瘤,diffuse large B-cell lymphoma,血液肿瘤/血液病,55.692903037878594,0.49089977,34,0.3607813527946042,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,是
227,strict895_0278,第一轮候补,跨大领域老药新用,Ozanimod Hydrochloride,神经/精神,Neurology/Psychiatry,RXRA,银屑病,psoriasis,皮肤/免疫,55.66839565457104,0.29642022,41,0.5852793505735276,核受体/转录因子 reporter,中,PubMed pair审计未见明确报道,0,0,,,否,否
228,strict895_0034,第一轮候补,跨大领域老药新用,Doravirine,未知,,PPARG,乳腺癌,breast carcinoma,实体瘤,55.64721598687714,0.45114926,17,0.3078629860834285,酶/表观遗传生化,medium,上市后文献有新靶点线索,1,1,41024513,41024513,否,否
229,strict895_0035,第一轮候补,跨大领域老药新用,Doravirine And Islatravir,感染性疾病,Infectious Disease,PPARG,乳腺癌,breast carcinoma,实体瘤,55.64721598687714,0.45114926,17,0.3078629860834285,酶/表观遗传生化,medium,上市后文献有新靶点线索,1,1,41024513,41024513,否,否
230,strict895_0407,第一轮候补,同领域新靶点/新病种探索,Larotrectinib Sulfate,肿瘤,Oncology,KEAP1,乳腺癌,breast carcinoma,实体瘤,55.625178105388486,0.5180228,16,0.2944523602394882,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,,,是,否
231,strict895_0433,第一轮候补,跨大领域老药新用,Atazanavir Sulfate,感染性疾病,Infectious Disease,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,55.58924214380286,0.33425814,53,0.3699494345393864,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,,,否,否
232,strict895_0258,第一轮候补,跨大领域老药新用,Selexipag,心血管,Cardiovascular,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,55.47934307713619,0.33190316,25,0.3699494345393864,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,,,否,否
233,strict895_0213,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,YES1,乳腺癌,breast carcinoma,实体瘤,55.426479203555665,0.40368226,15,0.0853914253432148,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
234,strict895_0340,第一轮候补,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,TGFBR1,乳腺癌,breast cancer,实体瘤,55.37456855278291,0.4711668,36,0.1208941282718332,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,,,是,否
235,strict895_0822,第一轮候补,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,RAF1,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,55.31624092147068,0.5296398,41,0.4584995965098081,激酶生化/细胞,medium,上市后文献有新靶点线索,1,1,38332737,38332737,是,是
236,strict895_0183,第一轮候补,跨大领域老药新用,Maraviroc,感染性疾病,Infectious Disease,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,55.236499947211755,0.82454574,3,0.0105111087649668,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,,,否,否
237,strict895_0247,第一轮候补,跨大领域老药新用,Cobicistat,未知,,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,55.236499947211755,0.60985804,26,0.0105111087649668,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,,,否,否
238,strict895_0026,第一轮候补,跨大领域老药新用,Obeticholic Acid,其他,Other,EZH2,乳腺癌,breast cancer,实体瘤,55.17285556708907,0.375978,39,0.1760243955743292,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
239,strict895_0525,第一轮候补,跨大领域老药新用,Lamivudine,感染性疾病,Infectious Disease,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,55.158299277136194,0.32502365,51,0.3699494345393864,转运体摄取/外排,中,PubMed pair审计未见明确报道,0,0,,,否,否
240,strict895_0829,第一轮候补,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,SYK,弥漫大B细胞淋巴瘤,diffuse large B-cell lymphoma,血液肿瘤/血液病,55.089796984824744,0.4351363,69,0.3163008733996184,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,是,是
241,strict895_0650,第一轮候补,同领域同靶点家族扩展,Regorafenib,肿瘤,Oncology,RET,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,55.07091672427039,0.37561595,7,0.7055780321897952,激酶生化/细胞,medium,上市后文献有新靶点线索,33,32,42094384;39434187;38568032,42094384;39434187;38568032,是,是
242,strict895_0363,第一轮候补,跨领域但同靶点家族扩展,Fostamatinib Disodium,免疫/炎症,Immunology/Inflammation,KIT,黑色素瘤,melanoma,实体瘤,54.91160586216874,0.28968453,16,0.4767256798000925,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,是
243,strict895_0600,第一轮候补,跨领域但同靶点家族扩展,Fedratinib Hydrochloride,免疫/炎症,Immunology/Inflammation,KDR,肝细胞癌,hepatocellular carcinoma,实体瘤,54.81633132357533,0.27641872,11,0.6777833062329777,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,,,否,是
244,strict895_0512,第一轮候补,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,EPHA3,肝细胞癌,hepatocellular carcinoma,实体瘤,54.815030893278,0.51516056,5,0.2140013730345777,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,,,是,是
245,strict895_0441,第一轮候补,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,HCK,乳腺癌,breast cancer,实体瘤,54.75966731566345,0.53576016,1,0.4337629918072645,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,是,是
246,strict895_0187,第一轮候补,跨领域但同靶点家族扩展,Palbociclib,肿瘤,Oncology,TGFBR1,乳腺癌,breast carcinoma,实体瘤,54.71332552863559,0.51825565,13,0.076147801272693,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,是
247,strict895_0239,第一轮候补,跨领域但同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,TGFBR1,乳腺癌,breast carcinoma,实体瘤,54.71332552863559,0.514595,18,0.076147801272693,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,是
248,strict895_0226,第一轮候补,跨大领域老药新用,Doravirine,未知,,VDR,乳腺癌,breast carcinoma,实体瘤,54.65744717540495,0.5773978,2,0.118108763351331,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,,,否,否
249,strict895_0221,第一轮候补,跨大领域老药新用,Dronabinol,胃肠/消化,Gastroenterology,KCNMA1,精神分裂症,schizophrenia,神经/精神,54.59319342889222,0.61131656,10,0.0708085968396544,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,,,否,否
250,strict895_0836,第一轮候补,同领域新靶点/新病种探索,Sonidegib Phosphate,肿瘤,Oncology,SRD5A2,前列腺癌,prostate cancer,实体瘤,54.52338054481664,0.23557541,65,0.5716975442140728,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,是,否
251,strict895_0241,第一轮候补,跨领域但同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,MAP2K2,心肌梗死,myocardial infarction,心血管,54.494775030459145,0.50026643,28,0.0219900013537397,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,是
252,strict895_0575,第一轮候补,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,MAP2K2,乳腺癌,breast carcinoma,实体瘤,54.41077191136566,0.56307423,24,0.284923196060696,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,是
253,strict895_0384,第一轮候补,同领域同靶点家族扩展,Tucatinib,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,54.385978062168746,0.47127822,3,0.4767256798000925,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,是,是
254,strict895_0491,第一轮候补,跨大领域老药新用,Varenicline Tartrate,肿瘤,Oncology,CACNA1H,癫痫,epilepsy,神经/精神,54.301013044249444,0.23206626,2,0.6135372256703459,离子通道功能,中,PubMed pair审计未见明确报道,0,0,,,否,否
255,strict895_0785,第一轮候补,同领域同靶点家族扩展,Dexmethylphenidate Hydrochloride,神经/精神,Neurology/Psychiatry,SLC6A1,精神分裂症,schizophrenia,神经/精神,54.294763974410984,0.51291984,6,0.2797672877515993,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,,,是,是
256,strict895_0157,第一轮候补,跨大领域老药新用,Bempedoic Acid,心血管,Cardiovascular,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,54.121402810469526,0.30280444,20,0.3699494345393864,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,,,否,否
257,strict895_0680,第一轮候补,同领域同靶点家族扩展,Regorafenib,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,54.055521128835416,0.464197,2,0.4767256798000925,激酶生化/细胞,medium,上市后文献有新靶点线索,172,170,41962308;41664736;41553644,41962308;41664736;41553644,是,是
258,strict895_0519,第一轮候补,同领域新靶点/新病种探索,Fulvestrant,肿瘤,Oncology,EZH2,乳腺癌,breast cancer,实体瘤,54.04818730042241,0.41616368,86,0.1760243955743292,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,,,是,否
259,strict895_0602,第一轮候补,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,NTRK2,乳腺癌,breast carcinoma,实体瘤,53.96006331163335,0.5287762,43,0.3093361471837043,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,,,是,是
260,strict895_0386,第一轮候补,跨大领域老药新用,Fosnetupitant Chloride Hydrochloride,胃肠/消化,Gastroenterology,KCNK3,肺动脉高压,pulmonary arterial hypertension,心血管,53.777700451632356,0.27527142,11,0.5006681859984753,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,,,否,否
261,strict895_0456,第一轮候补,同领域新靶点/新病种探索,Siponimod,神经/精神,Neurology/Psychiatry,SLC6A1,精神分裂症,schizophrenia,神经/精神,53.73640690774432,0.40232092,18,0.2797672877515993,转运体摄取/外排,中,PubMed pair审计未见明确报道,0,0,,,是,否
262,strict895_0309,第一轮候补,跨大领域老药新用,Doravirine,未知,,PGR,子宫内膜癌,endometrial cancer,实体瘤,53.717982246069724,0.33634454,52,0.4157883131586546,核受体/转录因子 reporter,中,PubMed pair审计未见明确报道,0,0,,,否,否
263,strict895_0858,第一轮候补,跨领域但同靶点家族扩展,Trifarotene,肿瘤,Oncology,VDR,银屑病,psoriasis,皮肤/免疫,53.63710938363154,0.31828162,41,0.6274355755688095,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,,,否,是
264,strict895_0821,第一轮候补,同领域新靶点/新病种探索,Atropine,神经/精神,Neurology/Psychiatry,GABRA1,双相障碍,bipolar disorder,免疫/炎症,53.330122603895205,0.6090317,55,0.4146721157286756,离子通道功能,medium,上市后文献有新靶点线索,1,1,37917323,37917323,是,否
265,strict895_0372,第一轮候补,同领域同靶点家族扩展,Trifarotene,肿瘤,Oncology,ESR1,乳腺癌,breast cancer,实体瘤,53.30163170581969,0.4517688,9,0.7356631572956897,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,,,是,是
266,strict895_0870,第一轮候补,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,FLT3,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,53.296914533333336,0.29207674,46,0.8354100756215777,激酶生化/细胞,medium,上市后文献有新靶点线索,1,1,32560251,32560251,是,是
267,strict895_0516,第一轮候补,跨大领域老药新用,Darunavir,感染性疾病,Infectious Disease,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,53.09764487713619,0.28086677,37,0.3699494345393864,转运体摄取/外排,中,PubMed pair审计未见明确报道,0,0,,,否,否
268,strict895_0199,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,SRC,乳腺癌,breast carcinoma,实体瘤,53.01499476216934,0.3700447,35,0.3146477968371557,激酶生化/细胞,medium,上市后文献有新靶点线索,4,4,39454360;37413892;25363652,39454360;37413892;25363652,否,否
269,strict895_0597,第一轮候补,同领域同靶点家族扩展,Infigratinib Phosphate,肿瘤,Oncology,ABL1,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,52.98885378030247,0.39825457,14,0.4327543931986286,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,是
270,strict895_0812,第一轮候补,同领域同靶点家族扩展,Enzalutamide,肿瘤,Oncology,NR3C1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,52.98825333951291,0.51879096,10,0.6217001484227961,核受体/转录因子 reporter,medium,上市后文献有新靶点线索,67,67,42327601;42220127;41872691,42327601;42220127;41872691,是,是
271,strict895_0073,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,EPHA3,肝细胞癌,hepatocellular carcinoma,实体瘤,52.975260559944665,0.31057635,3,0.2140013730345777,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
272,strict895_0786,第一轮候补,同领域同靶点家族扩展,Lacosamide,神经/精神,Neurology/Psychiatry,GABRA1,双相障碍,bipolar disorder,免疫/炎症,52.80845567056187,0.44596428,71,0.4146721157286756,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,,,是,是
273,strict895_0572,第一轮候补,同领域同靶点家族扩展,Neratinib Maleate,肿瘤,Oncology,PDGFRB,乳腺癌,breast cancer,实体瘤,52.800329130246084,0.4179164,7,0.4280398724553814,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,,,是,是
274,strict895_0411,第一轮候补,跨大领域老药新用,Fulvestrant,肿瘤,Oncology,TRPV3,银屑病,psoriasis,皮肤/免疫,52.74415540264245,0.4646372,58,0.0619741956729978,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,,,否,否
275,strict895_0658,第一轮候补,同领域同靶点家族扩展,Tucatinib,肿瘤,Oncology,RET,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,52.58187585760372,0.32227936,9,0.7055780321897952,激酶生化/细胞,medium,上市后文献有新靶点线索,2,2,39326367;34156585,39326367;34156585,是,是
276,strict895_0150,第一轮候补,跨领域但同靶点家族扩展,Mifepristone,内分泌/代谢,Endocrinology/Metabolic,ESR1,乳腺癌,breast cancer,实体瘤,52.55242103915302,0.635198,7,0.7356631572956897,核受体/转录因子 reporter,high,上市后文献有新靶点线索,104,62,41617454;41543130;40655284,41617454;41543130;40655284,否,是
277,strict895_0594,第一轮候补,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,AKT3,乳腺癌,breast carcinoma,实体瘤,52.529121087773284,0.6164986,6,0.2012942705677015,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,是
278,strict895_0771,第一轮候补,同领域新靶点/新病种探索,Diroximel Fumarate,神经/精神,Neurology/Psychiatry,SCN2A,癫痫,epilepsy,神经/精神,52.24549066457201,0.2098391,50,0.7016147850920893,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,,,是,否
279,strict895_0761,第一轮候补,跨大领域老药新用,Boceprevir,感染性疾病,Infectious Disease,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,52.15486061046953,0.26066425,73,0.3699494345393864,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,,,否,否
280,strict895_0856,第一轮候补,同领域同靶点家族扩展,Bosutinib Monohydrate,肿瘤,Oncology,SRC,乳腺癌,breast carcinoma,实体瘤,52.079575428836,0.82197374,8,0.3146477968371557,激酶生化/细胞,medium,上市后文献有新靶点线索,186,153,42040766;41813757;41802536,42040766;41813757;41802536,是,是
281,strict895_0847,第一轮候补,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,SRC,乳腺癌,breast carcinoma,实体瘤,52.079575428836,0.51296085,6,0.3146477968371557,激酶生化/细胞,medium,上市后文献有新靶点线索,1,1,35936714,35936714,是,是
282,strict895_0047,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,FYN,乳腺癌,breast cancer,实体瘤,51.76788395727866,0.30569667,6,0.1260165640271999,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
283,strict895_0542,第一轮候补,同领域同靶点家族扩展,Trifarotene,肿瘤,Oncology,PPARG,乳腺癌,breast carcinoma,实体瘤,51.65289438687714,0.45127094,10,0.3078629860834285,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,,,是,是
284,strict895_0885,第一轮候补,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,FGFR1,乳腺癌,breast carcinoma,实体瘤,51.53032517194626,0.5090451,56,0.334681118753167,酶/表观遗传生化,medium,上市后文献有新靶点线索,4,4,40452844;39689708;38522181,40452844;39689708;38522181,是,是
285,strict895_0046,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,EPAS1,肺鳞癌,squamous cell lung carcinoma,实体瘤,51.488588147884016,0.48374715,2,0.2776468658318822,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,,,否,否
286,strict895_0053,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,EPHA2,乳腺癌,breast cancer,实体瘤,51.47341121906372,0.31057635,1,0.1472525134398691,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
287,strict895_0122,第一轮候补,跨领域但同靶点家族扩展,Obeticholic Acid,其他,Other,ESR1,乳腺癌,breast cancer,实体瘤,51.422904305819685,0.47579607,9,0.7356631572956897,核受体/转录因子 reporter,high,上市后文献有新靶点线索,1,1,36306943,36306943,否,是
288,strict895_0770,第一轮候补,跨领域但同靶点家族扩展,Difluprednate,内分泌/代谢,Endocrinology/Metabolic,RARG,银屑病,psoriasis,皮肤/免疫,51.21012107345414,0.28392765,50,0.5908221069683322,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,,,否,是
289,strict895_0509,第一轮候补,跨大领域老药新用,Arformoterol Tartrate,呼吸,Respiratory,KCNK3,肺动脉高压,pulmonary arterial hypertension,心血管,51.15062471829903,0.21897694,7,0.5006681859984753,离子通道功能,中,PubMed pair审计未见明确报道,0,0,,,否,否
290,strict895_0179,第一轮候补,跨大领域老药新用,Nitisinone,肿瘤,Oncology,TRPV3,银屑病,psoriasis,皮肤/免疫,51.13966206930912,0.4302552,43,0.0619741956729978,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,,,否,否
291,strict895_0231,第一轮候补,跨领域但同靶点家族扩展,Fostamatinib Disodium,免疫/炎症,Immunology/Inflammation,FLT1,慢性肾病,chronic kidney disease,肾脏,51.08906786805461,0.44078693,3,0.0378819763579827,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,是
292,strict895_0092,第一轮候补,跨大领域老药新用,Conivaptan Hydrochloride,胃肠/消化,Gastroenterology,TEK,,,心血管,51.04367666666667,0.3723645,5,0.0,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
293,strict895_0117,第一轮候补,跨领域但同靶点家族扩展,Obeticholic Acid,其他,Other,AR,前列腺癌,prostate cancer,实体瘤,50.935818133333335,0.43433896,13,0.8026045909519542,核受体/转录因子 reporter,high,上市后文献有新靶点线索,1,1,40117308,40117308,否,是
294,strict895_0037,第一轮候补,跨大领域老药新用,Netupitant,肿瘤,Oncology,TGFBR1,乳腺癌,breast carcinoma,实体瘤,50.91612586196892,0.33291715,28,0.076147801272693,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
295,strict895_0177,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,YES1,乳腺癌,breast carcinoma,实体瘤,50.864802270222334,0.30593204,5,0.0853914253432148,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
296,strict895_0219,第一轮候补,跨大领域老药新用,Abacavir Sulfate,感染性疾病,Infectious Disease,HDAC11,乳腺癌,breast carcinoma,实体瘤,50.76065930307237,0.34871158,3,0.0364793586550682,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
297,strict895_0169,第一轮候补,跨大领域老药新用,Siponimod,神经/精神,Neurology/Psychiatry,SLC29A1,,,实体瘤,50.71026,0.408077,14,0.0,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,,,否,否
298,strict895_0044,第一轮候补,跨大领域老药新用,Netupitant,肿瘤,Oncology,FLT4,,,血液肿瘤/血液病,50.69975826666666,0.36499482,6,0.0,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
299,strict895_0562,第一轮候补,同领域同靶点家族扩展,Axitinib,肿瘤,Oncology,PDGFRB,乳腺癌,breast cancer,实体瘤,50.63089713024608,0.54424566,5,0.4280398724553814,酶/表观遗传生化,中高,上市后文献有新靶点线索,4,4,37934158;37221266;29408302,37934158;37221266;29408302,是,是
300,strict895_0033,第一轮候补,跨大领域老药新用,Netupitant,肿瘤,Oncology,ACVRL1,动脉粥样硬化,atherosclerosis,心血管,50.54454972618916,0.3351373,25,0.0550285507935923,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
301,strict895_0564,第一轮候补,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,MAPK3,乳腺癌,breast carcinoma,实体瘤,50.49844072548311,0.5627311,3,0.1110418100214714,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,是
302,strict895_0505,第一轮候补,跨领域但同靶点家族扩展,Alpelisib,肿瘤,Oncology,NOX4,动脉粥样硬化,atherosclerosis,心血管,50.48272363161798,0.39866704,23,0.0982931154793176,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,,,否,是
303,strict895_0835,第一轮候补,同领域同靶点家族扩展,Axitinib,肿瘤,Oncology,CSF1R,乳腺癌,breast cancer,实体瘤,50.30305461263023,0.43712664,15,0.4105397664872695,酶/表观遗传生化,medium,上市后文献有新靶点线索,2,2,33202931;23627488,33202931;23627488,是,是
304,strict895_0038,第一轮候补,跨大领域老药新用,Netupitant,肿瘤,Oncology,MAP2K2,心肌梗死,myocardial infarction,心血管,50.26498236379248,0.3236473,39,0.0219900013537397,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
305,strict895_0365,第一轮候补,跨大领域老药新用,Aprepitant,其他,Other,BCL2,B细胞慢性淋巴细胞白血病,B-cell chronic lymphocytic leukemia,血液肿瘤/血液病,50.22034407647622,0.21142954,5,0.7416429130285728,离子通道功能,medium,上市后文献有新靶点线索,9,9,42337191;42107687;39488263,42337191;42107687;39488263,否,否
306,strict895_0832,第一轮候补,同领域同靶点家族扩展,Dasatinib,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,50.14365046216874,0.3803712,35,0.4767256798000925,激酶生化/细胞,medium,上市后文献有新靶点线索,206,206,42037644;41490515;41464113,42037644;41490515;41464113,是,是
307,strict895_0567,第一轮候补,同领域同靶点家族扩展,Bosutinib Monohydrate,肿瘤,Oncology,PTK6,食管鳞癌,esophageal squamous cell carcinoma,实体瘤,50.117442649148785,0.40380198,34,0.2936303814436496,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,是
308,strict895_0103,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,EPHB4,乳腺癌,breast carcinoma,实体瘤,50.067765105075694,0.30179527,8,0.1029919631885494,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
309,strict895_0816,第一轮候补,同领域同靶点家族扩展,Fulvestrant,肿瘤,Oncology,ESR2,乳腺癌,breast carcinoma,实体瘤,50.06305345529092,0.74039876,5,0.4916912646795965,核受体/转录因子 reporter,medium,上市后文献有新靶点线索,55,24,40983106;40206590;39672084,40983106;40206590;39672084,是,是
310,strict895_0762,第一轮候补,同领域同靶点家族扩展,Enzalutamide,肿瘤,Oncology,KEAP1,乳腺癌,breast carcinoma,实体瘤,49.96550937205515,0.46443567,44,0.2944523602394882,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,,,是,是
