model_id,stage,arm,variant,seed,status,checkpoint,checkpoint_sha256,optimizer_steps,best_step,train_pairs,validation_binding_ap,validation_balanced_query_ap,validation_activity_ap,pairs,positive,negative,ap,auroc,target_queries,target_macro_ap,target_p5,target_p20,drug_queries,drug_macro_ap,drug_p5,drug_p20,balanced_query_ap
assay_aware__kdki_inactive__balanced__20260923,assay_aware,kdki_inactive,balanced,20260923,CONVERGED_VALIDATION_PLATEAU,outputs/biomaster_assay_aware_20260911/kdki_inactive__balanced__seed_20260923/model.pt,c1e4a68d5dcb21a5459cd6419dd98445e3199c05ff4f0ea3430e233dadfbb76f,30000.0,18000.0,337570,0.9574745476943654,0.6983492340422197,0.830950944848077,34327,23190,11137,0.931513462199179,0.8854992543957314,516,0.6842007511106034,0.6298449612403101,0.5747524752475247,54,0.6064971645024427,0.5666666666666667,0.26499999999999996,0.645348957806523
assay_aware__kdki_inactive__continue_A__20260921,assay_aware,kdki_inactive,continue_A,20260921,CONVERGED_VALIDATION_PLATEAU,outputs/biomaster_assay_aware_20260911/kdki_inactive__continue_A__seed_20260921/model.pt,a73d8afca219d7831d98b86cee4f0c17e87000bd930c187f1eaf9cc11a42aef7,13000.0,6000.0,337570,0.9527070294039645,0.6905426143014923,0.8421172601306699,34327,23190,11137,0.9530303201966223,0.9090567851421066,516,0.7127934560752704,0.6488372093023255,0.5766089108910891,54,0.6023138620453392,0.5592592592592592,0.26499999999999996,0.6575536590603048
assay_aware__kdki_inactive__continue_A__20260922,assay_aware,kdki_inactive,continue_A,20260922,CONVERGED_VALIDATION_PLATEAU,outputs/biomaster_assay_aware_20260911/kdki_inactive__continue_A__seed_20260922/model.pt,9770e8a571c7397c4c07c738781e931e3398a058cd4a64162c5bc72a938eef9e,13000.0,1000.0,337570,0.9441668818920392,0.669911715740166,0.8388192813526557,34327,23190,11137,0.9328805227613037,0.8817510988529972,516,0.6998054909692295,0.6414728682170543,0.5738861386138614,54,0.5413822504542614,0.5222222222222223,0.24833333333333332,0.6205938707117454
assay_aware__kdki_inactive__continue_A__20260923,assay_aware,kdki_inactive,continue_A,20260923,CONVERGED_VALIDATION_PLATEAU,outputs/biomaster_assay_aware_20260911/kdki_inactive__continue_A__seed_20260923/model.pt,42ec2f302b242617b34bd4043482fbd2e46b3ad82ef843cc1b23d75882fba354,14000.0,2000.0,337570,0.9529016343444421,0.6923816752507332,0.8323602198927562,34327,23190,11137,0.9243889479610385,0.8750300106056899,516,0.6905431903444181,0.6290697674418605,0.5754950495049505,54,0.5792641975701154,0.5481481481481482,0.22999999999999998,0.6349036939572668
assay_aware__kdki_inactive__regression__20260921,assay_aware,kdki_inactive,regression,20260921,CONVERGED_VALIDATION_PLATEAU,outputs/biomaster_assay_aware_20260911/kdki_inactive__regression__seed_20260921/model.pt,c717a59c2bc7e178104ae9740a27f887383e14cae459565cec5173deec778c94,14000.0,2000.0,337570,0.9503124357665796,0.686183332133606,0.8363355093705556,34327,23190,11137,0.9277532233419599,0.8750957603841265,516,0.6949356682984184,0.6341085271317829,0.5750000000000001,54,0.5278002193948659,0.5074074074074074,0.235,0.6113679438466422
assay_aware__kdki_inactive__regression__20260922,assay_aware,kdki_inactive,regression,20260922,CONVERGED_VALIDATION_PLATEAU,outputs/biomaster_assay_aware_20260911/kdki_inactive__regression__seed_20260922/model.pt,b9255118e3eb31e737defb22a5d956799b753251bc8ea821d489c3f0160d1702,15000.0,3000.0,337570,0.9512278758436116,0.7145039825374374,0.8431757584474769,34327,23190,11137,0.9322665105056358,0.8818474661670909,516,0.7046035143273098,0.6422480620155039,0.5747524752475247,54,0.5144025304587895,0.48888888888888893,0.24500000000000002,0.6095030223930497
assay_aware__kdki_inactive__regression__20260923,assay_aware,kdki_inactive,regression,20260923,CONVERGED_VALIDATION_PLATEAU,outputs/biomaster_assay_aware_20260911/kdki_inactive__regression__seed_20260923/model.pt,f52ebf69eb0bff196d38f2583b07a002f5a64d7a52d7b5f13648d1b0c867be18,15000.0,3000.0,337570,0.9426957976572512,0.6942361977032643,0.8405985558045611,34327,23190,11137,0.918745556686097,0.8694120538730785,516,0.6830146574212183,0.6290697674418605,0.5753712871287129,54,0.5724104192339282,0.5518518518518518,0.23833333333333334,0.6277125383275732
assay_aware__kdki_inactive__rotate150__20260921,assay_aware,kdki_inactive,rotate150,20260921,CONVERGED_VALIDATION_PLATEAU,outputs/biomaster_assay_aware_20260911/kdki_inactive__rotate150__seed_20260921/model.pt,f6ec6940853a9372cd0f0fb93ca67337df973e6057a581af883c19bd2a486ee2,21000.0,9000.0,337570,0.95292246301941,0.7177363677675037,0.8327990741441391,34327,23190,11137,0.934532395328174,0.8880749102972996,516,0.7153758838488378,0.6503875968992249,0.5792079207920792,54,0.5800779387521655,0.5444444444444445,0.26,0.6477269113005016
assay_aware__kdki_inactive__rotate150__20260922,assay_aware,kdki_inactive,rotate150,20260922,CONVERGED_VALIDATION_PLATEAU,outputs/biomaster_assay_aware_20260911/kdki_inactive__rotate150__seed_20260922/model.pt,0140069b411b7d7fe53abf352becbdbc2d16c06002944d5dfd841d72323d7b7f,24000.0,12000.0,337570,0.9478688599147587,0.6934090771937175,0.8299348991503301,34327,23190,11137,0.9231502563089367,0.8802894295102243,516,0.6837484514733991,0.627906976744186,0.5758663366336633,54,0.5421262952974799,0.5296296296296297,0.26666666666666666,0.6129373733854395
assay_aware__kdki_inactive__rotate150__20260923,assay_aware,kdki_inactive,rotate150,20260923,CONVERGED_VALIDATION_PLATEAU,outputs/biomaster_assay_aware_20260911/kdki_inactive__rotate150__seed_20260923/model.pt,d19b11c4c4a569e1fedce49ced492116e3a1f16f1b23130af408653742002dc2,26000.0,14000.0,337570,0.9409563560112816,0.7047902725164605,0.8315758154952041,34327,23190,11137,0.9131902292895657,0.8726920292535985,516,0.6959013037002229,0.6395348837209303,0.5763613861386138,54,0.5824392159430017,0.5444444444444445,0.2733333333333333,0.6391702598216122
legacy_production,legacy,legacy,mean_logits,0,EXISTING_FULL_FIT,outputs/biomaster_best_model_20260906/retargetmap_selected_v1/model.pt,ca1ad1de8364806282bacac993fd477711c59498c42248982c441eafcc254f76,,,383638,,,,34327,23190,11137,0.8884596473624777,0.7914427366125673,516,0.8054812909823842,0.6523255813953488,0.5600247524752475,54,0.499788564696762,0.48148148148148157,0.24000000000000005,0.6526349278395731
