blind_experiment_id,lab_row_type,experiment_arm,selection_role,pair_id,drug_names,ingredient_name,all_fda_brand_names,ligand_inchikey,ligand_smiles,known_mechanism_of_action,known_action_types,known_target_names,known_target_chembl_ids,gene_symbol,target_name,target_chembl_id,uniprot_accession,target_class_l1,assay_lane,construct_recommendation,known_positive_for_new_target,retargetmap_rank_384,routed_rank_within_drug,routed_candidate_target_count,diagnostic_rank_within_drug_745,independent_validation_rank_score,ensemble_drug_to_target_logit,ensemble_pair_logit,structure_mask,structure_evidence_route,connectivity_key,murcko_scaffold,rdkit_mw,rdkit_clogp,rdkit_tpsa,rdkit_hbd,rdkit_hba,rdkit_rotatable_bonds,chemical_risk_points,same_assay_family_as_known_target,known_kinase_drug,external_novelty_status,spr_concentration_plan,primary_endpoint,exact_pair_in_full_fit_training,drug_seen_in_full_fit_training,target_seen_in_full_fit_training,result_bin_pre_registered,control_chembl_id,control_standard_types,control_min_pchembl,control_max_pchembl,control_direct_kd_or_ki_evidence,control_evidence_years,optimization_objective_contribution,posthoc_only_dtiam_rank_384,posthoc_only_dtiam_probability,drug_feature_index,target_feature_index
SPR512-075,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,SGEUNORSOZVTOL-CABZTGNLSA-N__CHEMBL1744525,inavolisib,INAVOLISIB,ITOVEBI,SGEUNORSOZVTOL-CABZTGNLSA-N,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,PI3-kinase p110-alpha subunit inhibitor,INHIBITOR,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,8.0,66.0,367.0,134.0,-1.3403783474529471,,3.9696558,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,SGEUNORSOZVTOL,O=C1OCCN1c1cn2c(n1)-c1ccccc1OCC2,407.37700000000007,1.8185,111.71,2.0,6.0,5.0,0.0,True,True,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.5117991890474446,100.0,0.89040333,172274,14.0
SPR512-076,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,NCNRHFGMJRPRSK-MDZDMXLPSA-N__CHEMBL1744525,belinostat,BELINOSTAT,BELEODAQ,NCNRHFGMJRPRSK-MDZDMXLPSA-N,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,Histone deacetylase inhibitor,INHIBITOR,Histone deacetylase,CHEMBL2093865,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,4.0,11.0,367.0,14.0,0.561535641449172,,2.2494571,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,NCNRHFGMJRPRSK,O=S(=O)(Nc1ccccc1)c1ccccc1,318.354,2.006,95.5,3.0,4.0,5.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2001884771140775,93.0,0.55307794,261800,14.0
SPR512-077,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,RMRJXGBAOAMLHD-IHFGGWKQSA-N__CHEMBL1744525,buprenorphine,BUPRENORPHINE,BELBUCA; BRIXADI; BUNAVAIL; BUTRANS; CASSIPA; PROBUPHINE; SUBLOCADE; SUBOXONE; ZUBSOLV,RMRJXGBAOAMLHD-IHFGGWKQSA-N,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,Kappa opioid receptor agonist; Mu opioid receptor agonist,AGONIST,Kappa-type opioid receptor; Mu-type opioid receptor,CHEMBL233; CHEMBL237,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,9.0,26.0,367.0,65.0,-1.9766760687352616,,-0.05170067,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,RMRJXGBAOAMLHD,c1cc2c3c(c1)OC1C4CCC5(CC4)C(C2)N(CC2CC2)CCC315,467.6500000000003,4.413800000000004,62.16,2.0,5.0,4.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.4508734590355852,50.0,0.5322912,122222,14.0
SPR512-078,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,LUMKNAVTFCDUIE-VHXPQNKSSA-N__CHEMBL1744525,ospemifene,OSPEMIFENE,OSPHENA,LUMKNAVTFCDUIE-VHXPQNKSSA-N,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,Estrogen receptor modulator,MODULATOR,Estrogen receptor,CHEMBL2093866,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,130.0,89.0,367.0,142.0,-3.46514362657474,,-5.119301,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,LUMKNAVTFCDUIE,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,378.899,5.645700000000005,29.46,1.0,2.0,8.0,1.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1800009789259734,121.0,0.34587598,303417,14.0
SPR512-079,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,DQCKKXVULJGBQN-XFWGSAIBSA-N__CHEMBL1744525,naltrexone,NALTREXONE,CONTRAVE; EMBEDA; TROXYCA ER; VIVITROL,DQCKKXVULJGBQN-XFWGSAIBSA-N,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,Opioid receptors; mu/kappa/delta antagonist,ANTAGONIST,Opioid receptors; mu/kappa/delta,CHEMBL2095181,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,16.0,62.0,367.0,153.0,-2.762257017637595,,-5.9659576,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,DQCKKXVULJGBQN,O=C1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5,341.4070000000001,1.5254,70.0,2.0,5.0,2.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.8020546585764914,55.0,0.50907165,290761,14.0
SPR512-080,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL1744525,panobinostat,PANOBINOSTAT LACTATE,FARYDAK,FPOHNWQLNRZRFC-ZHACJKMWSA-N,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,Histone deacetylase inhibitor,INHIBITOR,Histone deacetylase,CHEMBL2093865,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,11.0,10.0,367.0,10.0,-0.9343414669366514,,2.020257,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,FPOHNWQLNRZRFC,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,349.434,3.3272200000000014,77.15,4.0,3.0,7.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.5501344133705303,92.0,0.83523446,177649,14.0
SPR512-082,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,GBXSMTUPTTWBMN-XIRDDKMYSA-N__CHEMBL286,enalapril,ENALAPRIL MALEATE,EPANED; EPANED KIT,GBXSMTUPTTWBMN-XIRDDKMYSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,Angiotensin-converting enzyme inhibitor,INHIBITOR,Angiotensin-converting enzyme,CHEMBL1808,REN,Renin,CHEMBL286,P00797,Enzyme,ENZYME_BIOCHEMICAL,成熟 renin 催化域；去信号肽和前肽,Remikiren,2.0,11.0,367.0,11.0,0.5905509400595332,,2.7677543,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,GBXSMTUPTTWBMN,O=C(CNCCCc1ccccc1)N1CCCC1,376.45300000000026,1.6046,95.94,2.0,5.0,9.0,0.0,True,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.180148178750921,25.0,0.6787814,70010,195.0
SPR512-083,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,IPVQLZZIHOAWMC-QXKUPLGCSA-N__CHEMBL286,perindopril,PERINDOPRIL ARGININE,PRESTALIA,IPVQLZZIHOAWMC-QXKUPLGCSA-N,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,Angiotensin-converting enzyme inhibitor,INHIBITOR,Angiotensin-converting enzyme,CHEMBL1808,REN,Renin,CHEMBL286,P00797,Enzyme,ENZYME_BIOCHEMICAL,成熟 renin 催化域；去信号肽和前肽,Remikiren,3.0,10.0,367.0,11.0,-0.96031200754575,,2.5914757,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,IPVQLZZIHOAWMC,C1CCC2NCCC2C1,368.47400000000016,1.940599999999999,95.94,2.0,5.0,8.0,0.0,True,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2301480644585765,34.0,0.5687359,61057,195.0
SPR512-084,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,RLAWWYSOJDYHDC-BZSNNMDCSA-N__CHEMBL286,lisinopril,LISINOPRIL,QBRELIS,RLAWWYSOJDYHDC-BZSNNMDCSA-N,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,Angiotensin-converting enzyme inhibitor,INHIBITOR,Angiotensin-converting enzyme,CHEMBL1808,REN,Renin,CHEMBL286,P00797,Enzyme,ENZYME_BIOCHEMICAL,成熟 renin 催化域；去信号肽和前肽,Remikiren,4.0,12.0,367.0,12.0,-1.1268364884550794,,1.0139145,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,RLAWWYSOJDYHDC,O=C(CNCCCc1ccccc1)N1CCCC1,405.4950000000002,1.2352000000000007,132.95999999999998,4.0,5.0,12.0,0.0,True,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2801619305266311,7.0,0.8406426,247231,195.0
SPR512-085,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,IMOZEMNVLZVGJZ-QGZVFWFLSA-N__CHEMBL286,apremilast,APREMILAST,OTEZLA; OTEZLA XR,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,Phosphodiesterase 4 inhibitor,INHIBITOR,Phosphodiesterase 4,CHEMBL2093863,REN,Renin,CHEMBL286,P00797,Enzyme,ENZYME_BIOCHEMICAL,成熟 renin 催化域；去信号肽和前肽,Remikiren,129.0,46.0,367.0,119.0,-2.987085258809572,,-0.6875544,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,IMOZEMNVLZVGJZ,O=C1c2ccccc2C(=O)N1Cc1ccccc1,460.5080000000002,2.4342000000000006,119.08,1.0,7.0,8.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0100003207326361,62.0,0.76995265,73540,195.0
SPR512-086,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,KRNAOFGYEFKHPB-ANJVHQHFSA-N__CHEMBL286,rimegepant,RIMEGEPANT SULFATE,NURTEC ODT,KRNAOFGYEFKHPB-ANJVHQHFSA-N,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,Calcitonin gene-related peptide type 1 receptor antagonist,ANTAGONIST,Calcitonin gene-related peptide type 1 receptor,CHEMBL3798,REN,Renin,CHEMBL286,P00797,Enzyme,ENZYME_BIOCHEMICAL,成熟 renin 催化域；去信号肽和前肽,Remikiren,5.0,4.0,367.0,12.0,-1.1996321212220828,,4.402409,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,KRNAOFGYEFKHPB,O=C(OC1CCC(c2ccccc2)Cc2cccnc21)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,534.5670000000003,4.490000000000004,119.12999999999998,2.0,6.0,3.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2501614460212063,19.0,0.91256964,252637,195.0
SPR512-087,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,HSUGRBWQSSZJOP-RTWAWAEBSA-N__CHEMBL286,diltiazem,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE IN 0.72% SODIUM CHLORIDE; DILTIAZEM HYDROCHLORIDE IN DEXTROSE 5%,HSUGRBWQSSZJOP-RTWAWAEBSA-N,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,Voltage-gated L-type calcium channel blocker,BLOCKER,Voltage-gated L-type calcium channel,CHEMBL2095229,REN,Renin,CHEMBL286,P00797,Enzyme,ENZYME_BIOCHEMICAL,成熟 renin 催化域；去信号肽和前肽,Remikiren,2.0,118.0,367.0,279.0,-1.9646945383009944,,-5.25938,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,HSUGRBWQSSZJOP,O=C1CC(c2ccccc2)Sc2ccccc2N1,414.52700000000016,3.368500000000002,59.080000000000005,0.0,6.0,6.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1037451536812446,88.0,0.44241217,148226,195.0
SPR512-088,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,PAJMKGZZBBTTOY-ZFORQUDYSA-N__CHEMBL286,treprostinil,TREPROSTINIL,ORENITRAM; REMODULIN; TYVASO; TYVASO DPI; YUTREPIA,PAJMKGZZBBTTOY-ZFORQUDYSA-N,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,Prostanoid IP receptor agonist,AGONIST,Prostacyclin receptor,CHEMBL1995,REN,Renin,CHEMBL286,P00797,Enzyme,ENZYME_BIOCHEMICAL,成熟 renin 催化域；去信号肽和前肽,Remikiren,1.0,206.0,367.0,498.0,-1.831195715308796,,-4.587311,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,PAJMKGZZBBTTOY,c1ccc2c(c1)CC1CCCC1C2,390.5200000000002,3.583200000000003,86.99000000000001,3.0,4.0,10.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0566851323562878,70.0,0.44485056,56058,195.0
SPR512-089,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,FLSUCZWOEMTFAQ-PRBGKLEPSA-N__CHEMBL286,sulopenem,SULOPENEM ETZADROXIL,ORLYNVAH,FLSUCZWOEMTFAQ-PRBGKLEPSA-N,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[S@@+]([O-])C3)S[C@H]12,Bacterial penicillin-binding protein inhibitor,INHIBITOR,Bacterial penicillin-binding protein,CHEMBL2354204,REN,Renin,CHEMBL286,P00797,Enzyme,ENZYME_BIOCHEMICAL,成熟 renin 催化域；去信号肽和前肽,Remikiren,4.0,1.0,367.0,1.0,-1.985084913802997,,6.0932918,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,FLSUCZWOEMTFAQ,O=C1CC2SC(SC3CC[SH+]C3)=CN12,349.45500000000004,0.4064000000000001,100.9,2.0,6.0,4.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2000144129076871,63.0,0.3919385,166589,195.0
SPR512-090,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,RTGDFNSFWBGLEC-SYZQJQIISA-N__CHEMBL286,mycophenolate mofetil,MYCOPHENOLATE MOFETIL,MYHIBBIN,RTGDFNSFWBGLEC-SYZQJQIISA-N,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH),CHEMBL2111369,REN,Renin,CHEMBL286,P00797,Enzyme,ENZYME_BIOCHEMICAL,成熟 renin 催化域；去信号肽和前肽,Remikiren,132.0,117.0,367.0,180.0,-2.8359333744542505,,-3.9058464,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,RTGDFNSFWBGLEC,O=C(CCC=CCc1ccc2c(c1)C(=O)OC2)OCCN1CCOCC1,433.5010000000003,2.52402,94.53000000000002,1.0,8.0,9.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0200007002371286,87.0,0.5547018,122412,195.0
SPR512-091,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,XYLJNLCSTIOKRM-UHFFFAOYSA-N__CHEMBL286,brimonidine,BRIMONIDINE TARTRATE,ALPHAGAN P; COMBIGAN; LUMIFY; LUMIFY PRESERVATIVE FREE; MIRVASO; QOLIANA; SIMBRINZA; YUVEZZI,XYLJNLCSTIOKRM-UHFFFAOYSA-N,Brc1c(NC2=NCCN2)ccc2nccnc12,Adrenergic receptor alpha-2 agonist,AGONIST,Adrenergic receptor alpha-2,CHEMBL2095158,REN,Renin,CHEMBL286,P00797,Enzyme,ENZYME_BIOCHEMICAL,成熟 renin 催化域；去信号肽和前肽,Remikiren,126.0,293.0,367.0,613.0,-4.438341444615059,,-7.0758023,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,XYLJNLCSTIOKRM,c1cnc2cc(NC3=NCCN3)ccc2n1,292.14000000000004,1.7634,62.2,2.0,5.0,1.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0400007205784812,324.0,0.12960161,18,195.0
SPR512-092,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,BTCRKOKVYTVOLU-SJSRKZJXSA-N__CHEMBL286,bexagliflozin,BEXAGLIFLOZIN,BRENZAVVY,BTCRKOKVYTVOLU-SJSRKZJXSA-N,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,Sodium/glucose cotransporter 2 inhibitor,INHIBITOR,Sodium/glucose cotransporter 2,CHEMBL3884,REN,Renin,CHEMBL286,P00797,Enzyme,ENZYME_BIOCHEMICAL,成熟 renin 催化域；去信号肽和前肽,Remikiren,3.0,157.0,367.0,397.0,-1.1523321721605964,,-5.443649,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,BTCRKOKVYTVOLU,c1cc(Cc2ccc(OCCOC3CC3)cc2)cc(C2CCCCO2)c1,464.9420000000002,2.0034999999999994,108.61,4.0,7.0,9.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1553291457477707,56.0,0.7021303,303979,195.0
SPR512-093,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,DRHKJLXJIQTDTD-OAHLLOKOSA-N__CHEMBL286,tamsulosin,TAMSULOSIN HYDROCHLORIDE,JALYN,DRHKJLXJIQTDTD-OAHLLOKOSA-N,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,Adrenergic receptor alpha-1 antagonist,ANTAGONIST,Adrenergic receptor alpha-1,CHEMBL2094251,REN,Renin,CHEMBL286,P00797,Enzyme,ENZYME_BIOCHEMICAL,成熟 renin 催化域；去信号肽和前肽,Remikiren,2.0,11.0,367.0,33.0,-0.6399393407156166,,2.6881397,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,DRHKJLXJIQTDTD,c1ccc(CCNCCOc2ccccc2)cc1,408.5200000000001,2.3409000000000004,99.88,2.0,6.0,11.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1004435932113944,84.0,0.4487088,75262,195.0
