blind_experiment_id,lab_row_type,experiment_arm,selection_role,pair_id,drug_names,ingredient_name,all_fda_brand_names,ligand_inchikey,ligand_smiles,known_mechanism_of_action,known_action_types,known_target_names,known_target_chembl_ids,gene_symbol,target_name,target_chembl_id,uniprot_accession,target_class_l1,assay_lane,construct_recommendation,known_positive_for_new_target,retargetmap_rank_384,routed_rank_within_drug,routed_candidate_target_count,diagnostic_rank_within_drug_745,independent_validation_rank_score,ensemble_drug_to_target_logit,ensemble_pair_logit,structure_mask,structure_evidence_route,connectivity_key,murcko_scaffold,rdkit_mw,rdkit_clogp,rdkit_tpsa,rdkit_hbd,rdkit_hba,rdkit_rotatable_bonds,chemical_risk_points,same_assay_family_as_known_target,known_kinase_drug,external_novelty_status,spr_concentration_plan,primary_endpoint,exact_pair_in_full_fit_training,drug_seen_in_full_fit_training,target_seen_in_full_fit_training,result_bin_pre_registered,control_chembl_id,control_standard_types,control_min_pchembl,control_max_pchembl,control_direct_kd_or_ki_evidence,control_evidence_years,optimization_objective_contribution,posthoc_only_dtiam_rank_384,posthoc_only_dtiam_probability,drug_feature_index,target_feature_index
SPR512-218,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,GKHIVNAUVKXIIY-UHFFFAOYSA-N__CHEMBL4225,belumosudil,BELUMOSUDIL MESYLATE,REZUROCK,GKHIVNAUVKXIIY-UHFFFAOYSA-N,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,Rho-associated protein kinase 2 inhibitor; Rho-associated protein kinase inhibitor,INHIBITOR,Rho-associated protein kinase; Rho-associated protein kinase 2,CHEMBL2111459; CHEMBL2973,CLK2,Dual specificity protein kinase CLK2,CHEMBL4225,P49760,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Sunitinib,3.0,21.0,367.0,31.0,-0.4932306897408702,,1.6810776,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,GKHIVNAUVKXIIY,c1ccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)cc1,452.51800000000014,4.820100000000003,104.82,3.0,6.0,7.0,0.0,True,True,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2604169880112087,144.0,0.7782334,33496,305.0
SPR512-219,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,KVWDHTXUZHCGIO-UHFFFAOYSA-N__CHEMBL4225,olanzapine,OLANZAPINE PAMOATE,LYBALVI; ZYPREXA RELPREVV,KVWDHTXUZHCGIO-UHFFFAOYSA-N,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,D2-like dopamine receptor antagonist; Serotonin 2a (5-HT2a) receptor antagonist; Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST,5-hydroxytryptamine receptor 2A; 5-hydroxytryptamine receptor 2C; D2-like dopamine receptor,CHEMBL224; CHEMBL225; CHEMBL2331075,CLK2,Dual specificity protein kinase CLK2,CHEMBL4225,P49760,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Sunitinib,8.0,23.0,367.0,34.0,-1.96520953013847,,-0.44873667,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,KVWDHTXUZHCGIO,c1ccc2c(c1)N=C(N1CCNCC1)c1ccsc1N2,312.4420000000001,3.4392200000000037,30.870000000000005,1.0,5.0,0.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.40045650802346,173.0,0.25314695,191258,305.0
SPR512-220,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,MCGSCOLBFJQGHM-SCZZXKLOSA-N__CHEMBL4225,abacavir,ABACAVIR SULFATE,ABACAVIR SULFATE AND LAMIVUDINE; TRIUMEQ; TRIUMEQ PD,MCGSCOLBFJQGHM-SCZZXKLOSA-N,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase,CHEMBL247,CLK2,Dual specificity protein kinase CLK2,CHEMBL4225,P49760,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Sunitinib,8.0,72.0,367.0,102.0,-1.7423406933197798,,0.3331442,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,MCGSCOLBFJQGHM,C1=CC(n2cnc3c(NC4CC4)ncnc32)CC1,286.33900000000006,1.0922999999999998,101.88,3.0,6.0,4.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.4013693316721387,69.0,0.69126433,257206,305.0
SPR512-221,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,YQEZLKZALYSWHR-ZDUSSCGKSA-N__CHEMBL4225,esketamine,ESKETAMINE HYDROCHLORIDE,SPRAVATO,YQEZLKZALYSWHR-ZDUSSCGKSA-N,CN[C@]1(c2ccccc2Cl)CCCCC1=O,Glutamate [NMDA] receptor negative allosteric modulator,NEGATIVE ALLOSTERIC MODULATOR,Glutamate [NMDA] receptor,CHEMBL2094124,CLK2,Dual specificity protein kinase CLK2,CHEMBL4225,P49760,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Sunitinib,16.0,6.0,367.0,8.0,-2.162123630647117,,-0.8762246,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,YQEZLKZALYSWHR,O=C1CCCCC1c1ccccc1,237.7299999999999,2.897800000000001,29.1,1.0,2.0,2.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.800107588257949,39.0,0.57813364,108103,305.0
SPR512-222,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,XFYDIVBRZNQMJC-UHFFFAOYSA-N__CHEMBL4225,tizanidine,TIZANIDINE HYDROCHLORIDE,ONTRALFY,XFYDIVBRZNQMJC-UHFFFAOYSA-N,Clc1ccc2nsnc2c1NC1=NCCN1,Adrenergic receptor alpha-2 agonist,AGONIST,Adrenergic receptor alpha-2,CHEMBL2095158,CLK2,Dual specificity protein kinase CLK2,CHEMBL4225,P49760,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Sunitinib,4.0,6.0,367.0,24.0,-3.0010735645678217,,-2.2946432,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,XFYDIVBRZNQMJC,c1cc(NC2=NCCN2)c2nsnc2c1,253.718,1.715799999999999,62.2,2.0,6.0,1.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2003221780766123,18.0,0.6102644,218494,305.0
SPR512-223,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,YMDXZJFXQJVXBF-STHAYSLISA-N__CHEMBL4225,fosfomycin,FOSFOMYCIN DISODIUM,CONTEPO,YMDXZJFXQJVXBF-STHAYSLISA-N,C[C@@H]1O[C@@H]1P(=O)(O)O,UDP-N-acetylglucosamine 1-carboxyvinyltransferase inhibitor,INHIBITOR,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,CHEMBL1984,CLK2,Dual specificity protein kinase CLK2,CHEMBL4225,P49760,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Sunitinib,130.0,204.0,367.0,393.0,-5.145638823095009,,-6.549665,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,YMDXZJFXQJVXBF,C1CO1,138.059,-0.0911,70.06,2.0,2.0,1.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,6.063706974964589e-07,25.0,0.2829298,169806,305.0
SPR512-224,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,SUBDBMMJDZJVOS-DEOSSOPVSA-N__CHEMBL4225,esomeprazole,ESOMEPRAZOLE SODIUM,ESOMEPRAZOLE MAGNESIUM; ESOMEPRAZOLE STRONTIUM; NEXIUM; NEXIUM 24HR; NEXIUM IV; VIMOVO,SUBDBMMJDZJVOS-DEOSSOPVSA-N,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,Potassium-transporting ATPase inhibitor,INHIBITOR,Potassium-transporting ATPase,CHEMBL2095173,CLK2,Dual specificity protein kinase CLK2,CHEMBL4225,P49760,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Sunitinib,6.0,36.0,367.0,80.0,-0.8109502571607515,,2.8421106,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,SUBDBMMJDZJVOS,c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,345.4240000000001,2.8997400000000013,83.09,1.0,5.0,5.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.3010742935685886,190.0,0.2857259,148610,305.0
SPR512-226,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,BALLNEJQLSTPIO-UHFFFAOYSA-N__CHEMBL3905,fruquintinib,FRUQUINTINIB,FRUZAQLA,BALLNEJQLSTPIO-UHFFFAOYSA-N,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,Vascular endothelial growth factor receptor inhibitor,INHIBITOR,Vascular endothelial growth factor receptor,CHEMBL2095227,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,8.0,38.0,367.0,72.0,0.3541702235436382,,1.8875469,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,BALLNEJQLSTPIO,c1ccc2c(Oc3ccc4ccoc4c3)ncnc2c1,393.39900000000017,3.853520000000003,95.71,1.0,7.0,5.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.4009667032498809,41.0,0.81340206,103868,278.0
SPR512-227,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_LOW_BACKGROUND,GBXSMTUPTTWBMN-XIRDDKMYSA-N__CHEMBL3905,enalapril,ENALAPRIL MALEATE,EPANED; EPANED KIT,GBXSMTUPTTWBMN-XIRDDKMYSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,Angiotensin-converting enzyme inhibitor,INHIBITOR,Angiotensin-converting enzyme,CHEMBL1808,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,297.0,310.0,367.0,674.0,-4.304327735471416,,-6.037767,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,GBXSMTUPTTWBMN,O=C(CNCCCc1ccccc1)N1CCCC1,376.45300000000026,1.6046,95.94,2.0,5.0,9.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2265630966300384,156.0,0.31598648,70010,278.0
SPR512-228,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,KEIPNCCJPRMIAX-HNNXBMFYSA-N__CHEMBL3905,futibatinib,FUTIBATINIB,LYTGOBI,KEIPNCCJPRMIAX-HNNXBMFYSA-N,C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,Fibroblast growth factor receptor inhibitor,INHIBITOR,Fibroblast growth factor receptor,CHEMBL2095217,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,8.0,6.0,367.0,6.0,0.3551218105854847,,7.215004,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,KEIPNCCJPRMIAX,C(#Cc1nn(C2CCNC2)c2ncncc12)c1ccccc1,418.4570000000002,1.7849,108.39,1.0,7.0,4.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.400081010763726,4.0,0.9545483,7589,278.0
SPR512-229,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,ZBBHBTPTTSWHBA-UHFFFAOYSA-N__CHEMBL3905,nicardipine,NICARDIPINE HYDROCHLORIDE,NICARDIPINE HYDROCHLORIDE; NICARDIPINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,ZBBHBTPTTSWHBA-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,Voltage-gated L-type calcium channel blocker,BLOCKER,Voltage-gated L-type calcium channel,CHEMBL2095229,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,128.0,225.0,367.0,519.0,-3.817262928617722,,-4.4048047,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,ZBBHBTPTTSWHBA,O=C(OCCNCc1ccccc1)C1=CNC=CC1c1ccccc1,479.5330000000002,3.677800000000002,111.01,1.0,8.0,9.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0200000543026048,249.0,0.26081374,110303,278.0
SPR512-230,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,COUYJEVMBVSIHV-SFHVURJKSA-N__CHEMBL3905,olodaterol,OLODATEROL HYDROCHLORIDE,STIOLTO RESPIMAT; STRIVERDI RESPIMAT,COUYJEVMBVSIHV-SFHVURJKSA-N,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,Beta-2 adrenergic receptor agonist,AGONIST,Beta-2 adrenergic receptor,CHEMBL210,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,10.0,221.0,367.0,403.0,-2.9281761155978736,,-3.888567,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,COUYJEVMBVSIHV,O=C1COc2c(CCNCCc3ccccc3)cccc2N1,386.44800000000015,2.3760000000000003,100.05,4.0,6.0,7.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.505409538985366,33.0,0.7038252,143183,278.0
SPR512-231,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,ZPMNHBXQOOVQJL-UHFFFAOYSA-N__CHEMBL3905,prucalopride,PRUCALOPRIDE SUCCINATE,MOTEGRITY,ZPMNHBXQOOVQJL-UHFFFAOYSA-N,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,Serotonin 4 (5-HT4) receptor agonist,AGONIST,5-hydroxytryptamine receptor 4,CHEMBL1875,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,1.0,136.0,367.0,298.0,-1.3114506675324349,,-2.471114,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,ZPMNHBXQOOVQJL,O=C(NC1CCNCC1)c1cccc2c1OCC2,367.8770000000003,2.0878,76.82000000000001,2.0,5.0,6.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0540008959393415,88.0,0.65179163,116726,278.0
SPR512-232,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,RNOAOAWBMHREKO-QFIPXVFZSA-N__CHEMBL3905,zanubrutinib,ZANUBRUTINIB,BRUKINSA,RNOAOAWBMHREKO-QFIPXVFZSA-N,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,Tyrosine-protein kinase BTK inhibitor,INHIBITOR,Tyrosine-protein kinase BTK,CHEMBL5251,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,7.0,12.0,367.0,12.0,-0.3408582546608434,,7.591227,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,RNOAOAWBMHREKO,c1ccc(Oc2ccc(-c3cc4n(n3)C(C3CCNCC3)CCN4)cc2)cc1,471.5610000000002,4.222600000000003,102.48000000000002,2.0,5.0,6.0,0.0,True,True,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.4601616287382662,1.0,0.95745593,5569,278.0
SPR512-233,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,IMOZEMNVLZVGJZ-QGZVFWFLSA-N__CHEMBL3905,apremilast,APREMILAST,OTEZLA; OTEZLA XR,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,Phosphodiesterase 4 inhibitor,INHIBITOR,Phosphodiesterase 4,CHEMBL2093863,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,8.0,290.0,367.0,609.0,-2.018370629369721,,-3.0376663,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,IMOZEMNVLZVGJZ,O=C1c2ccccc2C(=O)N1Cc1ccccc1,460.5080000000002,2.4342000000000006,119.08,1.0,7.0,8.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.4081748262112297,76.0,0.7395302,73540,278.0
SPR512-234,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,YIQPUIGJQJDJOS-UHFFFAOYSA-N__CHEMBL3905,plerixafor,PLERIXAFOR,MOZOBIL,YIQPUIGJQJDJOS-UHFFFAOYSA-N,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,C-X-C chemokine receptor type 4 partial agonist,PARTIAL AGONIST,C-X-C chemokine receptor type 4,CHEMBL2107,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,14.0,279.0,367.0,598.0,-2.913886114971377,,-7.189158,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,YIQPUIGJQJDJOS,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,502.7960000000004,0.4158000000000064,78.66,6.0,8.0,4.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.7080270880460362,154.0,0.36397144,307168,278.0
SPR512-235,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL3905,remimazolam,REMIMAZOLAM BESYLATE,BYFAVO,CYHWMBVXXDIZNZ-KRWDZBQOSA-N,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel,CHEMBL2093872,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,9.0,251.0,367.0,523.0,-1.7042164275001854,,-0.66923124,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,CYHWMBVXXDIZNZ,c1ccc(C2=NCc3nccn3-c3ccccc32)nc1,439.31300000000016,4.183520000000003,69.37,0.0,5.0,4.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.4570202645600983,236.0,0.46279213,110674,278.0
