排序,原候选编号,小分子药物名称,新靶点名称,当前实验建议,pair_id,drugclip_common548x269_covered,A_consensus_drug_rank384,A_consensus_target_rank720,B_consensus_drug_rank384,B_consensus_target_rank720,dtiam_drug_rank384,dtiam_target_rank720,drugclip_drug_rank269,drugclip_target_rank548
252,C384-155,bempedoic acid,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL402,True,150.0,245.0,180.0,531.0,40.0,331.0,18.0,16.0
253,C384-224,thalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL3310,False,33.0,511.0,190.0,362.0,62.0,519.0,,
254,C384-289,nicotine,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,SNICXCGAKADSCV-JTQLQIEISA-N__CHEMBL4523510,False,101.0,376.0,242.0,526.0,79.0,630.0,,
255,C384-306,hydroxychloroquine,CTSC — Dipeptidyl peptidase 1,先解决具体问题,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL2252,False,196.0,175.0,26.0,132.0,10.0,378.0,,
256,C384-083,paroxetine,MAOB — Amine oxidase [flavin-containing] B,先解决具体问题,AHOUBRCZNHFOSL-YOEHRIQHSA-N__CHEMBL2039,True,124.0,95.0,114.0,153.0,91.0,340.0,247.0,467.0
257,C384-107,lenalidomide,HDAC2 — Histone deacetylase 2,先解决具体问题,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL1937,False,150.0,539.0,16.0,51.0,292.0,554.0,,
258,C384-005,ranolazine,IGF1R — Insulin-like growth factor 1 receptor,先解决具体问题,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL1957,True,197.0,237.0,85.0,163.0,252.0,413.0,182.0,306.0
259,C384-028,nimodipine,F7 — Coagulation factor VII,先解决具体问题,UIAGMCDKSXEBJQ-UHFFFAOYSA-N__CHEMBL3991,False,114.0,98.0,216.0,395.0,77.0,504.0,,
260,C384-029,articaine,XDH — Xanthine dehydrogenase/oxidase,先解决具体问题,QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL1929,False,134.0,249.0,222.0,493.0,71.0,597.0,,
261,C384-105,pemigatinib,CDK9 — Cyclin-dependent kinase 9,先解决具体问题,HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL3116,True,338.0,599.0,337.0,30.0,96.0,27.0,254.0,516.0
262,C384-106,rilpivirine,FYN — Tyrosine-protein kinase Fyn,先解决具体问题,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL1841,True,90.0,75.0,129.0,91.0,16.0,61.0,268.0,546.0
263,C384-108,teriflunomide,XDH — Xanthine dehydrogenase/oxidase,先解决具体问题,UTNUDOFZCWSZMS-YFHOEESVSA-N__CHEMBL1929,False,11.0,85.0,2.0,100.0,23.0,402.0,,
264,C384-165,baricitinib,HDAC11 — Histone deacetylase 11,先解决具体问题,XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL3310,True,346.0,678.0,257.0,644.0,237.0,60.0,140.0,371.0
265,C384-087,dabrafenib,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",先解决具体问题,BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL4005,False,372.0,569.0,277.0,602.0,28.0,7.0,,
266,C384-109,ruxolitinib,HDAC11 — Histone deacetylase 11,先解决具体问题,HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL3310,False,363.0,702.0,289.0,674.0,315.0,106.0,,
267,C384-030,alvimopan,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,UPNUIXSCZBYVBB-JVFUWBCBSA-N__CHEMBL5705,True,154.0,419.0,6.0,64.0,12.0,285.0,38.0,110.0
268,C384-264,retapamulin,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,先解决具体问题,STZYTFJPGGDRJD-NHUWBDDWSA-N__CHEMBL1902,True,3.0,63.0,35.0,310.0,16.0,334.0,1.0,26.0
269,C384-267,pomalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL3310,True,44.0,369.0,243.0,265.0,49.0,362.0,117.0,255.0
270,C384-309,brivaracetam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL4523510,True,249.0,661.0,99.0,134.0,54.0,576.0,112.0,143.0
271,C384-311,meropenem,MMP7 — Matrilysin,先解决具体问题,DMJNNHOOLUXYBV-PQTSNVLCSA-N__CHEMBL4073,True,180.0,317.0,290.0,123.0,94.0,316.0,233.0,479.0
272,C384-320,mirdametinib,HDAC11 — Histone deacetylase 11,先解决具体问题,SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL3310,True,21.0,598.0,112.0,684.0,145.0,484.0,11.0,41.0
273,C384-123,esmolol,CA7 — Carbonic anhydrase 7,先解决具体问题,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL2326,True,2.0,491.0,3.0,410.0,14.0,615.0,242.0,408.0
274,C384-202,ivabradine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL2722,True,226.0,348.0,16.0,494.0,12.0,610.0,143.0,237.0
275,C384-203,epinephrine,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL2243,True,363.0,717.0,369.0,581.0,283.0,680.0,233.0,356.0
276,C384-206,eltrombopag,LCK — Tyrosine-protein kinase Lck,先解决具体问题,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL258,True,63.0,320.0,55.0,87.0,64.0,161.0,234.0,420.0
277,C384-265,vorapaxar,DPP4 — Dipeptidyl peptidase 4,先解决具体问题,ZBGXUVOIWDMMJE-QHNZEKIYSA-N__CHEMBL284,False,254.0,584.0,83.0,91.0,168.0,45.0,,
278,C384-119,bazedoxifene,RET — Proto-oncogene tyrosine-protein kinase receptor Ret,先解决具体问题,UCJGJABZCDBEDK-UHFFFAOYSA-N__CHEMBL2041,True,32.0,31.0,58.0,129.0,74.0,78.0,257.0,478.0
279,C384-133,hydroxychloroquine,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL3553,True,230.0,177.0,268.0,357.0,236.0,392.0,187.0,206.0
280,C384-312,perampanel,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,PRMWGUBFXWROHD-UHFFFAOYSA-N__CHEMBL4523510,True,133.0,284.0,120.0,166.0,6.0,83.0,130.0,352.0
281,C384-168,aripiprazole,MAOB — Amine oxidase [flavin-containing] B,先解决具体问题,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2039,False,106.0,72.0,190.0,122.0,346.0,536.0,,
282,C384-072,calcipotriene,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL5705,True,130.0,19.0,141.0,37.0,24.0,391.0,46.0,152.0
283,C384-208,imipenem,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL2243,False,95.0,424.0,162.0,141.0,173.0,450.0,,
284,C384-315,meloxicam,DHFR — Dihydrofolate reductase,先解决具体问题,ZRVUJXDFFKFLMG-UHFFFAOYSA-N__CHEMBL202,True,193.0,510.0,97.0,403.0,125.0,441.0,264.0,534.0
285,C384-324,crisaborole,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,USZAGAREISWJDP-UHFFFAOYSA-N__CHEMBL2243,True,263.0,214.0,49.0,59.0,147.0,507.0,13.0,33.0
286,C384-327,deutetrabenazine,UGCG — Ceramide glucosyltransferase,先解决具体问题,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2063,False,251.0,217.0,112.0,397.0,14.0,290.0,,
287,C384-363,tazemetostat,DHFR — Dihydrofolate reductase,先解决具体问题,NSQSAUGJQHDYNO-UHFFFAOYSA-N__CHEMBL202,True,149.0,34.0,356.0,322.0,284.0,23.0,100.0,234.0
288,C384-026,zavegepant,INSR — Insulin receptor,先解决具体问题,JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL1981,True,98.0,36.0,47.0,7.0,293.0,96.0,9.0,14.0
289,C384-035,olmesartan,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL5705,False,7.0,34.0,195.0,558.0,10.0,175.0,,
290,C384-036,atrasentan,ERBB2 — Receptor tyrosine-protein kinase erbB-2,先解决具体问题,MOTJMGVDPWRKOC-QPVYNBJUSA-N__CHEMBL1824,False,341.0,715.0,175.0,670.0,303.0,536.0,,
291,C384-127,colchicine,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,先解决具体问题,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL1902,True,193.0,560.0,294.0,652.0,110.0,486.0,49.0,290.0
292,C384-210,ivabradine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",先解决具体问题,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL1908,True,257.0,387.0,40.0,520.0,58.0,565.0,172.0,318.0
293,C384-292,methylnaltrexone,CA2 — Carbonic anhydrase 2,先解决具体问题,JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL205,False,51.0,199.0,59.0,261.0,259.0,534.0,,
294,C384-120,raloxifene,RET — Proto-oncogene tyrosine-protein kinase receptor Ret,先解决具体问题,GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL2041,False,38.0,58.0,19.0,84.0,170.0,165.0,,
295,C384-270,olopatadine,NR3C1 — Glucocorticoid receptor,先解决具体问题,JBIMVDZLSHOPLA-LSCVHKIXSA-N__CHEMBL2034,True,1.0,31.0,14.0,161.0,262.0,507.0,31.0,119.0
296,C384-110,amisulpride,CA2 — Carbonic anhydrase 2,先解决具体问题,NTJOBXMMWNYJFB-UHFFFAOYSA-N__CHEMBL205,True,43.0,144.0,47.0,397.0,122.0,383.0,260.0,535.0
297,C384-039,ozanimod,EZH2 — Histone-lysine N-methyltransferase EZH2,先解决具体问题,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2189110,True,313.0,391.0,258.0,124.0,236.0,34.0,30.0,44.0
298,C384-216,aclidinium,PPARG — Peroxisome proliferator-activated receptor gamma,先解决具体问题,ASMXXROZKSBQIH-VITNCHFBSA-N__CHEMBL235,True,267.0,444.0,74.0,153.0,178.0,284.0,187.0,374.0
299,C384-332,enzalutamide,NTRK1 — High affinity nerve growth factor receptor,先解决具体问题,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2815,False,170.0,481.0,93.0,348.0,201.0,412.0,,
300,C384-042,glycopyrronium,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,ANGKOCUUWGHLCE-HKUYNNGSSA-N__CHEMBL5141,False,328.0,582.0,90.0,374.0,114.0,534.0,,
301,C384-140,dolutegravir,MAPK8 — Mitogen-activated protein kinase 8,先解决具体问题,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL2276,False,47.0,211.0,185.0,162.0,82.0,95.0,,
302,C384-141,pemigatinib,"PDE3A — cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",先解决具体问题,HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL241,True,180.0,369.0,151.0,3.0,202.0,17.0,23.0,135.0
303,C384-229,vigabatrin,MMP8 — Neutrophil collagenase,先解决具体问题,PJDFLNIOAUIZSL-UHFFFAOYSA-N__CHEMBL4588,True,10.0,153.0,222.0,471.0,212.0,669.0,13.0,17.0
304,C384-333,vardenafil,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,SECKRCOLJRRGGV-UHFFFAOYSA-N__CHEMBL2722,False,215.0,58.0,5.0,129.0,15.0,107.0,,
305,C384-382,trametinib,DHFR — Dihydrofolate reductase,先解决具体问题,LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL202,True,197.0,686.0,111.0,719.0,242.0,172.0,188.0,449.0
306,C384-015,mesalamine,XDH — Xanthine dehydrogenase/oxidase,先解决具体问题,KBOPZPXVLCULAV-UHFFFAOYSA-N__CHEMBL1929,False,18.0,81.0,100.0,612.0,27.0,698.0,,
307,C384-231,rivaroxaban,LCK — Tyrosine-protein kinase Lck,先解决具体问题,KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL258,True,129.0,180.0,137.0,152.0,153.0,135.0,210.0,478.0
308,C384-365,selumetinib,UGCG — Ceramide glucosyltransferase,先解决具体问题,CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2063,True,77.0,424.0,105.0,719.0,41.0,298.0,104.0,212.0
309,C384-016,sotalol,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL5141,True,165.0,533.0,55.0,450.0,62.0,470.0,159.0,150.0
310,C384-050,sufentanil,F12 — Coagulation factor XII,先解决具体问题,GGCSSNBKKAUURC-UHFFFAOYSA-N__CHEMBL2821,False,344.0,167.0,381.0,543.0,160.0,543.0,,
311,C384-144,levamlodipine,CA1 — Carbonic anhydrase 1,先解决具体问题,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL261,True,21.0,121.0,15.0,47.0,126.0,262.0,22.0,79.0
312,C384-192,calcipotriene,AR — Androgen receptor,先解决具体问题,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1871,True,9.0,21.0,276.0,46.0,73.0,125.0,20.0,90.0
313,C384-233,norephinephrine,CTSC — Dipeptidyl peptidase 1,先解决具体问题,SFLSHLFXELFNJZ-QMMMGPOBSA-N__CHEMBL2252,False,95.0,628.0,205.0,564.0,7.0,688.0,,
314,C384-235,brexpiprazole,"PDE5A — cGMP-specific 3',5'-cyclic phosphodiesterase",先解决具体问题,ZKIAIYBUSXZPLP-UHFFFAOYSA-N__CHEMBL1827,True,154.0,173.0,168.0,329.0,252.0,336.0,9.0,58.0
315,C384-171,aripiprazole,PTK2 — Focal adhesion kinase 1,先解决具体问题,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2695,False,223.0,186.0,234.0,243.0,175.0,235.0,,
316,C384-219,ivosidenib,AKT1 — RAC-alpha serine/threonine-protein kinase,先解决具体问题,WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL4282,True,120.0,103.0,308.0,118.0,250.0,194.0,132.0,485.0
317,C384-340,afatinib,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL2722,True,254.0,531.0,10.0,327.0,20.0,170.0,185.0,387.0
318,C384-341,baclofen,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL4523510,True,299.0,680.0,304.0,577.0,49.0,656.0,140.0,152.0
319,C384-342,clobazam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,CXOXHMZGEKVPMT-UHFFFAOYSA-N__CHEMBL4523510,True,343.0,377.0,67.0,189.0,16.0,483.0,49.0,29.0
320,C384-366,esmolol,ACE — Angiotensin-converting enzyme,先解决具体问题,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL1808,False,117.0,549.0,271.0,611.0,165.0,628.0,,
321,C384-017,ozenoxacin,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,XPIJWUTXQAGSLK-UHFFFAOYSA-N__CHEMBL3553,True,360.0,712.0,111.0,135.0,132.0,58.0,170.0,260.0
322,C384-239,dexrazoxane,MMP7 — Matrilysin,先解决具体问题,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4073,False,180.0,524.0,295.0,414.0,154.0,399.0,,
323,C384-278,rolapitant,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",先解决具体问题,FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL3535,True,59.0,119.0,240.0,102.0,65.0,142.0,40.0,136.0
324,C384-112,glasdegib,FLT3 — Receptor-type tyrosine-protein kinase FLT3,先解决具体问题,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL1974,True,299.0,638.0,47.0,189.0,45.0,88.0,46.0,34.0
325,C384-220,bempedoic acid,MMP12 — Macrophage metalloelastase,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL4393,False,66.0,248.0,159.0,473.0,92.0,477.0,,
326,C384-297,pomalidomide,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",先解决具体问题,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4005,False,175.0,492.0,100.0,138.0,262.0,523.0,,
327,C384-300,relugolix,KDR — Vascular endothelial growth factor receptor 2,先解决具体问题,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL279,True,380.0,493.0,88.0,75.0,153.0,45.0,138.0,295.0
328,C384-343,oliceridine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL2722,True,297.0,482.0,27.0,450.0,5.0,154.0,171.0,456.0
329,C384-344,diazepam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,AAOVKJBEBIDNHE-UHFFFAOYSA-N__CHEMBL4523510,True,233.0,591.0,54.0,398.0,19.0,525.0,53.0,34.0
330,C384-345,dimethyl fumarate,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,LDCRTTXIJACKKU-ONEGZZNKSA-N__CHEMBL402,True,134.0,411.0,188.0,485.0,81.0,702.0,12.0,52.0
331,C384-346,linagliptin,"PDE5A — cGMP-specific 3',5'-cyclic phosphodiesterase",先解决具体问题,LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,False,52.0,52.0,106.0,121.0,9.0,21.0,,
332,C384-347,colchicine,UGCG — Ceramide glucosyltransferase,先解决具体问题,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,True,269.0,497.0,173.0,625.0,42.0,479.0,175.0,393.0
333,C384-384,umeclidinium,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL2722,True,378.0,575.0,13.0,618.0,14.0,395.0,164.0,336.0
334,C384-172,brexanolone,ESR1 — Estrogen receptor,先解决具体问题,AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL206,False,197.0,134.0,276.0,288.0,163.0,474.0,,
335,C384-175,ozanimod,PRKCB — Protein kinase C beta type,先解决具体问题,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL3045,True,267.0,255.0,342.0,259.0,52.0,30.0,170.0,272.0
336,C384-274,chloroprocaine,ACHE — Acetylcholinesterase,先解决具体问题,VDANGULDQQJODZ-UHFFFAOYSA-N__CHEMBL220,True,91.0,438.0,32.0,289.0,166.0,622.0,14.0,97.0
337,C384-349,cobimetinib,HDAC11 — Histone deacetylase 11,先解决具体问题,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL3310,True,58.0,577.0,168.0,712.0,128.0,112.0,32.0,112.0
338,C384-020,etonogestrel,CYP19A1 — Aromatase,先解决具体问题,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1978,True,9.0,83.0,297.0,195.0,119.0,373.0,178.0,385.0
339,C384-056,indacaterol,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL3553,True,362.0,572.0,330.0,599.0,214.0,117.0,143.0,158.0
340,C384-076,umeclidinium,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL5705,True,177.0,230.0,45.0,399.0,104.0,586.0,195.0,352.0
341,C384-177,varenicline,MAPKAPK2 — MAP kinase-activated protein kinase 2,先解决具体问题,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL2208,True,185.0,719.0,361.0,642.0,86.0,246.0,19.0,65.0
342,C384-178,copanlisib,NTRK3 — NT-3 growth factor receptor,先解决具体问题,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL5608,False,343.0,665.0,40.0,580.0,30.0,83.0,,
343,C384-180,benoxinate,PPARD — Peroxisome proliferator-activated receptor delta,先解决具体问题,CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL3979,True,376.0,398.0,157.0,658.0,353.0,538.0,260.0,493.0
344,C384-181,migalastat,UMPS — Uridine 5'-monophosphate synthase,先解决具体问题,LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL5216,True,36.0,260.0,208.0,345.0,67.0,506.0,204.0,313.0
345,C384-301,sonidegib,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL4898,True,140.0,162.0,115.0,88.0,39.0,54.0,128.0,218.0
346,C384-352,pilocarpine,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",先解决具体问题,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL3522,True,150.0,528.0,5.0,62.0,83.0,632.0,138.0,209.0
347,C384-374,lesinurad,UGCG — Ceramide glucosyltransferase,先解决具体问题,FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,True,272.0,205.0,123.0,472.0,27.0,316.0,57.0,68.0
348,C384-021,tedizolid,"PDE10A — cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4409,False,6.0,128.0,108.0,236.0,192.0,319.0,,
349,C384-058,trospium,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,OYYDSUSKLWTMMQ-JKHIJQBDSA-N__CHEMBL5141,True,315.0,637.0,84.0,384.0,219.0,552.0,199.0,390.0
350,C384-182,remimazolam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL3535,True,66.0,305.0,54.0,211.0,213.0,405.0,200.0,477.0
351,C384-353,epinephrine,ALOX5 — Polyunsaturated fatty acid 5-lipoxygenase,先解决具体问题,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL215,True,101.0,530.0,24.0,437.0,109.0,629.0,155.0,196.0
352,C384-355,imipenem,MMP8 — Neutrophil collagenase,先解决具体问题,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL4588,False,79.0,465.0,220.0,214.0,34.0,163.0,,
353,C384-376,osilodrostat,UGCG — Ceramide glucosyltransferase,先解决具体问题,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2063,True,343.0,711.0,149.0,266.0,59.0,350.0,61.0,59.0
354,C384-022,tedizolid,NTRK3 — NT-3 growth factor receptor,先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL5608,False,281.0,427.0,32.0,120.0,256.0,341.0,,
355,C384-064,furosemide,F7 — Coagulation factor VII,先解决具体问题,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL3991,False,141.0,552.0,244.0,642.0,54.0,282.0,,
356,C384-256,ranolazine,PDGFRA — Platelet-derived growth factor receptor alpha,先解决具体问题,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2007,True,153.0,367.0,48.0,145.0,49.0,278.0,263.0,489.0
357,C384-279,bempedoic acid,CA4 — Carbonic anhydrase 4,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3729,True,207.0,465.0,27.0,426.0,20.0,319.0,45.0,51.0
358,C384-281,macimorelin,MMP3 — Stromelysin-1,先解决具体问题,UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL283,False,335.0,619.0,331.0,383.0,321.0,340.0,,
359,C384-183,pantoprazole,"NOS2 — Nitric oxide synthase, inducible",先解决具体问题,IQPSEEYGBUAQFF-UHFFFAOYSA-N__CHEMBL4481,False,198.0,395.0,246.0,646.0,27.0,148.0,,
360,C384-184,asenapine,NR3C2 — Mineralocorticoid receptor,先解决具体问题,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL1994,False,13.0,43.0,51.0,122.0,68.0,489.0,,
361,C384-356,palonosetron,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,True,250.0,141.0,6.0,89.0,1.0,48.0,99.0,143.0
362,C384-377,remimazolam,ACHE — Acetylcholinesterase,先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL220,True,198.0,389.0,234.0,477.0,217.0,332.0,181.0,450.0
363,C384-282,lifitegrast,TYMS — Thymidylate synthase,先解决具体问题,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,True,169.0,76.0,287.0,111.0,87.0,63.0,36.0,7.0
364,C384-189,copanlisib,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL4898,True,338.0,653.0,72.0,683.0,20.0,70.0,123.0,240.0
365,C384-302,sonidegib,LCK — Tyrosine-protein kinase Lck,先解决具体问题,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL258,True,120.0,101.0,203.0,77.0,47.0,52.0,54.0,79.0
366,C384-360,oliceridine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",先解决具体问题,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL1908,True,275.0,448.0,89.0,561.0,46.0,179.0,147.0,384.0
367,C384-068,tetracaine,F12 — Coagulation factor XII,先解决具体问题,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2821,False,165.0,364.0,259.0,510.0,141.0,640.0,,
368,C384-069,tedizolid,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL402,False,206.0,392.0,57.0,152.0,166.0,270.0,,
369,C384-261,eltrombopag,HCK — Tyrosine-protein kinase HCK,先解决具体问题,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL3234,True,31.0,278.0,63.0,88.0,59.0,174.0,176.0,234.0
370,C384-262,dexrazoxane,MMP8 — Neutrophil collagenase,先解决具体问题,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4588,False,13.0,262.0,165.0,441.0,48.0,267.0,,
371,C384-362,remimazolam,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2243,True,58.0,179.0,332.0,616.0,267.0,353.0,253.0,529.0
372,C384-381,lenalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,True,38.0,180.0,212.0,152.0,110.0,435.0,132.0,275.0
373,C384-098,edoxaban,F7 — Coagulation factor VII,有证据支持降低投入,HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,False,294.0,451.0,308.0,205.0,93.0,131.0,,
