drug_chembl_id,drug_name,base_chembl_id,model_ligand_smiles,therapeutic_area,route,scope_source,inclusion_reason
CHEMBL4802135,Nirmatrelvir,CHEMBL4802135,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL4802157,Elinzanetant,CHEMBL4802157,Cc1cc(F)ccc1-c1cc(N2C[C@H]3COCCN3C[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL4802240,Foscarbidopa,CHEMBL4802240,C[C@@](Cc1ccc(OP(=O)(O)O)c(O)c1)(NN)C(=O)O,Neurology/Psychiatry,Subcutaneous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL4802249,Lenacapavir Sodium,CHEMBL4802249,CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c(NS(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O,Infectious Disease,Subcutaneous,v4_explicit_scope_extension,valid_small_or_macrocyclic_direct_action_boundary_restore
CHEMBL483254,Panobinostat Lactate,CHEMBL483254,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL484785,Crisaborole,CHEMBL484785,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,Immunology/Inflammation,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL491571,Doripenem,CHEMBL491571,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,Infectious Disease,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL493982,Vorapaxar Sulfate,CHEMBL493982,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL501122,Ceftaroline Fosamil,CHEMBL501122,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,Infectious Disease,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL502,Donepezil Hydrochloride,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL502182,"Elagolix Sodium,Estradiol,Norethindrone Acetate",CHEMBL502182,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL507361,Mirdametinib,CHEMBL507361,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL5095056,Benzgalantamine Gluconate,CHEMBL5095056,COc1ccc2c3c1O[C@H]1C[C@@H](OC(=O)c4ccccc4)C=C[C@@]31CCN(C)C2,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL5095401,Iptacopan Hydrochloride,CHEMBL5095401,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL512351,Betrixaban,CHEMBL512351,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL513,Carmustine,CHEMBL513,O=NN(CCCl)C(=O)NCCCl,Other,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL514800,Apremilast,CHEMBL514800,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL515408,Maribavir,CHEMBL515408,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL518924,Mavorixafor,CHEMBL518924,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL521,Ibuprofen,CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,Immunology/Inflammation,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL521686,Olaparib,CHEMBL521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL5314366,Esomeprazole Magnesium,CHEMBL5314366,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL5314366__ESOMEPRAZOLE_SODIUM,Esomeprazole Sodium,CHEMBL5314366,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,Immunology/Inflammation,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL5314560,Paltusotine Hydrochloride,CHEMBL5314560,N#Cc1cccc(-c2ccc3ncc(-c4cc(F)cc(F)c4)c(N4CCC(N)CC4)c3c2)c1O,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL5314649,Ritlecitinib Tosylate,CHEMBL5314649,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL5315054,Ertugliflozin,CHEMBL5315054,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL5315118,Iloprost,CHEMBL5315118,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,Cardiovascular,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL5315120,Odevixibat,CHEMBL5315120,CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1,Gastroenterology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL5315121,Tecovirimat,CHEMBL5315121,O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL539423,Sparsentan,CHEMBL539423,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL539697,Dabigatran Etexilate Mesylate,CHEMBL539697,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL551466,Aclidinium Bromide,CHEMBL551466,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,Neurology/Psychiatry,Inhalation,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL566472,Elvitegravir,CHEMBL566472,COc1cc2c(cc1Cc1cccc(Cl)c1F)C(=O)C(C(=O)O)=CC2[C@H](CO)C(C)C,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL566534,Artemether,CHEMBL566534,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL57,Nevirapine,CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL571,Ketoprofen,CHEMBL571,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL576982,Quizartinib Dihydrochloride,CHEMBL576982,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL580,Lorazepam,CHEMBL580,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL58323,Lacosamide,CHEMBL58323,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL589586,Monomethyl Fumarate,CHEMBL589586,COC(=O)/C=C/C(=O)O,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL59461,Argatroban,CHEMBL59461,C[C@@H]1CCN(C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3c2NC[C@H](C)C3)[C@@H](C(=O)O)C1,Cardiovascular,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL597365,Sunitinib Malate,CHEMBL597365,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3cccc(F)c32)c1C,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL599,Meloxicam,CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL601719,Crizotinib,CHEMBL601719,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL6067650,Paroxetine Mesylate,CHEMBL6067650,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL6067656,Ceftriaxone Sodium,CHEMBL6067656,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,Infectious Disease,Injection,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL6067995,Berotralstat Dihydrochloride,CHEMBL6067995,N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,Rare Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL6068045,Brexanolone,CHEMBL6068045,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CC(C)CC(=O)OCOC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(C)=O)CC[C@@H]32)C1,Neurology/Psychiatry,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL6068328,Eltrombopag Choline,CHEMBL6068328,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL6068395,Revumenib Citrate,CHEMBL6068395,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL6068518,Oliceridine,CHEMBL6068518,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,Neurology/Psychiatry,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL607400,Brivaracetam,CHEMBL607400,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL608533,Midostaurin,CHEMBL608533,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL626,Naftifine Hydrochloride,CHEMBL626,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,Infectious Disease,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL636,Rivastigmine,CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,Neurology/Psychiatry,Transdermal,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL638,Voriconazole,CHEMBL638,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,Infectious Disease,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL655,Midazolam Hydrochloride,CHEMBL655,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cardiovascular,Intramuscular,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL656,Oxycodone Hydrochloride,CHEMBL656,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL660,Amantadine Hydrochloride,CHEMBL660,NC12CC3CC(CC(C3)C1)C2,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL661,Alprazolam,CHEMBL661,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL675,Alendronate Sodium,CHEMBL675,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL685,Mebendazole,CHEMBL685,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,Hematology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL701,Baclofen,CHEMBL701,NCC(CC(=O)O)c1ccc(Cl)cc1,Neurology/Psychiatry,Intrathecal,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL704,Mesalamine,CHEMBL704,Nc1ccc(O)c(C(=O)O)c1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL70418,Clobazam,CHEMBL70418,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL713,Entecavir,CHEMBL713,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL729,Lopinavir,CHEMBL729,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL730,Nitroglycerin,CHEMBL730,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Cardiovascular,Sublingual,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL741,Lamotrigine,CHEMBL741,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL74318,Finasteride,CHEMBL74318,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL744,Riluzole,CHEMBL744,Nc1nc2ccc(OC(F)(F)F)cc2s1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL750,Zonisamide,CHEMBL750,NS(=O)(=O)Cc1noc2ccccc12,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL779,Tadalafil,CHEMBL779,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL79,Lidocaine,CHEMBL79,CCN(CC)CC(=O)Nc1c(C)cccc1C,Immunology/Inflammation,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL796,Methylphenidate,CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,Oncology,Transdermal,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL8,Ciprofloxacin Hydrochloride,CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL807,Memantine Hydrochloride,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL808,Econazole Nitrate,CHEMBL808,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,Infectious Disease,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL809,Sertraline Hydrochloride,CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL812,Pyridostigmine Bromide,CHEMBL812,CN(C)C(=O)Oc1ccc[n+](C)c1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL814,Fluvoxamine Maleate,CHEMBL814,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL83,Tamoxifen Citrate,CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL84,Topotecan Hydrochloride,CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL848,Lenalidomide,CHEMBL848,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL85,Risperidone,CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Neurology/Psychiatry,Subcutaneous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL860,Doxepin Hydrochloride,CHEMBL860,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL862,Guanfacine Hydrochloride,CHEMBL862,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL864,Carbinoxamine Maleate,CHEMBL864,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL877,Tranexamic Acid,CHEMBL877,NC[C@H]1CC[C@H](C(=O)O)CC1,Gastroenterology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL87992,Eslicarbazepine Acetate,CHEMBL87992,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL882,Itraconazole,CHEMBL882,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL885,Emtricitabine,CHEMBL885,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL887,Rasagiline Mesylate,CHEMBL887,C#CCN[C@@H]1CCc2ccccc21,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL89598,Vigabatrin,CHEMBL89598,C=CC(N)CCC(=O)O,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL897,Probenecid,CHEMBL897,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL902,Famotidine,CHEMBL902,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL904,Dexmethylphenidate Hydrochloride,CHEMBL904,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL90555,Vincristine Sulfate,CHEMBL90555,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,Oncology,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL92,Docetaxel,CHEMBL92,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,Oncology,Injection,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL93,Zileuton,CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,Respiratory,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL939,Gefitinib,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL940,Gabapentin,CHEMBL940,NCC1(CC(=O)O)CCCCC1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL941,Imatinib Mesylate,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL957,Bosentan,CHEMBL957,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL962,Epoprostenol Sodium,CHEMBL962,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,Cardiovascular,Injection,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL973,Teriflunomide,CHEMBL973,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL98,Vorinostat,CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL981,Fenofibric Acid,CHEMBL981,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL982,Nalmefene Hydrochloride,CHEMBL982,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,Neurology/Psychiatry,Nasal,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL983,Succinylcholine Chloride,CHEMBL983,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,Neurology/Psychiatry,"Intramuscular, Intravenous",legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL989,Fluocinolone Acetonide,CHEMBL989,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Endocrinology/Metabolic,Intravitreal,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL998,Loratadine,CHEMBL998,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
