drug_chembl_id,drug_name,base_chembl_id,model_ligand_smiles,therapeutic_area,route,scope_source,inclusion_reason
CHEMBL1567328,Omeprazole Magnesium,CHEMBL1567328,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,Gastroenterology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1568698,Ganaxolone,CHEMBL1568698,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL15720,Prednisone,CHEMBL15720,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CC[C@]2(O)C(=O)CO,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL158,Aztreonam,CHEMBL158,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,Infectious Disease,Inhalation,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1607273,Cetirizine Hydrochloride,CHEMBL1607273,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Immunology/Inflammation,Ophthalmic,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1615374,Vilazodone Hydrochloride,CHEMBL1615374,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1617,Rifaximin,CHEMBL1617,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1618254,Naproxen Sodium,CHEMBL1618254,COc1ccc2cc([C@@H](C)C(=O)O)ccc2c1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1628502,Gabapentin Enacarbil,CHEMBL1628502,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1628504,Rilpivirine Hydrochloride,CHEMBL1628504,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1633,Ketotifen Fumarate,CHEMBL1633,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,Immunology/Inflammation,Ophthalmic,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1647,Acetaminophen,CHEMBL1647,CC(=O)Nc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,Immunology/Inflammation,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1650818,Pivmecillinam Hydrochloride,CHEMBL1650818,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1654,Risedronate Sodium,CHEMBL1654,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1657,Tazarotene,CHEMBL1657,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,Immunology/Inflammation,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1658,Retapamulin,CHEMBL1658,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,Infectious Disease,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1664,Fosamprenavir Calcium,CHEMBL1664,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1667,Aliskiren Hemifumarate,CHEMBL1667,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1671,Propranolol Hydrochloride,CHEMBL1671,CC(C)NCC(O)COc1cccc2ccccc12,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1676,Fluticasone Furoate,CHEMBL1676,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,Endocrinology/Metabolic,Inhalation,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1683590,Eribulin Mesylate,CHEMBL1683590,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,Oncology,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1688,Clozapine,CHEMBL1688,C[N+]1([O-])CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1689063,Avibactam Sodium,CHEMBL1689063,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,Infectious Disease,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1689772,Omadacycline Tosylate,CHEMBL1689772,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Infectious Disease,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1697787,Dexamethasone,CHEMBL1697787,CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Endocrinology/Metabolic,Ophthalmic,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1702,Atomoxetine Hydrochloride,CHEMBL1702,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1705,Clonidine,CHEMBL1705,Clc1cccc(Cl)c1NC1=NCCN1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1737,Sildenafil Citrate,CHEMBL1737,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1738797,Alectinib Hydrochloride,CHEMBL1738797,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1742466,Landiolol Hydrochloride,CHEMBL1742466,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1,Cardiovascular,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1744447,Rosuvastatin Calcium,CHEMBL1744447,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1755,Conivaptan Hydrochloride,CHEMBL1755,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,Gastroenterology,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1757,Fosfomycin Disodium,CHEMBL1757,C[C@@H]1O[C@@H]1P(=O)(O)O,Infectious Disease,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1766,Desoximetasone,CHEMBL1766,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,Endocrinology/Metabolic,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL17860,Lofexidine Hydrochloride,CHEMBL17860,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL17879,Maralixibat Chloride,CHEMBL17879,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1800159,Relugolix,CHEMBL1800159,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL180454,Chlorpheniramine Maleate,CHEMBL180454,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1808388,Bexagliflozin,CHEMBL1808388,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL18442,Plerixafor,CHEMBL18442,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,Oncology,Subcutaneous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL185,Fluorouracil,CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,Oncology,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1852688,Infigratinib Phosphate,CHEMBL1852688,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL186,Cefepime Hydrochloride,CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,Infectious Disease,Injection,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1873475,Ibrutinib,CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1888176,Trospium Chloride,CHEMBL1888176,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL190461,Cannabidiol,CHEMBL190461,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1908112,Raloxifene Hydrochloride,CHEMBL1908112,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O[C@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)sc2cc(O)ccc12,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1908360,Everolimus,CHEMBL1908360,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,Oncology,Oral,v4_explicit_scope_extension,valid_small_or_macrocyclic_direct_action_boundary_restore
CHEMBL1908370,Finafloxacin,CHEMBL1908370,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Infectious Disease,Otic,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL193240,Roflumilast,CHEMBL193240,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1946170,Regorafenib,CHEMBL1946170,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1963681,Avanafil,CHEMBL1963681,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,Urology/Nephrology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1963683,Tafluprost,CHEMBL1963683,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,Cardiovascular,Ophthalmic,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL1983268,Entrectinib,CHEMBL1983268,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL198362,Rivaroxaban,CHEMBL198362,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2010601,Ivacaftor,CHEMBL2010601,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,Respiratory,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2024517,Cariprazine Hydrochloride,CHEMBL2024517,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2028663,Dabrafenib Mesylate,CHEMBL2028663,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL203321,Brincidofovir,CHEMBL203321,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2035187,Pacritinib Citrate,CHEMBL2035187,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2040681,Spinosad,CHEMBL2040681,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C(C)[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1,Neurology/Psychiatry,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2040682,Ciclesonide,CHEMBL2040682,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,Endocrinology/Metabolic,Nasal,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2043437,Glasdegib Maleate,CHEMBL2043437,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2048028,Lifitegrast,CHEMBL2048028,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,Immunology/Inflammation,Ophthalmic,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2062257,Brimonidine Tartrate,CHEMBL2062257,Brc1c(NC2=NCCN2)ccc2nccnc12,Other,Ophthalmic,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL206253,Netupitant,CHEMBL206253,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2074969,Methotrexate,CHEMBL2074969,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,Oncology,Subcutaneous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2079130,Vonoprazan Fumarate,CHEMBL2079130,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2095206,Bosutinib Monohydrate,CHEMBL2095206,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2095208,Darunavir And Cobicistat,CHEMBL2095208,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2095208__COBICISTAT,Cobicistat,CHEMBL2095208,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2095212,Mirabegron,CHEMBL2095212,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,Urology/Nephrology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103741,Levothyroxine Sodium,CHEMBL2103741,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103743,Tofacitinib Citrate,CHEMBL2103743,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103744,Morphine Sulfate,CHEMBL2103744,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103745,Saxagliptin Hydrochloride,CHEMBL2103745,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103795,Azilsartan Kamedoxomil,CHEMBL2103795,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103822,Tasimelteon,CHEMBL2103822,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103827,Droxidopa,CHEMBL2103827,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103830,Fostamatinib Disodium,CHEMBL2103830,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103837,Tafamidis Meglumine,CHEMBL2103837,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,Rare Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103846,Ulipristal Acetate,CHEMBL2103846,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103868,Cabozantinib S-Malate,CHEMBL2103868,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103873,Macitentan,CHEMBL2103873,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103875,Trametinib,CHEMBL2103875,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103877,Efinaconazole,CHEMBL2103877,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,Infectious Disease,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2103883,Avatrombopag Maleate,CHEMBL2103883,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,Gastroenterology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2104993,Vortioxetine Hydrobromide,CHEMBL2104993,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105395,Ospemifene,CHEMBL2105395,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105613,Divalproex Sodium,CHEMBL2105613,CCCC(CCC)C(=O)O,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105637,Delafloxacin Meglumine,CHEMBL2105637,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,Infectious Disease,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105648,Palovarotene,CHEMBL2105648,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,Ophthalmology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105662,Lomitapide Mesylate,CHEMBL2105662,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105669,Tedizolid Phosphate,CHEMBL2105669,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,Infectious Disease,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105684,Selumetinib Sulfate,CHEMBL2105684,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105689,Luliconazole,CHEMBL2105689,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,Infectious Disease,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105700,Bedaquiline Fumarate,CHEMBL2105700,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105708,Ponatinib Hydrochloride,CHEMBL2105708,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105712,Afatinib Dimaleate,CHEMBL2105712,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105719,Dacomitinib,CHEMBL2105719,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105720,Lesinurad,CHEMBL2105720,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,Musculoskeletal,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105732,Levomilnacipran Hydrochloride,CHEMBL2105732,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
