drug_id,name,smiles,native_feature_index,gene_symbol,drug_to_target_logit,target_to_drug_logit,ours_rank,evidence,dtiam_probability,dtiam_rank,drugclip_score,drugclip_max_mean_cosine,winning_pocket,winning_pocket_fold_cosine_std,fold_0_rank,fold_1_rank,fold_2_rank,fold_3_rank,fold_4_rank,fold_5_rank,fold_top20_count,drugclip_cosine_rank,drugclip_rank,drugclip_pocket_route,models_in_top20,drugclip_dtwg_rank
VCSUIBJKYCVWNF-NRFANRHFSA-N,vanzacaftor,CC1(C)C[C@@H]2CCCNc3cccc(n3)S(=O)(=O)NC(=O)c3ccc(-n4ccc(OCCC5C6(CC6)C56CC6)n4)nc3N1C2,44136,HGF,-9.927405,-11.584863,255,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.925803,5,-0.054567337,-0.0418323,HGF_P2RANK_1,0.08507517,344,514,628,633,410,381,0,560,541,P2RANK,1,93
CYHWMBVXXDIZNZ-KRWDZBQOSA-N,remimazolam,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,110674,HGF,-11.198291,-11.6072235,256,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.55050737,175,0.13915026,-0.008711119,HGF_P2RANK_1,0.094373316,464,608,419,280,592,576,0,513,486,P2RANK,0,716
PTOIAAWZLUQTIO-GXFFZTMASA-N,tasimelteon,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,49802,HGF,-13.111877,-11.636137,257,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.23450172,459,1.1064968,0.15856576,HGF_P2RANK_3,0.075474314,117,213,218,268,139,139,0,227,217,P2RANK,0,48
KPBZROQVTHLCDU-UHFFFAOYSA-N,clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,52757,HGF,-11.583941,-11.659783,258,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.18449265,525,-0.8432563,-0.13999124,HGF_P2RANK_3,0.04231384,666,671,701,608,640,667,0,672,675,P2RANK,0,703
RITAVMQDGBJQJZ-FMIVXFBMSA-N,axitinib,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,105219,HGF,-16.360893,-11.67417,259,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.44658014,263,0.512421,0.09811666,HGF_P2RANK_2,0.12263362,268,171,415,682,439,165,0,324,377,P2RANK,0,245
VFBILHPIHUPBPZ-UHFFFAOYSA-N,difamilast,CCOc1ccccc1C(=O)NCc1coc(-c2ccc(OC(F)F)c(OC(C)C)c2)n1,75190,HGF,-10.842794,-11.6786375,260,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.3337415,357,0.07262794,-0.02008488,HGF_P2RANK_1,0.10270544,366,557,625,617,516,353,0,526,503,P2RANK,0,558
WCWSTNLSLKSJPK-LKFCYVNXSA-N,cabotegravir,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,174619,HGF,-10.619633,-11.687877,261,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.589271,157,0.49996147,0.095903836,HGF_P2RANK_2,0.08261967,391,357,474,310,302,416,0,330,383,P2RANK,0,112
ZSWMIFNWDQEXDT-ZESJGQACSA-N,zoliflodacin,C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,168671,HGF,-10.88353,-11.690678,262,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.55987763,168,0.43144295,0.041264106,HGF_P2RANK_1,0.098986804,269,356,646,304,392,524,0,427,403,P2RANK,0,252
CUIHSIWYWATEQL-UHFFFAOYSA-N,pazopanib,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,198610,HGF,-15.25818,-11.696307,263,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.6149804,137,-0.59745747,-0.098998226,HGF_P2RANK_2,0.111611694,436,392,666,642,610,636,0,633,651,P2RANK,0,301
OFPXSFXSNFPTHF-UHFFFAOYSA-N,oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,282800,HGF,-10.681511,-11.708065,264,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.101812065,670,-0.036280833,-0.023868062,HGF_P2RANK_1,0.063083045,338,414,621,520,585,308,0,537,536,P2RANK,0,234
NIJJYAXOARWZEE-UHFFFAOYSA-N,valproate,CCCC(CCC)C(=O)O,52977,HGF,-10.976131,-11.731924,265,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.071186416,711,1.543517,0.20935605,HGF_P2RANK_3,0.07228097,101,115,70,187,240,385,0,163,122,P2RANK,0,1
VERWOWGGCGHDQE-UHFFFAOYSA-N,ceritinib,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,189245,HGF,-16.161497,-11.739369,266,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.92532647,6,-1.0901222,-0.20141815,HGF_P2RANK_1,0.0808229,704,703,656,602,672,642,0,706,701,P2RANK,1,683
VOVIALXJUBGFJZ-KWVAZRHASA-N,budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,53246,HGF,-16.451237,-11.742394,267,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13393487,614,-0.3556992,-0.06862847,HGF_P2RANK_3,0.13461174,690,599,624,519,323,685,0,587,599,P2RANK,0,407
QIVUCLWGARAQIO-OLIXTKCUSA-N,atogepant,C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,169905,HGF,-11.594085,-11.749259,268,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8167213,56,-1.080633,-0.1830798,HGF_P2RANK_1,0.0815816,671,678,686,689,651,676,0,697,699,P2RANK,0,21
IQVRBWUUXZMOPW-PKNBQFBNSA-N,istradefylline,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,85375,HGF,-11.952957,-11.771198,269,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13322254,615,0.98720866,0.13628705,HGF_P2RANK_1,0.11688368,114,156,274,417,183,190,0,268,248,P2RANK,0,515
BPZSYCZIITTYBL-YJYMSZOUSA-N,arformoterol,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,144521,HGF,-11.074182,-11.806157,270,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.14679664,590,2.5296943,0.45638523,HGF_P2RANK_2,0.03967829,46,33,52,86,35,50,0,14,25,P2RANK,0,196
OLNTVTPDXPETLC-XPWALMASSA-N,ezetimibe,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,294785,HGF,-11.1319685,-11.8200445,271,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.23446353,460,-0.37790394,-0.07187853,HGF_P2RANK_3,0.039811336,571,501,653,545,639,507,0,591,605,P2RANK,0,328
WDENQIQQYWYTPO-IBGZPJMESA-N,acalabrutinib,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,12938,HGF,-13.290237,-11.841338,272,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.69410145,104,-0.49205196,-0.08858615,HGF_P2RANK_3,0.12680057,289,676,583,477,644,618,0,619,629,P2RANK,0,183
GBXSMTUPTTWBMN-XIRDDKMYSA-N,enalapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,70010,HGF,-11.123911,-11.853557,273,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.3391696,352,0.54984665,0.08583706,HGF_P2RANK_1,0.06283914,379,364,557,300,318,382,0,346,369,P2RANK,0,589
IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,67439,HGF,-12.058488,-11.864675,274,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.22897623,466,2.5266259,0.45584026,HGF_P2RANK_2,0.056760073,78,17,39,61,7,77,2,15,26,P2RANK,0,115
HWGQMRYQVZSGDQ-HZPDHXFCSA-N,talazoparib,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,227228,HGF,-11.329219,-11.884612,275,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.86558443,26,-0.18992144,-0.032172933,HGF_P2RANK_1,0.034027644,663,427,612,603,315,549,0,545,567,P2RANK,0,618
SMOBCLHAZXOKDQ-ZJUUUORDSA-N,relebactam,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,268988,HGF,-10.007839,-11.890992,276,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.24342036,451,1.5180695,0.22705185,HGF_P2RANK_1,0.07138513,149,25,240,103,221,261,0,137,126,P2RANK,0,463
LMMJFBMMJUMSJS-UHFFFAOYSA-N,avutometinib,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,107679,HGF,-12.59655,-11.902704,277,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.7611138,81,0.24402119,0.009219359,HGF_P2RANK_1,0.05711922,593,307,509,572,347,466,0,474,456,P2RANK,0,27
UZWDCWONPYILKI-UHFFFAOYSA-N,abemaciclib,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,65972,HGF,-14.909244,-11.908563,278,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8559264,38,0.77899104,0.1006867,HGF_P2RANK_1,0.11368831,153,507,237,277,348,463,0,321,301,P2RANK,0,524
FNHKPVJBJVTLMP-UHFFFAOYSA-N,regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,104154,HGF,-16.544529,-11.919932,279,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.73972625,87,0.7641185,0.11268976,HGF_P2RANK_1,0.038400706,310,249,175,407,354,264,0,295,305,P2RANK,0,172
GLYMPHUVMRFTFV-QLFBSQMISA-N,ensartinib,C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1,168088,HGF,-12.870654,-11.924922,280,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8382856,46,-0.46312875,-0.07514139,HGF_P2RANK_2,0.07549499,567,632,489,665,632,587,0,598,621,P2RANK,0,442
MLBVMOWEQCZNCC-OEMFJLHTSA-N,fosamprenavir,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,30519,HGF,-11.971178,-11.947697,281,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.38478044,323,-1.1532998,-0.22217484,HGF_P2RANK_1,0.06686034,670,589,461,697,716,707,0,714,704,P2RANK,0,499
XMXHEBAFVSFQEX-UHFFFAOYSA-N,iloperidone,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,126599,HGF,-12.499333,-11.955894,282,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.33181426,358,0.73631364,0.13788007,HGF_P2RANK_2,0.099381775,363,472,255,365,148,527,0,263,314,P2RANK,0,316
PURKAOJPTOLRMP-ASMGOKTBSA-N,deutivacaftor,[2H]C([2H])([2H])C(c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)(C([2H])([2H])[2H])C([2H])([2H])[2H],306545,HGF,-11.042641,-11.956232,283,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4523659,259,-0.19034596,-0.047045168,HGF_P2RANK_1,0.09109843,532,516,517,670,388,417,0,564,568,P2RANK,0,447
VZZJRYRQSPEMTK-CALCHBBNSA-N,sonidegib,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,178854,HGF,-11.79411,-11.96175,284,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.83626515,48,-0.12585163,-0.034986135,HGF_P2RANK_3,0.066465415,581,339,477,508,691,522,0,549,551,P2RANK,0,332
UREBDLICKHMUKA-DVTGEIKXSA-N,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,174844,HGF,-16.48948,-11.96184,285,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4104781,296,-0.011413607,0.005083407,HGF_P2RANK_2,0.07292038,644,462,553,535,180,606,0,481,521,P2RANK,0,280
XZXHXSATPCNXJR-ZIADKAODSA-N,nintedanib,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,114222,HGF,-15.519133,-11.969296,286,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.46775812,242,0.42748782,0.08303248,HGF_P2RANK_2,0.1372204,147,613,441,592,319,560,0,356,404,P2RANK,0,544
FDBYIYFVSAHJLY-UHFFFAOYSA-N,resmetirom,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,37575,HGF,-11.285236,-11.977979,287,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.77561593,72,0.42362264,0.08234602,HGF_P2RANK_2,0.10904565,628,252,256,468,333,240,0,358,407,P2RANK,0,161
RENRQMCACQEWFC-UGKGYDQZSA-N,iptacopan,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,72369,HGF,-12.739045,-11.97799,288,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.7830901,69,-0.2034022,-0.059595626,HGF_P2RANK_1,0.059263118,509,457,661,561,552,596,0,580,569,P2RANK,0,590
NDDAHWYSQHTHNT-UHFFFAOYSA-N,indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,48759,HGF,-10.94916,-11.978228,289,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.41189492,294,1.3931415,0.25453296,HGF_P2RANK_2,0.11189469,303,89,64,281,111,345,0,113,150,P2RANK,0,41
MQJKPEGWNLWLTK-UHFFFAOYSA-N,dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,255329,HGF,-10.711907,-11.978465,290,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.10295772,668,2.1490524,0.29798707,HGF_P2RANK_3,0.122010864,49,266,9,122,172,25,1,82,49,P2RANK,0,95
XFALPSLJIHVRKE-GFCCVEGCSA-N,tedizolid,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,227232,HGF,-11.5507555,-11.990117,291,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.31817833,373,1.0525719,0.17856117,HGF_P2RANK_3,0.14004323,297,139,95,346,219,102,0,197,232,P2RANK,0,53
CMWTZPSULFXXJA-VIFPVBQESA-N,naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,150580,HGF,-10.881771,-11.991237,292,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.068936445,712,2.4942992,0.34852016,HGF_P2RANK_3,0.12203237,13,66,4,231,140,19,3,49,29,P2RANK,0,37
YWPHCCPCQOJSGZ-UHFFFAOYSA-N,viloxazine,CCOc1ccccc1OCC1CNCCO1,75261,HGF,-11.679486,-11.995187,293,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.123795904,626,0.58333886,0.110711694,HGF_P2RANK_2,0.08596681,121,368,261,333,450,426,0,301,359,P2RANK,0,465
JGRXMPYUTJLTKT-UHFFFAOYSA-N,vadadustat,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,283159,HGF,-13.165438,-12.000357,294,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.26008418,432,1.5126593,0.2757594,HGF_P2RANK_2,0.15010917,35,36,117,486,191,107,0,96,129,P2RANK,0,5
WZOZEZRFJCJXNZ-ZBFHGGJFSA-N,cefoxitin,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,121574,HGF,-10.661767,-12.000522,295,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.35987517,336,1.3479242,0.19796099,HGF_P2RANK_1,0.109796695,217,253,249,48,386,99,0,175,162,P2RANK,0,287
AQHHHDLHHXJYJD-UHFFFAOYSA-N,propranolol,CC(C)NCC(O)COc1cccc2ccccc12,33762,HGF,-10.910691,-12.00665,296,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.085056804,694,2.7142732,0.4891665,HGF_P2RANK_2,0.041350286,36,38,44,26,50,35,0,7,17,P2RANK,1,69
IRSCQMHQWWYFCW-UHFFFAOYSA-N,ganciclovir,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,257669,HGF,-10.246879,-12.014759,297,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1429458,598,2.5541513,0.4041976,HGF_P2RANK_1,0.048151046,50,18,19,23,17,75,3,27,23,P2RANK,0,648
SPMVMDHWKHCIDT-UHFFFAOYSA-N,tivozanib,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,136152,HGF,-15.505696,-12.038242,298,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.45849055,255,-0.24468067,-0.052378904,HGF_P2RANK_3,0.086139366,554,614,289,589,645,665,0,572,581,P2RANK,0,314
OUJTZYPIHDYQMC-LJQANCHMSA-N,ambrisentan,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,115088,HGF,-10.944138,-12.039008,299,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.14984877,581,-0.40877867,-0.076397605,HGF_P2RANK_3,0.099966206,553,562,596,568,497,536,0,599,610,P2RANK,0,565
UWKQSNNFCGGAFS-XIFFEERXSA-N,irinotecan,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,80100,HGF,-12.187746,-12.041901,300,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.55092335,174,1.1022078,0.1559492,HGF_P2RANK_1,0.07796177,175,283,348,125,232,313,0,235,220,P2RANK,0,118
AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,177026,HGF,-10.257125,-12.044267,301,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.091385834,682,2.4450421,0.3413105,HGF_P2RANK_3,0.05544115,53,60,42,24,48,84,0,53,31,P2RANK,0,256
MJUVRTYWUMPBTR-MRXNPFEDSA-N,tezacaftor,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,26238,HGF,-11.51245,-12.062284,302,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4258533,279,-0.035604674,-0.03859013,HGF_P2RANK_1,0.086620115,412,478,642,542,420,457,0,554,535,P2RANK,0,206
KWTSXDURSIMDCE-UHFFFAOYSA-N,amphetamine,CC(N)Cc1ccccc1,40515,HGF,-13.386018,-12.069347,303,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.10758242,658,0.54204166,0.06277209,HGF_P2RANK_3,0.08395343,179,506,188,438,558,472,0,396,371,P2RANK,0,33
RUDATBOHQWOJDD-BSWAIDMHSA-N,chenodiol,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,171096,HGF,-11.24176,-12.077678,304,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.088731736,687,0.9233442,0.118582584,HGF_P2RANK_3,0.06658789,425,183,352,295,440,140,0,289,259,P2RANK,0,194
IMOZEMNVLZVGJZ-QGZVFWFLSA-N,apremilast,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,73540,HGF,-12.625643,-12.079992,305,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.33591282,355,-0.895513,-0.18561436,HGF_P2RANK_1,0.042095214,692,646,700,707,572,706,0,699,682,P2RANK,0,551
DBABZHXKTCFAPX-UHFFFAOYSA-N,probenecid,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,58926,HGF,-11.542529,-12.088472,306,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.088422775,688,0.40134636,0.042178795,HGF_P2RANK_3,0.09673483,199,429,402,569,443,221,0,423,411,P2RANK,0,307
VWMJHAFYPMOMGF-ZCFIWIBFSA-N,tovorafenib,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,166048,HGF,-17.282791,-12.0938835,307,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.46579203,244,0.21956122,0.00503728,HGF_P2RANK_1,0.06138519,396,263,365,609,559,418,0,482,459,P2RANK,0,50
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,NC[C@@H](C(=O)Nc1ccc2cnccc2c1)c1ccc(CO)cc1,247624,HGF,-10.923697,-12.100347,308,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.40049914,307,2.0474684,0.37074172,HGF_P2RANK_2,0.16337192,11,111,176,177,23,130,1,40,54,P2RANK,0,46
ZPUCINDJVBIVPJ-LJISPDSOSA-N,cocaine,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,113146,HGF,-11.902288,-12.100707,309,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.38933983,320,1.3933766,0.1873803,HGF_P2RANK_3,0.13084117,260,402,146,107,59,286,0,184,149,P2RANK,0,358
OPXLLQIJSORQAM-UHFFFAOYSA-N,mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,112288,HGF,-11.5492935,-12.114806,310,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.18734267,519,1.568449,0.21300529,HGF_P2RANK_3,0.13016427,67,49,116,418,67,38,0,157,120,P2RANK,0,269
BFDBKMOZYNOTPK-UHFFFAOYSA-N,vonoprazan,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,107247,HGF,-12.312446,-12.121279,311,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4990202,215,0.22009078,0.04619868,HGF_P2RANK_2,0.11776586,367,641,343,397,356,584,0,421,458,P2RANK,0,650
INJOMKTZOLKMBF-UHFFFAOYSA-N,guanfacine,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,239820,HGF,-11.09478,-12.13912,312,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.22396219,472,0.35241807,0.035017256,HGF_P2RANK_3,0.09293043,544,410,328,112,622,137,0,438,425,P2RANK,0,579
FPOHNWQLNRZRFC-ZHACJKMWSA-N,panobinostat,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,177649,HGF,-11.832218,-12.154455,313,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5633175,167,2.8172617,0.5074573,HGF_P2RANK_2,0.10382055,20,12,12,110,6,78,4,6,14,P2RANK,1,36
UHSKFQJFRQCDBE-UHFFFAOYSA-N,ropinirole,CCCN(CCC)CCc1cccc2c1CC(=O)N2,58867,HGF,-12.427662,-12.157127,314,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1489204,585,1.5550555,0.283289,HGF_P2RANK_2,0.06342028,194,262,74,242,206,114,0,88,121,P2RANK,0,143
MLDQJTXFUGDVEO-UHFFFAOYSA-N,sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,104155,HGF,-16.91919,-12.178964,315,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.6470615,122,0.9116555,0.15421404,HGF_P2RANK_1,0.04907712,223,202,127,332,330,227,0,239,260,P2RANK,0,167
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,19643,HGF,-13.332647,-12.183187,316,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.2098839,490,0.112421155,-0.0037275495,HGF_P2RANK_1,0.098791935,441,544,519,370,282,600,0,498,493,P2RANK,0,594
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,101888,HGF,-10.961309,-12.195196,317,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.68109447,109,-0.45694062,-0.10155929,HGF_P2RANK_1,0.11036181,497,662,643,484,509,669,0,636,619,P2RANK,0,540
WAXQNWCZJDTGBU-UHFFFAOYSA-N,fosnetupitant;netupitant,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,204426,HGF,-11.745231,-12.201231,318,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5276488,190,-0.8096332,-0.13506989,HGF_P2RANK_3,0.045135878,693,628,662,585,704,638,0,669,671,P2RANK,0,570
RYIDHLJADOKWFM-MAODMQOUSA-N,samidorphan,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,243349,HGF,-10.911196,-12.202423,319,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.24573615,449,0.5548053,0.062356174,HGF_P2RANK_1,0.09470507,328,341,270,215,385,597,0,398,367,P2RANK,0,696
