matrix,view,direction,model_a,model_b,queries,valid_correlations,minimum_candidates,maximum_candidates,median_spearman,mean_spearman,mean_kendall_tau_b,mean_top10_overlap,random_top10_overlap,top10_overlap_ratio_to_random
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,ConPLex,ProbeMatchDTI,720,720,96,96,-0.035523953727356006,-0.025114787979771576,-0.017777243623842035,1.1593994893994894,1.0416666666666667,1.1130235098235097
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DTIAM_A,DTBind_occurrence,720,720,73,73,0.07978526471677158,0.06905171438561851,0.04697911381701336,1.9375,1.36986301369863,1.4143750000000002
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DTIAM_A,Nesso-1,719,719,30,37,0.13904338153503895,0.13263002814011093,0.09306963525760861,3.8178025034770515,3.317163150408183,1.150923946266334
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DTIAM_A,ProbeMatchDTI,720,720,96,96,0.12128323385784048,0.11580286942613162,0.07790373947146441,1.6182449494949496,1.0416666666666667,1.5535151515151515
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DrugCLIP,DTBind_occurrence,720,720,73,73,0.06607120819449588,0.06125937581417035,0.041586335193641126,2.0722222222222224,1.36986301369863,1.5127222222222225
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DrugCLIP,DTIAM_A,720,720,95,95,0.08104003359462486,0.07812447508398655,0.05340612168719672,1.7097222222222221,1.0526315789473684,1.6242361111111112
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DrugCLIP,Nesso-1,719,719,30,37,0.08520578420467186,0.08319197874942312,0.05591538125693223,3.631432545201669,3.317163150408183,1.0947404093629867
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DrugCLIP,ProbeMatchDTI,720,720,95,95,0.04200727883538634,0.03766975875936283,0.025444951562812016,1.35625,1.0526315789473684,1.2884375000000001
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,Nesso-1,DTBind_occurrence,719,719,23,29,0.01482213438735178,0.014479508011441626,0.010222627976546567,4.321279554937413,4.32509161858604,0.9991186166710908
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,Nesso-1,ProbeMatchDTI,719,719,30,37,0.027126099706744865,0.037391773579276186,0.0258693112338718,3.4255910987482614,3.317163150408183,1.0326869506936178
