target_id,labeled_pair_tasks,unique_molecules,positive,accessions,chembl_ids,names,identity_tier
SEQ:9aa031a261ebe994cf0b9e6bd555fd2f30d8ec9b8827bc6eeb2fa70f68cfae88,1,1,0,Q96C00,CHEMBL5069365,Zinc finger and BTB domain-containing protein 9,ChEMBL37_human_single_protein
SEQ:9ab21bad97bf58ac99c7b8d155c7ed3935dfe953e8a973b4531c7ce5cf65ca7f,63,62,48,Q9BPZ7,,Target of rapamycin complex 2 subunit MAPKAP1,BindingDB_source_reported_human_sequence
SEQ:9abd88979dbbdef02b63e021dea98ae14cb976caa27c39878da46f99f3182fe5,2183,1999,1388,P07550,CHEMBL210,Beta-2 adrenergic receptor,ChEMBL37_human_single_protein
SEQ:9ac9f493ed92b65cc3c170bb4a20c9666f2de6cb99c223fe58d4027f1f24e8af,2,2,2,Q8WZ42,CHEMBL6067440,Titin,ChEMBL37_human_single_protein
SEQ:9ad0ec74b29a1db9a68e350e79fde5ddd9d6d89f9c9a952db9c077626219cb41,130,123,86,O60218,CHEMBL5983,Aldo-keto reductase family 1 member B10,ChEMBL37_human_single_protein
SEQ:9ad4241f8782de24601bd619934ba91a91d8a54fbc6626fc98ad2a0ec412e4dc,39,39,39,P37088,CHEMBL1791,Epithelial sodium channel subunit alpha,ChEMBL37_human_single_protein
SEQ:9ad5ef9ba35def920a684e5d92e22b0a2e05baefcec3c9f173e2773ca8cc0646,505,499,425,P10636,CHEMBL1293224,Microtubule-associated protein tau,ChEMBL37_human_single_protein
SEQ:9ae3a7693d1ad10c2d387cb381fa348fad2b8f5642bbdd4940bf6060ed018211,1,1,0,Q8TDH9,CHEMBL5724755,Biogenesis of lysosome-related organelles complex 1 subunit 5,ChEMBL37_human_single_protein
SEQ:9afa4288f4df38affa7279e11f5b301d0be29855c7fa5e7f88253d87e1a59a6a,1,1,0,Q06330,CHEMBL4105709,Recombining binding protein suppressor of hairless,ChEMBL37_human_single_protein
SEQ:9b003c04637e5c30926a40a89d17b8e36e7ec8a943b37a317411daf0ca3af4bd,4,4,1,O95259,CHEMBL3841,Voltage-gated delayed rectifier potassium channel KCNH1,ChEMBL37_human_single_protein
SEQ:9b0c67891c435a4aeb0e80e482f18655f140a1fe9b901b2fea59fc9efa011a63,2,2,1,Q9BSD7,CHEMBL4295936,Cancer-related nucleoside-triphosphatase,ChEMBL37_human_single_protein
SEQ:9b0eb1971d60d339b3cd6fe79a7b096dc07ae2e03f87daad1da22e8ea2253416,4577,4404,3625,P29275,CHEMBL255,Adenosine receptor A2b,ChEMBL37_human_single_protein
SEQ:9b40675c21c2c136171f6ca2cdaddb6175eb8a27356f17d6140c8daf1781a5ef,9,9,7,P31323,CHEMBL2270,cAMP-dependent protein kinase type II-beta regulatory subunit,ChEMBL37_human_single_protein
SEQ:9b419a95c0c4f4716ee0cb9771efe87911cbb54e1de987562a09841bafaa497f,5,5,1,Q92841,CHEMBL4105760,Probable ATP-dependent RNA helicase DDX17,ChEMBL37_human_single_protein
SEQ:9b464431abf38235307855e7d3dd29f35904fb1d2b203e526f8bcc686a446674,2,2,0,O60882,CHEMBL1938226,Matrix metalloproteinase-20,ChEMBL37_human_single_protein
SEQ:9b4d7f141ae58580813aa6b030f67b51efc5af3076f4df2cb5b0dbc27f0c7810,2565,2344,1894,P41595,CHEMBL1833,5-hydroxytryptamine receptor 2B,ChEMBL37_human_single_protein
SEQ:9b5443243bb941445c0cb756368a6f3548ad73a9ef28f72ab6765c97f5587969,1,1,1,P13693,CHEMBL6066956,Translationally-controlled tumor protein,ChEMBL37_human_single_protein
SEQ:9b6997b252fe1488a5a3413b36c55cd988be552e1f94b80edfc967106f70bdbe,1,1,1,Q14203,CHEMBL6067281,Dynactin subunit 1,ChEMBL37_human_single_protein
SEQ:9b69cd9e596a1842771115c73899b8321307c5d9e57ef124259e2846034e5b7a,1,1,1,Q969V3,CHEMBL6067219,BOS complex subunit NCLN,ChEMBL37_human_single_protein
SEQ:9b721f242ab28b30e024e54602f0df9544bb48a59d95a14b6dda8a767094e2d0,2,2,0,Q9Y2Q3,CHEMBL4491,Glutathione S-transferase kappa 1,ChEMBL37_human_single_protein
SEQ:9b72da85d9ab8ca356c53c58b94732f40d5f1ce0a419a9819c8d989a16afb9ff,19,19,0,Q05516,CHEMBL4105726,Zinc finger and BTB domain-containing protein 16,ChEMBL37_human_single_protein
SEQ:9b83613de303ede29340c77f00a4ebd9ea2470520d1822ae0598c34dc24a7c91,1,1,1,Q9HDC9,CHEMBL6067357,Adipocyte plasma membrane-associated protein,ChEMBL37_human_single_protein
SEQ:9b90c234c007ae25d011f573a0deccfd96ca908b193a043413120f802384f402,322,307,154,P12821,CHEMBL1808,Angiotensin-converting enzyme,ChEMBL37_human_single_protein
SEQ:9bb9c74e2a5f534c5df9625ffff0bfc63c74d08053bd70f6210bb74abb6d684d,436,434,247,Q15349,CHEMBL3906,Ribosomal protein S6 kinase alpha-2,ChEMBL37_human_single_protein
SEQ:9bcfdaaa5e744e1ab18a6ceb91a8c095278f216b58d36c22f4f63252082342f3,2,2,2,Q02978,CHEMBL6067210,Mitochondrial 2-oxoglutarate/malate carrier protein,ChEMBL37_human_single_protein
SEQ:9bd2bb21d4f24d3bcbab61b92750b266335e6a84203b0c9a90f7fcf0861e5dd8,141,139,50,P43003,CHEMBL3085,Excitatory amino acid transporter 1,ChEMBL37_human_single_protein
SEQ:9bd864019fea6cd2d6e1c38aace14b29679a704148208ce5192cde911124a018,1,1,1,P23193,CHEMBL6066940,Transcription elongation factor A protein 1,ChEMBL37_human_single_protein
SEQ:9bdd572973baae58261240f7fc09b876d1b99469e648bda839f459b70fd6e989,1106,1091,279,P05186,CHEMBL5979,"Alkaline phosphatase, tissue-nonspecific isozyme",ChEMBL37_human_single_protein
SEQ:9be4c54332c5ff2a4588d5f6252d037760f1eadab5b8cc22a0f16d28466bcf2d,170,168,72,P43004,CHEMBL4973,Excitatory amino acid transporter 2,ChEMBL37_human_single_protein
SEQ:9c1c54ef2ef457891b120064b61d0ac67bb1650bf162189de61c718638b57459,42,42,25,P14091,CHEMBL3092,Cathepsin E,ChEMBL37_human_single_protein
SEQ:9c3188b073b9e98d1564288ad72c38251639f58ffa45500df86cfcc08355c99f,33,33,7,Q9Y3Q4,CHEMBL1250417,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,ChEMBL37_human_single_protein
SEQ:9c341cf1c8fc2fb6b0dc93ed99166f7c898924a8aa747b4dbbc777bc9c92736d,1009,1008,815,Q5NUL3,CHEMBL5339,Free fatty acid receptor 4,ChEMBL37_human_single_protein
SEQ:9c34c8cb78fac9429fb46c0cf3f8a36f0953d7cf15432d6c7dfa99e539bfb344,1,1,1,Q93074,CHEMBL5724623,Mediator of RNA polymerase II transcription subunit 12,ChEMBL37_human_single_protein
SEQ:9c4089da85ef3c06dde2c14def7afc4a2e1452947ca9abf34025f90a101db770,2849,2841,2464,P22607,CHEMBL2742,Fibroblast growth factor receptor 3,ChEMBL37_human_single_protein
SEQ:9c418558debe0111e149ea23391b9add685b7a614ff1bcb195a5ebb38cde9d7e,916,848,832,P41182,CHEMBL4105786,B-cell lymphoma 6 protein,ChEMBL37_human_single_protein
SEQ:9c430c372bb9b42de235e70c2a4ed9342dc9546a5a92d857e5a4a31069ef621e,1145,1145,791,O00459,CHEMBL4437,Phosphatidylinositol 3-kinase regulatory subunit beta,ChEMBL37_human_single_protein
SEQ:9c460ab6f0bcc7a29316b8bdc516f57dce9c95014bf582097d7026045d9a6738,921,904,495,Q07912,CHEMBL4599,Activated CDC42 kinase 1,ChEMBL37_human_single_protein
SEQ:9c48b4cb53e7f08301b2d1d8866a54aed244dc5f57aaa092ecd568507910226e,206,205,44,Q8IYT8,CHEMBL5435,Serine/threonine-protein kinase ULK2,ChEMBL37_human_single_protein
SEQ:9c4ba426b4bb5839d7f3e266bb7de61f0d4ebb64f816e7be4618bda801832772,383,379,29,Q00526,CHEMBL4442,Cyclin-dependent kinase 3,ChEMBL37_human_single_protein
SEQ:9c52d7f528d3178e9217812f5b499c275e31f45c0f63d9e02ede37798c3a9a09,1,1,1,P10155,CHEMBL6066968,RNA-binding protein RO60,ChEMBL37_human_single_protein
SEQ:9c70ab274c0904e69a08af1c1c9070b9bc690fea3d633a74fa6d5a7708f47434,1,1,0,P51809,CHEMBL6066305,Vesicle-associated membrane protein 7,ChEMBL37_human_single_protein
SEQ:9c82a0828a1f762f7b2967a372583a83850108a9c3a5c7345664df3b973f6347,1,1,0,Q9H0C8,CHEMBL2290,Integrin-linked kinase-associated serine/threonine phosphatase 2C,ChEMBL37_human_single_protein
SEQ:9c84f2f97b5216c6e735c7be1b342f8da270f9a38db1a46ca6ce185982400053,206,206,3,Q9GZU7,CHEMBL1795098,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,ChEMBL37_human_single_protein
SEQ:9c87e4c85ac089769b1fcaf43d2bc98f18b520de2ce31865bec654eb24f06dce,25,24,6,Q8N5Y8,CHEMBL4105981,Protein mono-ADP-ribosyltransferase PARP16,ChEMBL37_human_single_protein
SEQ:9c8af5e73bfd8612af589d75222d142bf2b64885410c3f21d3404ee0d3ef3d7d,6,6,4,O43741,CHEMBL2117,5'-AMP-activated protein kinase subunit beta-2,ChEMBL37_human_single_protein
SEQ:9c8d916f9c275da9c0b52bfd9f04506771c335040b10749adcd2f2301b13fe98,1,1,0,Q96A08,CHEMBL5724670,Histone H2B type 1-A,ChEMBL37_human_single_protein
SEQ:9c9c4db1c101c92124e1636ae0bcadc314c113c4949c05c9e3dfd370764d8bce,71,70,29,Q03164,CHEMBL1293299,Histone-lysine N-methyltransferase 2A,ChEMBL37_human_single_protein
SEQ:9cac7b173570cf94418656018c456f00f9c8714d17d1c202336fb9b392e55cce,1,1,0,P16949,CHEMBL3879843,Stathmin,ChEMBL37_human_single_protein
SEQ:9cafdd1d4fb1ce363ba504e4ee78ddcdbcfe638f9358e8d7a6b043956c7c8871,628,612,113,P17612,CHEMBL4101,cAMP-dependent protein kinase catalytic subunit alpha,ChEMBL37_human_single_protein
SEQ:9cef140f994aae9c50e9f45b9dc8638c6accc465e77a2d80aab56ec4204f091f,2,2,1,Q63HN8,CHEMBL6067308,E3 ubiquitin-protein ligase RNF213,ChEMBL37_human_single_protein
SEQ:9d0bf140dd3e9610a05d0391d0b3076177bb6c5932d4b003e913cd9bfb378d81,2637,2615,1955,O15379,CHEMBL1829,Histone deacetylase 3,ChEMBL37_human_single_protein
SEQ:9d1d0925d538304ff61603143a336f75c19a6cd768a8ada8af41d35376c3a853,26,26,21,Q01433,CHEMBL2997,AMP deaminase 2,ChEMBL37_human_single_protein
SEQ:9d2e7fe482f01b9a8a6ed779c995be5b093f0fa58ffff696f0008e5c6fad9803,11,11,2,Q8TD43,CHEMBL1628469,Transient receptor potential cation channel subfamily M member 4,ChEMBL37_human_single_protein
SEQ:9d3b19d62520fa97289f0d1b463016d99042c9447fa6ac5a7b0825be5172b547,79,67,42,P04066,CHEMBL4176,Tissue alpha-L-fucosidase,ChEMBL37_human_single_protein
SEQ:9d44f5cf4e33996baa7b01e43794e8ba3e50c7247fc4e65d2badb433eb294f3e,13,13,7,Q96PD4,CHEMBL4630880,Interleukin-17F,ChEMBL37_human_single_protein
SEQ:9d4cad0bf4f4eabb90175b300f455229fbe023fe452d61e5683cedf307f9f013,3,2,2,Q9H5Z1,CHEMBL5465358,Probable ATP-dependent RNA helicase DHX35,ChEMBL37_human_single_protein
SEQ:9d59b3f7337473858bb885776e6df830fd56b232a3b24856f50c4af89df2074e,4,3,1,Q9UGC6,CHEMBL4295974,Regulator of G-protein signaling 17,ChEMBL37_human_single_protein
SEQ:9d6ddb14d57b4928c7f03be948a131de842eda0614bccf1bfc98e6e0b1f4d5df,196,192,168,O14980,CHEMBL5661,Exportin-1,ChEMBL37_human_single_protein
SEQ:9d753b4d0a2e9fa0ad7ac41e04eefb67e8032acc59fc2da3abf7fb23f80fad26,1,1,1,Q9NTZ6,CHEMBL6067423,RNA-binding protein 12,ChEMBL37_human_single_protein
SEQ:9d75c56f3ff517c61e3959a7ae7645b78a29533c17a162d964929b8ed4465110,553,506,420,P14920,CHEMBL5485,D-amino-acid oxidase,ChEMBL37_human_single_protein
SEQ:9d75df3126475e512fa7e1f554e1dcc9e33b9de3a06e5a1eda68423360140dc9,1,1,0,Q5JRA6,CHEMBL6066483,Transport and Golgi organization protein 1 homolog,ChEMBL37_human_single_protein
SEQ:9d7c09e39a68cce1de0ca98909ddcf23cd3c3d699234d5b7b01317a13a663af3,174,170,34,P19971,CHEMBL3106,Thymidine phosphorylase,ChEMBL37_human_single_protein
SEQ:9d817519096001f692541d8a5fe38d95d522e4fe7e7f9bb62d134a98ab5329df,6,6,6,Q9UHF0,CHEMBL3707470,Tachykinin-3,ChEMBL37_human_single_protein
SEQ:9d91848f94cf7193c61240b3139e78f584ef9b9577bae1139479da561935e2be,1,1,1,Q12789,CHEMBL5725071,General transcription factor 3C polypeptide 1,ChEMBL37_human_single_protein
SEQ:9d9d4a3ed5d9982423e8f3260b402ae9636f0026ca0b1fe65ec5804bc4746830,2,2,2,Q14498,CHEMBL4680031,RNA-binding protein 39,ChEMBL37_human_single_protein
SEQ:9dabf340d7aaf9c3166e54cbee7897b005ded47a0ef684f8909dc27a692e5959,1,1,1,Q8N1F7,CHEMBL5725189,Nuclear pore complex protein Nup93,ChEMBL37_human_single_protein
SEQ:9dba75ad1a920c76ff6721843289e7d85ccea0406841affb9f89fefa09294111,1,1,0,Q14997,CHEMBL6067095,Proteasome activator complex subunit 4,ChEMBL37_human_single_protein
SEQ:9dbe2ab88ae421fbfa92185afb5cd0bf83cca0d0759141e465705ce2351fd44f,9,9,1,Q9BSL1,,Ubiquitin-associated domain-containing protein 1,BindingDB_source_reported_human_sequence
SEQ:9dc4aca19389537168a3c1834e31e304232f723ee832f224b40a36ef0fa3a5d9,193,186,148,P51531,CHEMBL2362979,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2,ChEMBL37_human_single_protein
SEQ:9dec884956b52202741953caaa537916ad6312352334832dd7a3581d560d8966,64,58,45,P12004,CHEMBL2346488,Proliferating cell nuclear antigen,ChEMBL37_human_single_protein
SEQ:9e0216db62967edf6d61794397651c946ae3429f4979dde516e926fa04e36ff4,186,186,185,P02778,CHEMBL3712964,C-X-C motif chemokine 10,ChEMBL37_human_single_protein
SEQ:9e06bfd34c3f292e179ed1fd7c82dd4a49d586572ad8c5be968e972e1df4d6d5,1,1,1,Q96DH6,CHEMBL5465344,RNA-binding protein Musashi homolog 2,ChEMBL37_human_single_protein
SEQ:9e06ed258833c3cdf112dbd5b2207412086e400b12236ce8b71a023fa0898030,1,1,1,Q5JSL3,CHEMBL6067263,Dedicator of cytokinesis protein 11,ChEMBL37_human_single_protein
SEQ:9e13941725384cf76a672388d2405bbe3f7a7688a40a06f24035577cd8248188,2,1,2,Q6NUJ5,CHEMBL6066163,PWWP domain-containing protein 2B,ChEMBL37_human_single_protein
SEQ:9e2103c22e85013c356c5b369e013f161c666115af50d10daad20ab582bfeaf9,1,1,1,P10644,CHEMBL4928,cAMP-dependent protein kinase type I-alpha regulatory subunit,ChEMBL37_human_single_protein
SEQ:9e21948aa58101512bd339f5962097e4769b003691f8a5220f5cf6b91da45c65,246,246,3,P05141,CHEMBL3709670,ADP/ATP translocase 2,ChEMBL37_human_single_protein
SEQ:9e347876e446e117184b42f8b8eea44efb367a156fc0f13051f7e55c97c09c6a,15,15,0,Q6E213,CHEMBL2375204,Acyl-CoA wax alcohol acyltransferase 2,ChEMBL37_human_single_protein
SEQ:9e4dcfd5cc4649a55d52b7f6f58a5d66513f3553779f6df1a35c8924e2d62ff3,2,2,0,P27797,CHEMBL6066425,Calreticulin,ChEMBL37_human_single_protein
SEQ:9e6f3ccbb2f55bd0b0955073c0153e5473ec4c033ed1df0e3ff762cb1b3a9d0c,15,15,0,P02452,CHEMBL3030,Collagen alpha-1(I) chain,ChEMBL37_human_single_protein
SEQ:9e83374ecd25236dd7e0a542891b85354f6e6ff582145a258af48b9a15d7950d,10,10,0,Q8N130,CHEMBL4295900,Sodium-dependent phosphate transport protein 2C,ChEMBL37_human_single_protein
SEQ:9e843b9557f6b66a95c5c214cacdbd792e598c5da97b1fe694dbd7a7e02e7ea9,1,1,0,O75348,CHEMBL6067014,V-type proton ATPase subunit G 1,ChEMBL37_human_single_protein
SEQ:9e8a54e5a98439d30567075b01421f2e957f28d2eebf0123310d9799eba2cc92,1,1,0,Q13200,CHEMBL3831209,26S proteasome non-ATPase regulatory subunit 2,ChEMBL37_human_single_protein
SEQ:9eb2d159664d9afc30df2e1daa276db8da2fddb25c2d61e634134e86b0336315,155,154,139,Q16572,CHEMBL4767,Vesicular acetylcholine transporter,ChEMBL37_human_single_protein
SEQ:9ebf320eb707d71644444fe5006ed58af56a0bf0ec9568eb6a3a65e0e8191465,9,9,1,P68871,CHEMBL4331,Hemoglobin subunit beta,ChEMBL37_human_single_protein
SEQ:9ed8483c7e6e734fb8fb8d54aa9483a249b7fb033523a24709f2a65fb4eb3f29,28,28,22,Q8N5K1,CHEMBL4523399,CDGSH iron-sulfur domain-containing protein 2,ChEMBL37_human_single_protein
SEQ:9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,204,192,172,Q9H6Z9,CHEMBL5705,Prolyl hydroxylase EGLN3,ChEMBL37_human_single_protein
SEQ:9ef5a917635d9cf87dfa5c515b6cd2b9cf4a6eeefd22821437234e2ae4f00f7f,3,3,2,Q9Y285,CHEMBL5725072,Phenylalanine--tRNA ligase alpha subunit,ChEMBL37_human_single_protein
SEQ:9efbc2cfeb6d02cae521323d334a7b5a66284cf9c1a3c63196b9e789e02d51d2,8,8,0,Q9UJW3,,DNA (cytosine-5)-methyltransferase 3-like,BindingDB_source_reported_human_sequence
SEQ:9f045441224bbdcea19b5e1eedccf4b469400f5f13ac46b6bed76905c1a5a693,3,3,3,O15021,CHEMBL2417351,Microtubule-associated serine/threonine-protein kinase 4,ChEMBL37_human_single_protein
SEQ:9f1cf3571f91ea70ba225e033e41b8f47f0cc3fbdd41a99b8745a227eae21660,19,19,0,Q9HAS3,CHEMBL5707,Solute carrier family 28 member 3,ChEMBL37_human_single_protein
SEQ:9f36147280b0c920c7cf353e5794edd4f90e82106c3025d51064171b7b4ab375,26,26,4,O15550,CHEMBL2069164,Lysine-specific demethylase 6A,ChEMBL37_human_single_protein
SEQ:9f3aad0f356aa4e40ad1ab233b7057304ed620efc8fcb5ed6043fed1fe9f3795,1,1,1,Q9UBU9,CHEMBL6067072,Nuclear RNA export factor 1,ChEMBL37_human_single_protein
SEQ:9f42fc1aa2a3da7995836475cdd401e9911a26c7aba9aab1672188740a0ff14e,2753,2666,2687,Q99705,CHEMBL344,Melanin-concentrating hormone receptor 1,ChEMBL37_human_single_protein
SEQ:9f4f25cf0b57141bbf0163c93677dbdeb836390cd8303fd21d20c390e9c1a463,1,1,1,P20645,CHEMBL5788,Cation-dependent mannose-6-phosphate receptor,ChEMBL37_human_single_protein
SEQ:9f6dcf3e149904cc13b8e18a649a25de4875c93be63110434982b0f1c192d351,4,4,0,Q15166,CHEMBL4295824,Serum paraoxonase/lactonase 3,ChEMBL37_human_single_protein
SEQ:9f78fdccd40dfd933c741c4cb1434d732f76b20a11abd0922c50fd63493bf5ce,543,506,221,O14746,CHEMBL2916,Telomerase reverse transcriptase,ChEMBL37_human_single_protein
SEQ:9f7e0f2fbdfaf5c07db81aec9bb350722d63b2d42df68e7cf0b3ff28eb2ac847,4,4,3,Q9Y570,CHEMBL1293320,Protein phosphatase methylesterase 1,ChEMBL37_human_single_protein
SEQ:9f7f5be9884b59b3f3353a61b6950f7672ae672e4ffb01e1bea7cb1f58ff3ff9,2,2,2,Q13616,CHEMBL3758068,Cullin-1,ChEMBL37_human_single_protein
SEQ:9f85de3a12d2af479c476c7eb342fc91d27a8b19d9233ee36c0279e005e3c384,1,1,1,P03886,CHEMBL2111,NADH-ubiquinone oxidoreductase chain 1,ChEMBL37_human_single_protein
SEQ:9f8af4ce0e38de97088ba953dab247491574c96cb7eceb93306cca25692d6c2d,4,4,0,O60566,CHEMBL4295998,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,ChEMBL37_human_single_protein
SEQ:9f9e5b3ea719fe226412879e0dcc420e0e118ddedaccf1f7c590056f3b80e853,1,1,1,Q71UM5,CHEMBL6067311,Ribosomal protein eS27-like,ChEMBL37_human_single_protein
SEQ:9f9ef98bc0b8004addaa83abf0e75c47c14e8a65550330ba091ba07f5bf1d7f7,166,125,101,Q9UBY5,CHEMBL3250,Lysophosphatidic acid receptor 3,ChEMBL37_human_single_protein
SEQ:9fc28cc676947c76f2f91903572452b7a64b9d971da68acb9c599306e07bb38e,2,1,2,Q9HCG8,CHEMBL5724778,Pre-mRNA-splicing factor CWC22 homolog,ChEMBL37_human_single_protein
SEQ:9fdc8c03c6b4713b7f1df55f9e135ee219bd1ddf2aa3b0197fcacd45ea846980,96,96,15,Q9UKT9,CHEMBL4739707,Zinc finger protein Aiolos,ChEMBL37_human_single_protein
SEQ:9fe72522f21ef73d3cb27a82fb3d198f1c871bca25715a5049ce11c8653f9956,1023,964,864,P50579,CHEMBL3922,Methionine aminopeptidase 2,ChEMBL37_human_single_protein
SEQ:9ff5de5c1cc64b3a1aaabb4c1f1380dfeb344532d75d2415d180dc53f19f74ff,224,224,156,P19634,CHEMBL2781,Sodium/hydrogen exchanger 1,ChEMBL37_human_single_protein
SEQ:9ffde4f57ca334105303436a914b7fa6d8c58eb8161c57c232fb808135ce115b,99,99,57,P48735,CHEMBL3991501,"Isocitrate dehydrogenase [NADP], mitochondrial",ChEMBL37_human_single_protein
SEQ:a00c865c2f029fc9df5e4031359244f1212d5cd401210543df8d3fddb1646208,1,1,0,Q8N6M0,CHEMBL4630843,Deubiquitinase OTUD6B,ChEMBL37_human_single_protein
SEQ:a00e0901d6b8acca7420419cce05549d5ba22a57069da79cfb61be1080cd4f1b,1,1,1,A1L390,CHEMBL6066528,Pleckstrin homology domain-containing family G member 3,ChEMBL37_human_single_protein
SEQ:a02005e820e1cab118fbdb312c3308357d9769d74d35e84f37d560461bff01fc,2,2,2,Q15782,CHEMBL6066218,Chitinase-3-like protein 2,ChEMBL37_human_single_protein
SEQ:a020e7c63b51a4827c4ec9d3b9188e7adc2c0c835cdd132584c26713c3a71a5b,1,1,1,Q96A23,CHEMBL6066496,Copine-4,ChEMBL37_human_single_protein
SEQ:a0211a13e6ca4b5e92c66bd212eb2de6c27d16edb35d58eb29e6b5002fc94a05,211,208,44,Q86YV6,CHEMBL5426,Myosin light chain kinase family member 4,ChEMBL37_human_single_protein
SEQ:a02f86880ca58a6653ff7b446a7886173b8366857719ed6481af8b425cecc1c0,84,84,22,Q460N3,CHEMBL2176778,Protein mono-ADP-ribosyltransferase PARP15,ChEMBL37_human_single_protein
SEQ:a04a1363e086fdae206d7065e6627b80c924703fc26cc2d1101b490507924d2b,163,163,1,P42679,CHEMBL4175,Megakaryocyte-associated tyrosine-protein kinase,ChEMBL37_human_single_protein
SEQ:a04cdd9d964a9278b2a8cf711f294e7db5693a04ec94b08e18de4b66a10d8d1a,1,1,1,Q86UY5,CHEMBL6067098,Protein FAM83A,ChEMBL37_human_single_protein
SEQ:a051a32ed82db21b0aad6e52e37075c9ba3c8cb32a783a2db2772ebf43709116,5,5,5,Q14457,CHEMBL4296010,Beclin-1,ChEMBL37_human_single_protein
SEQ:a058df6612aa42c44c95267e22a6ebc51dfd1ab3eb8a6660c1b98ae862817aaf,34,34,7,Q9Y2J8,CHEMBL1909487,Protein-arginine deiminase type-2,ChEMBL37_human_single_protein
SEQ:a0818bc319497dcbb5bf8500e21505f4bb6b530a458eecdf022cf9160bbfaa4c,398,395,55,Q9Y616,CHEMBL5081,Interleukin-1 receptor-associated kinase 3,ChEMBL37_human_single_protein
SEQ:a090cc1142f7d41f11b963007154645dc91fd883c341f0f9904d3d812de9b72d,1,1,1,O60684,CHEMBL5724655,Importin subunit alpha-7,ChEMBL37_human_single_protein
SEQ:a0a301a41ca27733849d288f0586c9da3b6fe011cf0208680ddc9343cd3c0bba,66,60,57,O15393,CHEMBL1795140,Transmembrane protease serine 2,ChEMBL37_human_single_protein
SEQ:a0ae91b416a424dd03d9e0c8988bd117a620a06ea62b8f32d187aac998f42d6b,8,8,2,O60906,CHEMBL4712,Sphingomyelin phosphodiesterase 2,ChEMBL37_human_single_protein
SEQ:a0afc094d1ab2597e7caac33ac6f578442d5be8694cd50929b140b5efe1b42b3,1,1,1,P23109,CHEMBL2869,AMP deaminase 1,ChEMBL37_human_single_protein
SEQ:a0b1f883cc5f9c9027c1def6b9cdcf98dfa9a2e1e254120711aa8e33581e8804,1,1,1,Q9NVS9,CHEMBL3271932,Pyridoxine-5'-phosphate oxidase,ChEMBL37_human_single_protein
SEQ:a0be8e135f7c98a32963c33f83d3d8debb881f6c26ea195b1e743a831b19934b,2,2,2,Q16352,CHEMBL6066296,Alpha-internexin,ChEMBL37_human_single_protein
SEQ:a0c9f12248e572535bf5ea468d9de3fa77d5eb8904045d1b1ef04986313a1bfa,2,2,0,Q9UPU5,CHEMBL5291599,Ubiquitin carboxyl-terminal hydrolase 24,ChEMBL37_human_single_protein
SEQ:a0d8504fc2ce28870415fc343e3f9d05f8ab9b574fa9e28f0f89d5b6cbc2a563,143,143,26,O75475,CHEMBL3988590,PC4 and SFRS1-interacting protein,ChEMBL37_human_single_protein
SEQ:a0f4a325accd1b35deef8cf88e2c4868783bbdf057e1b6b1ab93ef1b7b50451c,2,1,2,Q9H7L9,CHEMBL5725030,Sin3 histone deacetylase corepressor complex component SDS3,ChEMBL37_human_single_protein
SEQ:a0f81f5f3f729e811b03e4ec40869e2cb705c6591f53b3b42f5c5e650b6e0f6e,154,154,139,Q9UHP3,CHEMBL4295975,Ubiquitin carboxyl-terminal hydrolase 25,ChEMBL37_human_single_protein
SEQ:a0ff1bec77195b3fef9795c96769bb32cf9e7cfcfe5152a58842cba8594e33bd,1,1,0,P29966,CHEMBL4804244,Myristoylated alanine-rich C-kinase substrate,ChEMBL37_human_single_protein
SEQ:a11eb0f8e17bce69584fdce8aac45adcc76a6967306e629666f0221bc85c601b,2,2,1,Q13838,CHEMBL6066325,Spliceosome RNA helicase DDX39B,ChEMBL37_human_single_protein
SEQ:a148f901ff8518c407a05f2bedc2d58da2b3de18d57d1221c9de1c6ec316936b,12,12,11,P14060,CHEMBL1958,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,ChEMBL37_human_single_protein
SEQ:a14bae8ad7c75504571f241efb04575963d8a7a5edf310c5a914862c1b21d377,118,118,4,P81172,CHEMBL3989381,Hepcidin,ChEMBL37_human_single_protein
SEQ:a152f86cd23fb3bc70b244caf93195fce22d5b27ff0d5da3c8ff75211cfaa941,4,3,4,P84090,CHEMBL5725195,Enhancer of rudimentary homolog,ChEMBL37_human_single_protein
SEQ:a166f6f57d82530e5d426c12638acd3b9947cd2f6c98a96caa111bcc37d59fa8,1,1,0,P35244,CHEMBL6066353,Replication protein A 14 kDa subunit,ChEMBL37_human_single_protein
SEQ:a17b0a5086d174fffb01e63d3ca7d64d45e0e938123bff6cff00c7fef8aa3057,5,3,0,Q9Y3C6,CHEMBL5291529,Peptidyl-prolyl cis-trans isomerase-like 1,ChEMBL37_human_single_protein
SEQ:a1878810100fb6310cbf83c86001d5f814ddad57b55628ae178df778597a1ba8,1,1,0,P11233,CHEMBL3879855,Ras-related protein Ral-A,ChEMBL37_human_single_protein
