target_id,labeled_pair_tasks,unique_molecules,positive,accessions,chembl_ids,names,identity_tier
SEQ:09c97bb47378fe04f93adebb0da6680f30981403214d3b2e0aa0c4665d78ab6d,1,1,1,P62913,CHEMBL6067549,Large ribosomal subunit protein uL5,ChEMBL37_human_single_protein
SEQ:09e25706344dd177ff2052d9086931803b450cc0cf4c3f0f8c23e883467035ff,594,589,97,P51955,CHEMBL3835,Serine/threonine-protein kinase Nek2,ChEMBL37_human_single_protein
SEQ:09e319e56afa458b716d7f1f12630edb9df9c3bd8278e182bdb0a61b5242d5fe,232,210,119,P40261,CHEMBL2346486,Nicotinamide N-methyltransferase,ChEMBL37_human_single_protein
SEQ:09e440ef97da21879ba9dd18cf571b39815dd2b7bf090cc02d7c42acef8a488b,150,150,23,O75747,CHEMBL1163120,Phosphatidylinositol 3-kinase C2 domain-containing subunit gamma,ChEMBL37_human_single_protein
SEQ:09f8a8f9ea90de17365339c66b0f14ecc4ed0d5f57c0cc81213942ad6d339bd4,1,1,1,Q9NX55,CHEMBL6066284,Huntingtin-interacting protein K,ChEMBL37_human_single_protein
SEQ:0a09f61f67a82fbb7f310e27eaadbd2586fb486d3a22f4da5898bd03a0f8fca0,173,173,1,O15305,CHEMBL1741162,Phosphomannomutase 2,ChEMBL37_human_single_protein
SEQ:0a13a70645fdf84d8e8f5ae423a44361fd43a44bd1167fb4deb715861c065914,218,217,217,Q9UKP4,CHEMBL5724789,A disintegrin and metalloproteinase with thrombospondin motifs 7,ChEMBL37_human_single_protein
SEQ:0a1a909cf5ee3fcb36c17135913ce49913db6fb6392fe43faf9c92df9994a1b2,1525,1471,960,Q96SW2,CHEMBL3763008,Protein cereblon,ChEMBL37_human_single_protein
SEQ:0a27a76290ef3761f35e1d59209bdd8942c61f659d3acca663b70fc17ec9064e,1,1,0,Q9BXJ9,CHEMBL6067401,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",ChEMBL37_human_single_protein
SEQ:0a32f4aa401a826d02daf7cb67c38336c9ae907b64ef15d894ab18885b981da0,6,6,6,Q6UW60,CHEMBL4861,Proprotein convertase subtilisin/kexin type 4,ChEMBL37_human_single_protein
SEQ:0a42cca351eefb6a23499c5c8aac20697a669b6107600f258928c4143af05355,55,55,52,P46093,CHEMBL3638324,G-prodeshotein coupled receptor 4,ChEMBL37_human_single_protein
SEQ:0a57add803858cd367943d4441f20660f5a5e0526bb3a79617efe7fb4b0212c0,1,1,1,P62244,CHEMBL6067570,Small ribosomal subunit protein uS8,ChEMBL37_human_single_protein
SEQ:0a59d788503e05b0d9e28742df1dfc327694cd30eea8e9ef40f9bee357ea6852,1,1,0,Q9UKF6,CHEMBL5724779,Cleavage and polyadenylation specificity factor subunit 3,ChEMBL37_human_single_protein
SEQ:0a6342776d21661604a4528bcb4ab8e590387d27b1f3eba94c52c7deb6255ed2,68,68,4,P40926,CHEMBL5917,"Malate dehydrogenase, mitochondrial",ChEMBL37_human_single_protein
SEQ:0a6aa1debade875f917132245b6e69b13523b85ec0a5a9c3cefbba21fe664a65,16,14,1,O95544,CHEMBL6177,NAD kinase,ChEMBL37_human_single_protein
SEQ:0a6dd3532fb428ec0831e37a6623d71c25d45e753afe87bd4ac9721c9abfbf32,1,1,0,P08887,CHEMBL2364155,Interleukin-6 receptor subunit alpha,ChEMBL37_human_single_protein
SEQ:0aaf881c8b1d65a067fae914dfcb66e980494d3f2c211741219e8acbffe5ba45,1,1,1,P42167,CHEMBL6066902,"Lamina-associated polypeptide 2, isoforms beta/gamma",ChEMBL37_human_single_protein
SEQ:0ab06dce4d89893055602854fed69c863118f007ea81ed465a72a98efbd0e452,6,6,4,P31350,CHEMBL1954,Ribonucleoside-diphosphate reductase subunit M2,ChEMBL37_human_single_protein
SEQ:0ac1da6a7e58e4d9854ac831906dad68bc07a42d0e42236c8b4fb1c2231b71b4,13,13,2,Q9NRR2,CHEMBL4955,Tryptase gamma,ChEMBL37_human_single_protein
SEQ:0ac226c1624f0a1afc89ff3f2dcac364bc6a7716762d362dcfdc01538e620eb7,4,3,4,Q01081,CHEMBL5725064,Splicing factor U2AF 35 kDa subunit,ChEMBL37_human_single_protein
SEQ:0add920b819d012d5688fe8953f3c8223978e8d01a63162bd2651fe54a8d8e3e,8,8,0,O60656,CHEMBL1743319,UDP-glucuronosyltransferase 1A9,ChEMBL37_human_single_protein
SEQ:0ade5cb5055eb17bde6b4f539f3f72f19246f20d8d5ee17be1f1cfac3fba4f44,4989,4983,4923,P56373,CHEMBL2998,P2X purinoceptor 3,ChEMBL37_human_single_protein
SEQ:0ae58e2deeb81da0a7533267334f568331e9160a32bb50de4d55a0ed56ca83f9,2,2,1,Q13336,CHEMBL2390814,Urea transporter 1,ChEMBL37_human_single_protein
SEQ:0ae902f1f0fc7b45dfb6d5038ea7ec8aba1bbf47f844a1a45993d8aa3c998282,3,3,2,O15260,CHEMBL5725083,Surfeit locus protein 4,ChEMBL37_human_single_protein
SEQ:0af2fd47dc590982040312618920cd4ad4bfc322043fffb0084b4338a46120d1,217,217,0,Q9NZ20,CHEMBL4667,Group 3 secretory phospholipase A2,ChEMBL37_human_single_protein
SEQ:0af3665cefd73d56bc353f7eb1853227894b60fc846c30f77852195c17ee4fe5,1,1,0,Q15256,CHEMBL3425390,Receptor-type tyrosine-protein phosphatase R,ChEMBL37_human_single_protein
SEQ:0af5430cc3a0160f705d58794171e5ceccbb64eb3d634df67dedb6d409e90ffb,3,3,3,Q9HC35,CHEMBL1075114,Echinoderm microtubule-associated protein-like 4,ChEMBL37_human_single_protein
SEQ:0af54a6c12c3a3902cb46e90a282a610a9d210851ec73653bc7a9e2373972647,8,8,3,P07327,CHEMBL1970,Alcohol dehydrogenase 1A,ChEMBL37_human_single_protein
SEQ:0afa1e079bf14b6f6a7e6230a259ec707f79eb8b37009d1810927ebafd9cfe39,1,1,1,P04350,CHEMBL3838,Tubulin beta-4A chain,ChEMBL37_human_single_protein
SEQ:0b04e6a37856d17b120f7bba8238d881680decab704d6c65e043a2cddc75e643,113,113,1,P49585,CHEMBL4105855,Choline-phosphate cytidylyltransferase A,ChEMBL37_human_single_protein
SEQ:0b1aaf1fdaee0ee16ebbd100c366dd44a3abaf0e0960c2d7c399ac704332f156,8,8,6,Q8NFJ6,CHEMBL5548,Prokineticin receptor 2,ChEMBL37_human_single_protein
SEQ:0b217b90d0abf39b97e92b54f2395e3a4921186dbd0799bcae999b646006d587,1,1,0,P49888,CHEMBL2346,Sulfotransferase 1E1,ChEMBL37_human_single_protein
SEQ:0b255bee17a4b81c93472174a05d48ab8ae3b1b23937c7fbe3c411617195b016,89,70,68,Q9NSD7,CHEMBL1628472,Relaxin-3 receptor 1,ChEMBL37_human_single_protein
SEQ:0b2ea18f16692e16d96de3826ce62670f4e200d3bb6850c607586e348231f6fc,1,1,1,Q9BRX8,CHEMBL3879824,Peroxiredoxin-like 2A,ChEMBL37_human_single_protein
SEQ:0b39241871a6a7ad8ba649cebe62dcd2834dfdb6aaa43b109b60895f53d88987,49,49,5,P24046,CHEMBL3561,Gamma-aminobutyric acid receptor subunit rho-1,ChEMBL37_human_single_protein
SEQ:0b3c67de268a65576894459d49c8d20618eb372d90b43b3ad4ce1f84ab4cf846,2,2,2,P48995,,Short transient receptor potential channel 1,BindingDB_source_reported_human_sequence
SEQ:0b45a125f79ff79f518bea9817977a88d19133ebd6d02e1b5d93efd17d898558,3,3,1,Q16186,CHEMBL3710002,Proteasomal ubiquitin receptor ADRM1,ChEMBL37_human_single_protein
SEQ:0b4854a718c538409ae00cdd8962cf9bebc9b4163bef123304539b3b14f435b4,579,502,286,P30989,CHEMBL4123,Neurotensin receptor type 1,ChEMBL37_human_single_protein
SEQ:0b63beb01de62ea4910251f17ee36750f150e89785b412f48844567ec3390baa,3232,2864,2457,Q07820,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,ChEMBL37_human_single_protein
SEQ:0b6a052b9555faa3d4d4664f357b23e5ca0f6f71a459d41757d4b10000fce676,208,198,199,Q05940,CHEMBL1893,Synaptic vesicular amine transporter,ChEMBL37_human_single_protein
SEQ:0b6cd9dfefc114e0aa72ef3c6c64756b5dfe35c5847b6ed128d8c1d22b3dd74b,267,267,99,P08236,CHEMBL2728,Beta-glucuronidase,ChEMBL37_human_single_protein
SEQ:0b6d8efce18bd136b6028032c835c98d084f503da6825c6d7844e9f36cc55cc9,1,1,0,Q15052,CHEMBL5725019,Rho guanine nucleotide exchange factor 6,ChEMBL37_human_single_protein
SEQ:0b6eb3b35c51c93edccead4a968668808d9f70d71fdc634a9ff6b236e455841d,1,1,0,O15258,CHEMBL6066396,Protein RER1,ChEMBL37_human_single_protein
SEQ:0b73a9ecfe713d096e2570931e596b9d42e47a4359a3d72144f02dde6c361636,1718,1711,1489,P78527,CHEMBL3142,DNA-dependent protein kinase catalytic subunit,ChEMBL37_human_single_protein
SEQ:0b7b4371349d430586f14fcc356499e91f31b6c9212ea6201bf7d5b0e5dae343,163,162,127,Q9BW19,CHEMBL3351200,Kinesin-like protein KIFC1,ChEMBL37_human_single_protein
SEQ:0b7d5251593e336b1042b8717277b89dc7f2aa419104a3cb9b4e8f860929ac61,29,29,28,P46092,CHEMBL2321628,C-C chemokine receptor type 10,ChEMBL37_human_single_protein
SEQ:0b82b1e9c0971a1cb38cba684eb46ef2e875b1f37e798499022d271433871a61,1,1,1,Q9NPI8,CHEMBL2157856,Fanconi anemia group F protein,ChEMBL37_human_single_protein
SEQ:0ba14e92345e90b63be2d39c6b090e486a6f38319d490fccc6b6d7d677e10278,640,629,636,Q7Z3E1,CHEMBL2380188,Protein mono-ADP-ribosyltransferase TIPARP,ChEMBL37_human_single_protein
SEQ:0ba7841e619d0bbb278168955e6137c9ec0d96a1410fa206d73713495ea379cc,3,3,2,Q9NR71,CHEMBL2021754,Neutral ceramidase,ChEMBL37_human_single_protein
SEQ:0bb1a694f5cda4e290f5c4720ccf895478b16f77bc201f7e3e331c5b5fbe4801,885,873,804,P25106,CHEMBL2010631,Atypical chemokine receptor 3,ChEMBL37_human_single_protein
SEQ:0bb8e35a52cae24d12f9c81726c87822e1e28b75fff75746373dfa62aa4274dc,178,178,8,Q9P0U3,CHEMBL1909484,Sentrin-specific protease 1,ChEMBL37_human_single_protein
SEQ:0bc7dc2f5cf163bd57ddabb3d6eaab98ee52d87bb8fe3d68e38258795dd19950,1,1,1,P35237,CHEMBL6066433,Serpin B6,ChEMBL37_human_single_protein
SEQ:0bc8c4af6f71c06551d42d9e55f83b97dcc2d26f51beb15e8c7e1cf1607d5db7,1425,1363,893,P28222,CHEMBL1898,5-hydroxytryptamine receptor 1B,ChEMBL37_human_single_protein
SEQ:0bcb9f8ad767fed72301f0961e6418715edc20140e13af05ab9eab1f0fc4d20f,169,168,13,Q92772,CHEMBL5728,Cyclin-dependent kinase-like 2,ChEMBL37_human_single_protein
SEQ:0bcf52eb05430580f0358af2a04b2301874636640c881c268c92ba6351370df3,22,18,11,Q5VTY9,CHEMBL4296243,Protein-cysteine N-palmitoyltransferase HHAT,ChEMBL37_human_single_protein
SEQ:0bd14a0b35b82c168f51810b87908d90b82fe7f018796dcbc2bbf1b91a891aa7,232,193,226,Q13489,CHEMBL5335,Baculoviral IAP repeat-containing protein 3,ChEMBL37_human_single_protein
SEQ:0bda691f0bfa7e877907bc1aa3492e83d76abea308358a51230e3372e036de39,15,15,1,P50570,CHEMBL5812,Dynamin-2,ChEMBL37_human_single_protein
SEQ:0be46fb37f37fa1613d7d82f5835de86bf48b907bb4ea902c281254e5a622d4f,2,2,0,Q9Y397,CHEMBL6067465,Palmitoyltransferase ZDHHC9,ChEMBL37_human_single_protein
SEQ:0bf1f3a7b18a8a95d11f0f139917ecd97ad681a0e03704abbc83058db79d0fff,1,1,0,P16410,CHEMBL2364164,Cytotoxic T-lymphocyte protein 4,ChEMBL37_human_single_protein
SEQ:0c28b2bbcd26288e922995658ec906ad6b2d7c80ca8acd4f6764079f94edb811,4543,4231,3877,P35462,CHEMBL234,D(3) dopamine receptor,ChEMBL37_human_single_protein
SEQ:0c2a7b6bb6beb8da07b06be1a5f86fe7733b3b76b068d6030df3c136ee543b79,3,3,2,P49916,CHEMBL4295773,DNA ligase 3,ChEMBL37_human_single_protein
SEQ:0c3feb9a2e6d6c63770c9e9d3f4b6664da11f74a182678e68fabb7586f538a97,2599,2462,2389,P35408,CHEMBL1836,Prostaglandin E2 receptor EP4 subtype,ChEMBL37_human_single_protein
SEQ:0c5eb9505558859e7a1b89a9f049e7939c3cdfcdfeb249fd3a1f8d32d8f6b781,77,76,77,Q9BVC4,CHEMBL6067530,Target of rapamycin complex subunit LST8,ChEMBL37_human_single_protein
SEQ:0c64cebb26425877e4e22e87ab963600375623d8edc803399187b640babc0ab3,1,1,0,Q8IZL9,CHEMBL3559690,Cyclin-dependent kinase 20,ChEMBL37_human_single_protein
SEQ:0c775ef7351acbb4690195ef3f0c22a55e87e1bcab088764e8f51744a1833e4a,4,4,1,P30041,CHEMBL4295741,Peroxiredoxin-6,ChEMBL37_human_single_protein
SEQ:0c7a01bf735bc5e88ec15e8d97232e1504cdbfb35be65d5a98e2bb435bfd1bc1,4,4,0,Q9Y6I4,CHEMBL5291515,Ubiquitin carboxyl-terminal hydrolase 3,ChEMBL37_human_single_protein
SEQ:0ca26b54f0c45d0135ce37c885e5d97403dfe1e0e8b7752d3773a6b8966fa1a9,2676,2485,2394,P09874,CHEMBL3105,Poly [ADP-ribose] polymerase 1,ChEMBL37_human_single_protein
SEQ:0ca994fdd07a1c873edcaf1fb941ed420716d261c98ed2c7405eee1b8cd8ce5e,3,3,1,P52597,CHEMBL4523238,Heterogeneous nuclear ribonucleoprotein F,ChEMBL37_human_single_protein
SEQ:0caed4ff234c64efd5f01371efafe0b9c14cc59dbeaf60e2fa25f299f8104146,39,39,39,P14207,CHEMBL5064,Folate receptor beta,ChEMBL37_human_single_protein
SEQ:0ccce2f7f3ddcabe62ba037745ebfa0cdd24fd54d77b5162ac4146d2672d05d3,886,882,745,O95271,CHEMBL6164,Poly [ADP-ribose] polymerase tankyrase-1,ChEMBL37_human_single_protein
SEQ:0ce79f08f4e811d353e435bf5265c9905e940faa90ee2afe6191efaa276b3436,1,1,1,P13804,CHEMBL6066955,"Electron transfer flavoprotein subunit alpha, mitochondrial",ChEMBL37_human_single_protein
SEQ:0ced5241ed09ca4ccab79e3402166a62e2510d5e509f0df450517ee66347c4ad,18,18,0,Q92547,CHEMBL3175,DNA topoisomerase 2-binding protein 1,ChEMBL37_human_single_protein
SEQ:0cf59f4757410f8f74d27a1b9a605bcea29a6c7c9c84839bc6505306280f27b4,2826,2809,2523,Q13822,CHEMBL3691,Autotaxin,ChEMBL37_human_single_protein
SEQ:0cf62e1ccb94abd03e5adae50ca58b2b43690058c5cc6e176c4650e6c4f083e0,949,946,670,Q5BJF2,CHEMBL4105907,Sigma intracellular receptor 2,ChEMBL37_human_single_protein
SEQ:0d10acbf3c720b873460e19c59a2c62810e91b83e6d06f5477d2a48f5cfb90cf,1890,1890,1752,P23743,CHEMBL4105787,Diacylglycerol kinase alpha,ChEMBL37_human_single_protein
SEQ:0d1841c359a41e74834cc9e93711528e794917a88ac14c7b102e4dc68a2cf888,202,200,11,Q13554,CHEMBL4121,Calcium/calmodulin-dependent protein kinase type II subunit beta,ChEMBL37_human_single_protein
SEQ:0d2f7460697f2bd35c883d293a472313078b5fa49207c09e04a485d9637cf5e0,1,1,1,O94874,CHEMBL6066996,E3 UFM1-protein ligase 1,ChEMBL37_human_single_protein
SEQ:0d371734a19e620a79b0673f9ab5610251a93a07a3f3470fa9f8bf46b0e56ccf,269,267,20,P15735,CHEMBL2349,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",ChEMBL37_human_single_protein
SEQ:0d4afc204e7096d13c4f8e051d0ce7d34137950736cc72dab4e1f701b01a6233,281,281,257,O60427,CHEMBL5840,Acyl-CoA (8-3)-desaturase,ChEMBL37_human_single_protein
SEQ:0d6250f6b8023f763dba9594f81228f6bfe5f7023d8d9168c173a471741f0f70,31,27,0,P23921,CHEMBL1830,Ribonucleoside-diphosphate reductase large subunit,ChEMBL37_human_single_protein
SEQ:0d69e453b11baab26744507a6921333d916b4ac6a742324c5ef38acc45346cc4,1,1,1,Q96N66,CHEMBL6066408,Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7,ChEMBL37_human_single_protein
SEQ:0d729e137b1dfd46054211d91b5cb05e26615ab9d5167a34ed833e6f3ee28e73,1,1,1,O43395,CHEMBL5725149,U4/U6 small nuclear ribonucleoprotein Prp3,ChEMBL37_human_single_protein
SEQ:0d879d13bdd157f49fda01e82a4969eaa3a611837e16fbb8586e96a691b5f52d,115,112,40,Q9Y2K7,CHEMBL1938210,Lysine-specific demethylase 2A,ChEMBL37_human_single_protein
SEQ:0d94b29da5df9243341df7a6599b92ba43597adfbc3aaa729f6a2fbdf505937d,1,1,0,Q9NQW5,CHEMBL5214861,Histone-lysine N-methyltransferase PRDM7,ChEMBL37_human_single_protein
SEQ:0d955e69e959b340ce13515b2f2023bbcf646be3432085a0bed4e780c549c4ef,1,1,0,P12318,CHEMBL5841,Low affinity immunoglobulin gamma Fc region receptor II-a,ChEMBL37_human_single_protein
SEQ:0dc6495e1e886cb764a54c6e13200406d258885aba2dfef26455f4f97472a0fa,145,134,112,Q9BXF3,CHEMBL3108639,Chromatin remodeling regulator CECR2,ChEMBL37_human_single_protein
SEQ:0dcb28bd1c8f2d908b80f2a987c0d887e448f8814e072e42dc55e26e7adacb3a,8,8,1,P59538,CHEMBL2034804,Taste receptor type 2 member 31,ChEMBL37_human_single_protein
SEQ:0de3cd917bf28565f5773cec84b6a2a8c48bc14e62ad2478a58c4aeb84335c4b,1,1,1,P20962,CHEMBL6066490,Parathymosin,ChEMBL37_human_single_protein
SEQ:0e067e7e96dba1e520fba5e7843dc3fa3801fd2c803a88ace166ab8a28d5c3cb,5,5,1,P31944,CHEMBL5991,Caspase-14,ChEMBL37_human_single_protein
SEQ:0e1a261b305236cbc22462e5233dc401edbd618f5bbcef19b86d08a559f92054,3,3,3,P53602,CHEMBL4340,Diphosphomevalonate decarboxylase,ChEMBL37_human_single_protein
SEQ:0e1b606ba4a2733bcc0bfda24d9072606dc3876638804d08520b6d5c668ea019,3777,3736,3349,P30530,CHEMBL4895,Tyrosine-protein kinase receptor UFO,ChEMBL37_human_single_protein
SEQ:0e1e32ed7db92cc46e32904bc13bec5b5a14f15a643996dfe6a27002029da468,9,9,9,Q9BZ11,CHEMBL6121,Disintegrin and metalloproteinase domain-containing protein 33,ChEMBL37_human_single_protein
