model,target_id,status,reason
dtbind,CHEMBL1862,completed,
dtbind,CHEMBL2971,completed,
dtbind,CHEMBL241,completed,
dtbind,CHEMBL3896,completed,
dtbind,CHEMBL4481,completed,
dtbind,CHEMBL2835,completed,
dtbind,CHEMBL240,completed,
dtbind,CHEMBL3553,completed,
dtbind,CHEMBL1781870,unavailable,publisher_protein_graph_not_available
dtbind,CHEMBL1250417,unavailable,publisher_protein_graph_not_available
dtbind,CHEMBL203,completed,
dtbind,CHEMBL1865,completed,
dtbind,CHEMBL4304,completed,
dtbind,CHEMBL1824,completed,
dtbind,CHEMBL4302,completed,
dtbind,CHEMBL1808,completed,
dtbind,CHEMBL3009,completed,
dtbind,CHEMBL1929,completed,
dtbind,CHEMBL1868,completed,
dtbind,CHEMBL5838,unavailable,publisher_protein_graph_not_available
dtbind,CHEMBL279,completed,
dtbind,CHEMBL1957,completed,
dtbind,CHEMBL5285,unavailable,publisher_protein_graph_not_available
dtbind,CHEMBL1981,completed,
dtbind,CHEMBL2973,completed,
dtbind,CHEMBL3717,completed,
dtbind,CHEMBL4665582,unavailable,publisher_protein_graph_not_available
dtbind,CHEMBL2689,unavailable,publisher_protein_graph_not_available
dtbind,CHEMBL1972,completed,
dtbind,CHEMBL4051,completed,
dtbind,CHEMBL2362990,running,
