pair_id,ligand_inchikey,target_chembl_id,gene_symbol,label,binary_label,source_rows,sources,endpoints,relations,min_nM,max_nM,has_grey,has_unresolved,positive_record_ids,negative_record_ids,endpoint_group,refresh_covered,existing_ChEMBL37_numeric_pair,local_training_exact_pair,local_training_connectivity_pair,local_training_drug_seen,local_training_target_seen,drug_names,known_relation_excluded,known_training,known_chembl37,novelty_pass,identity_scope_pass,chemistry_policy_pass,independent_validation_rank_score,biomaster_independent_borda_score,ensemble_drug_to_target_logit,old_drug_leakage_safe_score_v10,dtiam_probability,rank_SPR_current,rank_contract_primary,rank_neural_full_fit,rank_graph_ranker,rank_DTIAM_comparator,scored,refresh_endpoint_covered
NSQSAUGJQHDYNO-UHFFFAOYSA-N__CHEMBL2189110,NSQSAUGJQHDYNO-UHFFFAOYSA-N,CHEMBL2189110,EZH2,POSITIVE,1.0,10,BindingDB_202609;ChEMBL37_existing,Kd;Ki,=,0.09348,12.0,False,False,20562;59243;59244;61983;63076;64460;147059;147089;147093;147097,,Kd_Ki,True,True,False,False,False,True,tazemetostat,True,False,True,False,True,True,5.14424157899837,0.9947780678851176,9.077741,0.6645089727061316,0.9891646,1.0,1.0,1.0,5.0,1.0,True,True
VSNHCAURESNICA-UHFFFAOYSA-N__CHEMBL3729,VSNHCAURESNICA-UHFFFAOYSA-N,CHEMBL3729,CA4,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,=,113000.0,113000.0,False,False,,21141,Kd_Ki,True,False,False,False,True,True,hydroxyurea,False,False,False,False,True,False,-2.685320078945553,0.8570496083550914,-3.4766257,0.7678706080009906,0.29853752,2.0,11.0,51.0,74.0,9.0,True,True
BSYNRYMUTXBXSQ-UHFFFAOYSA-N__CHEMBL261,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CHEMBL261,CA1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Ki,=;>,100000.0,7530000.0,False,False,,22734;65398;120726,Kd_Ki,True,True,False,False,True,True,aspirin,False,False,False,False,True,True,-3.885658470878907,0.6906005221932114,-1.9037174,0.5608007074540597,0.028520122,81.0,56.0,49.0,96.0,329.0,True,True
HPJKCIUCZWXJDR-UHFFFAOYSA-N__CHEMBL1978,HPJKCIUCZWXJDR-UHFFFAOYSA-N,CHEMBL1978,CYP19A1,POSITIVE,1.0,4,BindingDB_202609;ChEMBL37_existing,Ki,=,0.02,2.2,False,False,22908;37178;132184;132345,,Kd_Ki,True,True,False,False,True,True,letrozole,True,False,True,False,True,True,2.96039009434219,1.0,4.433081,0.8314001961587946,0.84376144,1.0,1.0,1.0,1.0,10.0,True,True
DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL203,DUYJMQONPNNFPI-UHFFFAOYSA-N,CHEMBL203,EGFR,POSITIVE,1.0,20,BindingDB_202609;ChEMBL37_existing,Kd;Ki,=,3.5,434.0,False,False,23126;37485;37880;60563;60565;64739;64743;64745;64749;64750;64751;69661;126014;126057;126116;126122;126272;126360;126363;126402,,Kd_Ki,True,True,False,False,True,True,osimertinib,True,False,True,False,True,True,1.7231950451780045,0.97911227154047,6.020859,0.6148255900502877,0.9083513,3.0,4.0,3.0,15.0,58.0,True,True
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL267,UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL267,SRC,POSITIVE,1.0,7,BindingDB_202609;ChEMBL37_existing,Kd,=,1.0,168.0,False,False,23607;33365;56897;157547;157548;157633;157645,,Kd_Ki,True,True,False,False,True,True,bosutinib,True,False,True,False,True,True,2.972988160349885,0.97911227154047,6.4712186,0.6626105394105171,0.9676585,1.0,2.0,2.0,17.0,1.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL205,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL205,CA2,POSITIVE,1.0,2,BindingDB_202609;ChEMBL37_existing,Ki,=,30.2,30.2,False,False,24443;139180,,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,True,False,True,True,-3.188324693603353,0.556135770234987,-0.75695413,0.3917188708432257,0.4259837,219.0,151.0,18.0,70.0,299.0,True,True
HYAFETHFCAUJAY-UHFFFAOYSA-N__CHEMBL235,HYAFETHFCAUJAY-UHFFFAOYSA-N,CHEMBL235,PPARG,POSITIVE,1.0,21,BindingDB_202609;ChEMBL37_existing,Kd;Ki,=,62.0,1230.0,True,False,53811;55679;55683;55685;55689;56893;57449;61896;61900;62646;64001;133383;133387;133390;133393;133395;133399;133403;133408;133410,,Kd_Ki,True,True,False,False,True,True,pioglitazone,True,False,True,False,True,True,-0.8263136296587682,0.8825065274151436,-4.092217,0.8479806224080524,0.29257557,2.0,9.0,286.0,4.0,284.0,True,True
VYFYYTLLBUKUHU-UHFFFAOYSA-N__CHEMBL228,VYFYYTLLBUKUHU-UHFFFAOYSA-N,CHEMBL228,SLC6A4,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,1100000.0,1100000.0,False,False,,25813,Kd_Ki,True,True,False,False,True,True,levodopa,True,False,False,False,False,True,-4.225663516598966,0.3054830287206266,-0.28678274,0.3958494894996004,0.18457128,96.0,308.0,3.0,384.0,25.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL2872,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL2872,MAP3K9,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,25940;33201;123466;123467,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-2.3246713214666563,0.4960835509138381,-3.7683973,0.3684447830706717,0.9276212,231.0,186.0,89.0,162.0,55.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL2873,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL2873,MAP3K10,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,25941;33529;123468;123469,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-2.8783944273276565,0.1879895561357702,-5.5399895,0.1995111120175329,0.91683877,290.0,366.0,233.0,311.0,83.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL2534,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL2534,PDPK1,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,25975;33537;123515;123516,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-1.6023306203268195,0.5939947780678851,-4.7616944,0.3782441422652989,0.9155201,110.0,111.0,158.0,151.0,86.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL3145,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,25982;30473;123509;123510,Kd_Ki,True,True,False,False,True,True,quizartinib,False,False,False,True,True,False,-1.2555906385727849,0.4308093994778068,-1.9451317,0.1705596485854741,0.91072756,62.0,246.0,26.0,331.0,106.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL3130,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,25983;32700;123511;123512,Kd_Ki,True,True,False,False,True,True,quizartinib,False,False,False,True,True,False,-1.2723424729850334,0.8328981723237598,-2.4436972,0.7048983052190043,0.87558335,64.0,29.0,34.0,12.0,192.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL3267,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,25984;33540;123513;123514,Kd_Ki,True,True,False,False,True,True,quizartinib,False,False,False,True,True,False,-1.5653005776895286,0.643603133159269,-3.5425189,0.4564122615909927,0.89549834,104.0,80.0,75.0,91.0,147.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL5568,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL5568,ROS1,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26020;32448;123415;123416,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-1.5603268782901556,0.7519582245430809,-1.8682855,0.4619824766829905,0.92441505,102.0,45.0,24.0,84.0,68.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5311,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL5311,ACVRL1,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26169;35709;44414;143051,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,False,False,True,True,-1.4725038813535205,0.5,-6.1114464,0.0894746873090145,0.66265804,81.0,183.0,300.0,299.0,276.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL2527,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL2527,CHEK2,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26204;33475;123251;123252,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-1.3262524623178136,0.4869451697127937,-6.8017516,0.2221899132093258,0.9342097,67.0,194.0,342.0,290.0,42.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL3629,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL3629,CSNK2A1,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26217;33513;123266;123267,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-1.6954393671562626,0.2956919060052219,-3.2533214,0.1638145428780824,0.71632415,122.0,323.0,68.0,339.0,298.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1824,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL1824,ERBB2,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26240;33476;123345;123346,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-1.4113181485467805,0.8237597911227155,-4.413393,0.5751705353120031,0.91259634,82.0,31.0,131.0,20.0,99.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL5838,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26241;33516;123347;123348,Kd_Ki,True,True,False,False,True,True,quizartinib,False,False,False,True,True,False,-1.6803310408792966,0.3446475195822454,-4.732669,0.158038888209554,0.9130476,121.0,304.0,156.0,343.0,96.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL3009,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL3009,ERBB4,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26242;33484;123349;123350,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-1.208697369292815,0.8511749347258486,-4.5031886,0.517408598337031,0.9169289,58.0,24.0,139.0,46.0,82.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL4142,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL4142,FGFR2,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26253;33186;123363;123364,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-1.6757438897124703,0.391644908616188,-0.6834421,0.2108981433577166,0.9307888,120.0,268.0,12.0,299.0,47.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL3973,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL3973,FGFR4,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26255;33185;123368;123369,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-0.7767896057879113,0.772845953002611,-0.98844403,0.4127357327309235,0.95332885,29.0,36.0,15.0,127.0,10.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1991,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL1991,IKBKB,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26271;33501;123296;123297,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-2.174853124754492,0.2793733681462141,-6.324829,0.2063946184278073,0.8784903,204.0,334.0,314.0,304.0,187.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL2971,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL2971,JAK2,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26277;32699;123377;123378,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-1.4126558548746384,0.8107049608355091,-3.0683565,0.6283476262311294,0.7776787,83.0,32.0,57.0,15.0,263.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1163124,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26290;32694;123472;123473,Kd_Ki,True,True,False,False,True,True,quizartinib,False,False,False,True,True,False,-2.2823902622889176,0.5613577023498695,-4.946567,0.4405917456244923,0.88911295,223.0,137.0,178.0,106.0,163.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1163124,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26377;30862,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-3.561584468435318,0.4216710182767624,-5.2329993,0.307765024928349,0.7866649,314.0,244.0,219.0,108.0,158.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2872,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL2872,MAP3K9,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26398;29361;43909;143081,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,False,False,True,True,-0.3081674855677246,0.5509138381201044,-0.36169612,0.0878458026208144,0.8153397,34.0,136.0,21.0,302.0,126.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2873,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL2873,MAP3K10,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26399;32253;43745;143082,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,False,False,True,True,-3.2487332162465337,0.2193211488250652,-3.615467,0.0841863074457086,0.7552503,291.0,347.0,109.0,305.0,199.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2534,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL2534,PDPK1,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26427;32261;42739;142999,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,False,False,True,True,-2.52926307721163,0.5391644908616188,-5.1663356,0.2959657264033122,0.6783944,217.0,148.0,212.0,115.0,265.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3145,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26433;31216,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-2.287617327281004,0.4830287206266319,-5.161743,0.2415633562505033,0.8171856,184.0,195.0,210.0,151.0,122.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3130,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26434;30868,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-2.446598170626535,0.5065274151436032,-4.5903187,0.2328228358143839,0.75411093,204.0,180.0,169.0,159.0,200.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3267,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26435;32264,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-3.168527973578652,0.4503916449086162,-5.114307,0.3918733130632714,0.8221576,288.0,221.0,207.0,75.0,111.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5568,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL5568,ROS1,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26466;34350;44211;143124,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,False,False,True,True,-0.2485738023353443,0.7088772845953002,-0.058702867,0.2003516121280545,0.80917746,33.0,65.0,19.0,183.0,136.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2527,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL2527,CHEK2,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26564;35722,Kd_Ki,True,False,False,False,True,True,sorafenib,True,False,False,False,True,True,-1.517677461806619,0.5378590078328982,-6.556141,0.175709995486765,0.6967945,85.0,150.0,336.0,210.0,255.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3629,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3629,CSNK2A1,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26592;32237;44983;143011,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,False,False,True,True,-2.033281063590535,0.5313315926892951,-2.495916,0.1900398034242417,0.64654076,148.0,159.0,63.0,194.0,285.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1824,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL1824,ERBB2,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26608;35723;44531;143108,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,True,False,True,True,-0.7954425069279927,0.9060052219321147,-1.6452423,0.677937427168719,0.5173643,48.0,20.0,37.0,17.0,340.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5838,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26609;32240,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-2.048883814963317,0.2637075718015665,-2.6642814,0.0341290472115009,0.5719047,149.0,332.0,70.0,376.0,317.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3009,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3009,ERBB4,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26610;35731,Kd_Ki,True,False,False,False,True,True,sorafenib,True,False,False,False,True,True,-1.1083389399097765,0.8028720626631853,-0.32566383,0.3229010841916763,0.5164412,57.0,37.0,20.0,98.0,341.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3385,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3385,MAPK3,WEAK_NEGATIVE,0.0,5,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26611;34159;42508;143012;143761,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,True,False,True,True,-2.7744961907383945,0.3054830287206266,-6.8322463,0.1785006249680311,0.7498822,251.0,314.0,351.0,207.0,205.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4040,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL4040,MAPK1,WEAK_NEGATIVE,0.0,5,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26612;30277;44731;143013;143757,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,True,False,True,True,-2.0504317837847954,0.5469973890339426,-6.044287,0.199918090753288,0.7288557,150.0,140.0,298.0,184.0,232.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3973,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3973,FGFR4,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26621;29345;43295;143118,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,False,False,True,True,-0.3607745320856303,0.6514360313315927,-3.6061094,0.1489709763337101,0.8067134,36.0,83.0,107.0,235.0,141.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1991,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL1991,IKBKB,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26634;32225,Kd_Ki,True,False,False,False,True,True,sorafenib,True,False,False,False,True,True,-2.1065937433378883,0.2454308093994778,-5.785937,0.0393474406498554,0.7138659,156.0,338.0,269.0,367.0,243.0,True,True
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL5311,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL5311,ACVRL1,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26785;36488;123485;123486,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-0.999126095686867,0.4960835509138381,-4.336147,0.1954144776010456,0.9506575,39.0,187.0,124.0,314.0,14.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2959,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL2959,ITK,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26855;31187;43643;143033,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,False,False,True,True,-1.731475456365602,0.5352480417754569,-4.0377545,0.1428302318080347,0.8329055,99.0,155.0,126.0,240.0,92.0,True,True
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL1908389,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL1908389,MAP3K12,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,28486,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-1.9489462935040456,0.5574412532637075,4.2775865,0.2495200570714177,0.80452573,108.0,156.0,5.0,237.0,156.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3788,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL3788,PLK4,POSITIVE,1.0,2,BindingDB_202609;ChEMBL37_existing,Kd,=,96.0,1954.0,True,False,28617,,Kd_Ki,True,True,False,False,True,True,fedratinib,True,False,True,False,True,True,-1.2115406744535857,0.6762402088772846,0.2579798,0.2719894005767069,0.9275197,51.0,87.0,8.0,202.0,15.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4142,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL4142,FGFR2,POSITIVE,1.0,1,BindingDB_202609,Kd,=,470.0,470.0,False,False,28665,,Kd_Ki,True,False,False,False,True,True,fedratinib,True,False,False,False,True,True,-1.7329043682785883,0.4765013054830287,-2.6827126,0.1911688380354976,0.6738919,90.0,206.0,63.0,295.0,277.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL4898,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL4898,NTRK2,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,28698;43859;168674,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-0.7769287746776393,0.6762402088772845,-2.364043,0.2687021702219996,0.6501674,20.0,78.0,25.0,231.0,57.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL2007,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL2007,PDGFRA,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,28700;43507;168731,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-2.101543352708959,0.7911227154046997,-2.2979665,0.648805439027712,0.5542793,43.0,38.0,21.0,56.0,97.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2959,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL2959,ITK,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,28716;43641;139223,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,False,False,True,True,-2.494376639803774,0.8420365535248042,-4.8639884,0.8416010029356045,0.83853334,127.0,28.0,183.0,7.0,53.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3145,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,28732,Kd_Ki,True,False,False,False,True,True,imatinib,False,False,False,True,True,True,-3.009210465102673,0.2885117493472585,-3.1246414,0.1233555154592985,0.4772109,191.0,308.0,55.0,297.0,273.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1908389,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL1908389,MAP3K12,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,28743,Kd_Ki,True,False,False,False,True,True,imatinib,True,False,False,False,True,True,-3.185115729548837,0.2767624020887728,-5.6271577,0.086622990361381,0.7809023,218.0,315.0,270.0,347.0,103.0,True,True
