molregno,control_chembl_id,control_name,control_inchikey,fda_identity_tier,exact_fda_structure_match,fda_applications,fda_urls
2994,CHEMBL457,GEMFIBROZIL,HEMJJKBWTPKOJG-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074270; ANDA077836; ANDA078012; ANDA078207; ANDA079072; ANDA202726; ANDA203266; ANDA214603; NDA018422,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074270; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077836; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078012
3183,CHEMBL46,ONDANSETRON,FELGMEQIXOGIFQ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076183; ANDA076960; ANDA076967; ANDA076972; ANDA076974; ANDA077011; ANDA077303; ANDA077365; ANDA077406; ANDA077430; ANDA077473; ANDA077535; ANDA077541; ANDA077548; ANDA077551; ANDA077557; ANDA077577; ANDA077716; ANDA077851; ANDA078050; ANDA078127; ANDA078152; ANDA078287; ANDA078539; ANDA078776; ANDA079032; ANDA079224; ANDA090469; ANDA090648; ANDA091342; ANDA091483; ANDA202253; ANDA203711; ANDA203761; ANDA206846; ANDA209389,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076183; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076960; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076967
3599,CHEMBL49,BUSPIRONE,QWCRAEMEVRGPNT-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074253; ANDA075022; ANDA075388; ANDA075413; ANDA075521; ANDA076008; ANDA078246; ANDA078302; ANDA078888; ANDA202087; ANDA202330; ANDA202557; ANDA204582; ANDA208972; ANDA209696; ANDA210907; ANDA218628,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074253; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075022; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075388
3730,CHEMBL459,METHYLDOPA,CJCSPKMFHVPWAR-JTQLQIEISA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA070075; ANDA070076,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070075; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070076
3799,CHEMBL460,MOLINDONE,KLPWJLBORRMFGK-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA090453,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090453
3854,CHEMBL53,APOMORPHINE,VMWNQDUVQKEIOC-CYBMUJFWSA-N,项目FDA注册表完整InChIKey匹配,True,NDA214056,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214056
3859,CHEMBL54,HALOPERIDOL,LNEPOXFFQSENCJ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA070278; ANDA071130; ANDA071173; ANDA071206; ANDA071207; ANDA071209; ANDA071210; ANDA071211; ANDA073037; ANDA073364; ANDA074893; ANDA075305; ANDA075440; ANDA075689; ANDA075858; ANDA077580; ANDA078347; ANDA091637; ANDA200742; ANDA205241; ANDA209101; ANDA211061; ANDA211180; ANDA214470; ANDA214507; ANDA216004; ANDA216730; ANDA216918; ANDA218162; ANDA218371; ANDA218789; ANDA219168,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070278; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071130; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071173
3965,CHEMBL55,PENTAMIDINE,XDRYMKDFEDOLFX-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA206666; ANDA206667; ANDA206983; ANDA213806; NDA019264; NDA019887,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206666; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206667; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206983
4345,CHEMBL57,NEVIRAPINE,NQDJXKOVJZTUJA-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077521; ANDA077702; ANDA077956; ANDA078584; ANDA090688; ANDA202523; ANDA203080; ANDA203411; ANDA205651; ANDA206879; ANDA207684,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077521; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077702; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077956
4496,CHEMBL465,DRONABINOL,CYQFCXCEBYINGO-IAGOWNOFSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA207421; NDA018651,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207421; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018651
4504,CHEMBL58,MITOXANTRONE,KKZJGLLVHKMTCM-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076611; ANDA076871; ANDA077356; ANDA077496,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076611; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076871; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077356
4584,CHEMBL59,DOPAMINE,VYFYYTLLBUKUHU-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA207707; NDA018132; NDA018826; NDA019615,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207707; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018132; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018826
4730,CHEMBL467,HYDROXYUREA,VSNHCAURESNICA-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208843; NDA216593,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208843; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216593
4775,CHEMBL61,PODOFILOX,YJGVMLPVUAXIQN-XVVDYKMHSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075600; ANDA211871,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075600; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211871
4941,CHEMBL64,ISONIAZID,QRXWMOHMRWLFEY-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040090; ANDA040648; ANDA081118; ANDA088235; ANDA202610,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040090; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040648; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=081118
5200,CHEMBL9194,ATRASENTAN,MOTJMGVDPWRKOC-QPVYNBJUSA-N,项目FDA注册表完整InChIKey匹配,True,NDA219208,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219208
5528,CHEMBL471,SOTALOL,ZBMZVLHSJCTVON-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022306; NDA205108,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022306; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205108
5582,CHEMBL472,GLYBURIDE,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074388; ANDA074686; ANDA076257; ANDA076345; ANDA076716; ANDA077870; ANDA079009; ANDA090937; ANDA203379; ANDA206079; ANDA206483; ANDA206748; ANDA206749; NDA017532,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074388; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074686; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076257
5638,CHEMBL473,DOFETILIDE,IXTMWRCNAAVVAI-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA207058; ANDA207746; ANDA208625; ANDA210466; ANDA210740; ANDA212750; ANDA213220; ANDA213338; NDA020931,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207058; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207746; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208625
5772,CHEMBL476,DACARBAZINE,FDKXTQMXEQVLRF-ZHACJKMWSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075259; ANDA075371; ANDA075812,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075259; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075371; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075812
5797,CHEMBL477,ADENOSINE,OIRDTQYFTABQOQ-KQYNXXCUSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076404; ANDA076500; ANDA077133; ANDA077283; ANDA077425; ANDA077897; ANDA078076; ANDA078686; ANDA090212; ANDA090450; ANDA202313; ANDA205331; ANDA205568; ANDA206778,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076404; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076500; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077133
5975,CHEMBL480,LANSOPRAZOLE,MJIHNNLFOKEZEW-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022327; NDA208025,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022327; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208025
5985,CHEMBL481,IRINOTECAN,UWKQSNNFCGGAFS-XIFFEERXSA-N,项目FDA注册表完整InChIKey匹配,True,NDA207793,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207793
6005,CHEMBL70,MORPHINE,BQJCRHHNABKAKU-KBQPJGBKSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022195; NDA022207; NDA202515; NDA204223,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022195; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022207; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202515
6078,CHEMBL484,ADEFOVIR,SUPKOOSCJHTBAH-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA202051; ANDA205459,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202051; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205459
6216,CHEMBL71,CHLORPROMAZINE,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA080365; ANDA080983; ANDA083329; ANDA083386; ANDA084112; ANDA084113; ANDA084114; ANDA084115; ANDA209755; ANDA211816; ANDA212144; ANDA212630; ANDA212996; ANDA213327; ANDA213368; ANDA213590; ANDA214542; ANDA214827; ANDA215659; ANDA216092; ANDA216678; ANDA216724; ANDA216788; ANDA216911; ANDA217275; ANDA217350; ANDA218229; ANDA218272,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=080365; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=080983; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=083329
6243,CHEMBL72,DESIPRAMINE,HCYAFALTSJYZDH-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA071588; ANDA071601; ANDA071602; ANDA071766; ANDA072103; ANDA074430; ANDA204963; ANDA208105; ANDA209785,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071588; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071601; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071602
6480,CHEMBL74,CROMOLYN SODIUM,VLARUOGDXDTHEH-UHFFFAOYSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075271; ANDA075282; ANDA075346; ANDA075437; ANDA075702; ANDA202583; ANDA202745; ANDA209264; ANDA209453; ANDA213658; NDA020479,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075271; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075282; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075346
6579,CHEMBL76,CHLOROQUINE,WHTVZRBIWZFKQO-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040516; ANDA080880; ANDA090612; ANDA091621; ANDA214756,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040516; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=080880; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090612
6643,CHEMBL490,PAROXETINE,AHOUBRCZNHFOSL-YOEHRIQHSA-N,项目FDA注册表完整InChIKey匹配,True,NDA204516,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204516
6723,CHEMBL79,LIDOCAINE,NNJVILVZKWQKPM-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021717; NDA022114; NDA022221; NDA207962; NDA215029; NDA216564,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021717; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022114; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022221
6902,CHEMBL80,NALOXONE,UZHSEJADLWPNLE-GRGSLBFTSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022410; NDA204242; NDA208411; NDA208969; NDA212045; NDA212854; NDA215487; NDA217722,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022410; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204242; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208411
6914,CHEMBL81,RALOXIFENE,GZUITABIAKMVPG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022042,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022042
6968,CHEMBL83,TAMOXIFEN,NKANXQFJJICGDU-QPLCGJKRSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021807,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021807
7065,CHEMBL493,BROMOCRIPTINE,OZVBMTJYIDMWIL-AYFBDAFISA-N,项目FDA注册表完整InChIKey匹配,True,NDA020866,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020866
7494,CHEMBL494,ILOPROST,HIFJCPQKFCZDDL-ACWOEMLNSA-N,项目FDA注册表完整InChIKey匹配,True,NDA217933,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217933
7501,CHEMBL84,TOPOTECAN,UCFGDBYHRUNTLO-QHCPKHFHSA-N,项目FDA注册表完整InChIKey匹配,True,NDA020981; NDA200582,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020981; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200582
7714,CHEMBL85,RISPERIDONE,RAPZEAPATHNIPO-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA212849; NDA213586,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212849; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213586
7725,CHEMBL428880,CROMOLYN,IMZMKUWMOSJXDT-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075271; ANDA075282; ANDA075346; ANDA075437; ANDA075702; ANDA202583; ANDA202745; ANDA209264; ANDA209453; ANDA213658; NDA020479,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075271; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075282; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075346
7736,CHEMBL86,METOCLOPRAMIDE,TTWJBBZEZQICBI-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA209388,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209388
8062,CHEMBL428647,PACLITAXEL,RCINICONZNJXQF-MZXODVADSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075184; ANDA075190; ANDA076131; ANDA077574; ANDA090130; ANDA205720; ANDA207326; ANDA209657; ANDA212700; ANDA213434; ANDA216355; ANDA216874; ANDA217877; NDA021660; NDA211875; NDA216338,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075184; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075190; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076131
8130,CHEMBL495,ALPROSTADIL,GMVPRGQOIOIIMI-DWKJAMRDSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074815; ANDA075196; NDA018484; NDA020379; NDA020649; NDA021212,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074815; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075196; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018484
8531,CHEMBL499,TIMOLOL,BLJRIMJGRPQVNF-JTQLQIEISA-N,项目FDA注册表完整InChIKey匹配,True,NDA021398; NDA202667,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021398; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202667
8543,CHEMBL500,PINDOLOL,JZQKKSLKJUAGIC-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA073609; ANDA074019; ANDA074063; ANDA205415; ANDA211712,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=073609; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074019; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074063
8788,CHEMBL276832,HYDRALAZINE,RPTUSVTUFVMDQK-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040136; ANDA040388; ANDA040730; ANDA040858; ANDA040901; ANDA088467; ANDA088468; ANDA089097; ANDA089098; ANDA090527; ANDA200737; ANDA200770; ANDA202938; ANDA203845; ANDA205236; ANDA213667; ANDA215147; ANDA215586; ANDA215988; ANDA217501; ANDA219797; NDA020727,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040136; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040388; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040730
8838,CHEMBL501,AMPHETAMINE SULFATE,SOFQDLYSFOWTJX-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040422; ANDA040439; ANDA040440; ANDA040444; ANDA040480; ANDA076852; ANDA077302; ANDA200166; ANDA202424; ANDA205401; ANDA206340; ANDA207340; ANDA207388; ANDA209799; ANDA210293; ANDA210651; ANDA210754; ANDA210876; ANDA211139; ANDA211352; ANDA211546; ANDA211547; ANDA211639; ANDA211861; ANDA212037; ANDA212582; ANDA212619; ANDA212901; ANDA212919; ANDA213111; ANDA213583; ANDA213709; ANDA213720; ANDA213980; ANDA214403; ANDA214777; ANDA214959; ANDA215565; ANDA215771; ANDA215997; ANDA217027; ANDA217787; NDA021303; NDA022063,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040422; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040439; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040440
8873,CHEMBL267345,AMPHOTERICIN B,APKFDSVGJQXUKY-INPOYWNPSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA063206; ANDA212514; ANDA212967; ANDA214010; ANDA215354; NDA050740,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=063206; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212514; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212967
