molregno,control_chembl_id,control_name,control_inchikey,fda_identity_tier,exact_fda_structure_match,fda_applications,fda_urls
1331852,CHEMBL2010601,IVACAFTOR,PURKAOJPTOLRMP-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA203188; NDA206038; NDA207925; NDA210491; NDA211358; NDA212273; NDA217660,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203188; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206038; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207925
1336999,CHEMBL2021424,POTASSIUM SULFATE,OTYBMLCTZGSZBG-UHFFFAOYSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA202511; ANDA204135; ANDA206431; ANDA209941; ANDA212903; ANDA213924; ANDA215469; NDA022372,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202511; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204135; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206431
1337005,CHEMBL2021430,DEXAMETHASONE SODIUM PHOSPHATE,PLCQGRYPOISRTQ-FCJDYXGNSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040069; ANDA040491; ANDA040572; ANDA040802; ANDA040803; ANDA084282; ANDA084916; ANDA087702; ANDA203129; ANDA207442; ANDA207521; ANDA208689; ANDA208690; ANDA209192; ANDA210966; ANDA211036; ANDA215654; ANDA217797,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040069; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040491; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040572
1339907,CHEMBL2024517,CARIPRAZINE HYDROCHLORIDE,GPPJWWMREQHLQT-BHQIMSFRSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA204370,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204370
1340277,CHEMBL2028019,CARIPRAZINE,KPWSJANDNDDRMB-QAQDUYKDSA-N,项目FDA注册表完整InChIKey匹配,True,NDA204370,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204370
1340894,CHEMBL2028663,DABRAFENIB,BFSMGDJOXZAERB-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA202806; NDA217514,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202806; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217514
1344709,CHEMBL2035187,PACRITINIB,HWXVIOGONBBTBY-ONEGZZNKSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208712,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208712
1347273,CHEMBL2040682,CICLESONIDE,LUKZNWIVRBCLON-GXOBDPJESA-N,项目FDA注册表完整InChIKey匹配,True,NDA021658; NDA022004; NDA022124,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021658; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022004; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022124
1349878,CHEMBL2043437,GLASDEGIB,SFNSLLSYNZWZQG-VQIMIIECSA-N,项目FDA注册表完整InChIKey匹配,True,NDA210656,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210656
1351456,CHEMBL2048028,LIFITEGRAST,JFOZKMSJYSPYLN-QHCPKHFHSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208073,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208073
1351917,CHEMBL2048484,CANAGLIFLOZIN ANHYDROUS,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,项目FDA注册表完整InChIKey匹配,True,NDA204042; NDA204353; NDA205879,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204042; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204353; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205879
1355754,CHEMBL2062163,PHENDIMETRAZINE TARTRATE,VEPOHXYIFQMVHW-XOZOLZJESA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040762; ANDA085272; ANDA085588; ANDA089452; ANDA091042; NDA018074,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040762; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=085272; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=085588
1355853,CHEMBL2062262,METARAMINOL BITARTRATE,VENXSELNXQXCNT-YDYUUSCQSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA211304,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211304
1355926,CHEMBL2062335,METOPROLOL TARTRATE,YGULWPYYGQCFMP-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074453; ANDA074644; ANDA076495; ANDA076704; ANDA076792; ANDA077360; ANDA077739; ANDA077761; ANDA078085; ANDA078459; ANDA078950; ANDA091045; ANDA200981; ANDA202870; ANDA202871; ANDA204205; ANDA208955; ANDA215789; NDA017963; NDA018303; NDA218698; NDA219373,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074453; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074644; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076495
1357436,CHEMBL2064032,VONOPRAZAN FUMARATE,ROGSHYHKHPCCJW-WLHGVMLRSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA215151; NDA215152; NDA215153; NDA218710,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215151; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215152; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215153
1359038,CHEMBL2068724,ACAMPROSATE CALCIUM,BUVGWDNTAWHSKI-UHFFFAOYSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA200142; ANDA202229; ANDA205995; ANDA218984; ANDA219904,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200142; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202229; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205995
1359198,CHEMBL2068884,SODIUM GLUCONATE,MSXHSNHNTORCAW-GGLLEASOSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA215371; NDA017378; NDA017586; NDA017609; NDA017637; NDA019024; NDA019696; NDA019711,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215371; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017378; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017586
1363360,CHEMBL2079130,VONOPRAZAN,BFDBKMOZYNOTPK-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA215151; NDA215152; NDA215153; NDA218710,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215151; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215152; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215153
1369602,CHEMBL2095206,BOSUTINIB MONOHYDRATE,BXPOSPOKHGNMEP-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA209543; ANDA209624; NDA203341; NDA217729,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209543; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209624; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203341
1369603,CHEMBL2095207,CHOLINE C-11,SGMZJAMFUVOLNK-ULWFUOSBSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA206319; NDA203155,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206319; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203155
1369604,CHEMBL2095208,COBICISTAT,ZCIGNRJZKPOIKD-CQXVEOKZSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA203100; NDA205395; NDA206353; NDA207561; NDA210455; NDA220092,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203100; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205395; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206353
1369605,CHEMBL2095209,ICOSAPENT ETHYL,SSQPWTVBQMWLSZ-AAQCHOMXSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA209437; ANDA209457; ANDA209499; ANDA209525; ANDA216811; ANDA217656; ANDA217844; ANDA217919; ANDA218899; ANDA218949; ANDA218994; ANDA219156; NDA202057,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209437; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209457; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209499
1369608,CHEMBL2095212,MIRABEGRON,PBAPPPCECJKMCM-IBGZPJMESA-N,项目FDA注册表完整InChIKey匹配,True,NDA202611; NDA213801,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202611; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213801
1369640,CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,QCHSEDTUUKDTIG-UHFFFAOYSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA071858; ANDA075731; ANDA213730; ANDA215566; NDA017105,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071858; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075731; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213730
1369651,CHEMBL2096642,INAMRINONE LACTATE,DOSIONJFGDSKCQ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075513,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075513
1369659,CHEMBL2096650,SODIUM THIOSULFATE,PODWXQQNRWNDGD-UHFFFAOYSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA201444; NDA203923; NDA212937,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201444; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203923; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212937
1376006,CHEMBL2103736,FENOPROFEN CALCIUM,LZPBLUATTGKZBH-UHFFFAOYSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA214475,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214475
1376008,CHEMBL2103738,LITHIUM CITRATE,HXGWMCJZLNWEBC-UHFFFAOYSA-K,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA070755; ANDA217183; ANDA218036,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070755; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217183; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218036
1376011,CHEMBL2103741,LEVOTHYROXINE SODIUM,ANMYAHDLKVNJJO-LTCKWSDVSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076187; ANDA207588; ANDA208749; ANDA209713; ANDA211417; ANDA212399; ANDA215259; ANDA216370; ANDA216729; ANDA217066; ANDA217495; NDA021116; NDA021137; NDA021210; NDA021301; NDA021342; NDA021402; NDA021924; NDA202231; NDA206977; NDA210632; NDA214047; NDA214253; NDA215809,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076187; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207588; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208749
1376013,CHEMBL2103743,TOFACITINIB CITRATE,SYIKUFDOYJFGBQ-YLAFAASESA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA209633; ANDA209738; ANDA209829; ANDA212943; ANDA214264; ANDA215356; ANDA215552; ANDA216001; ANDA216878; ANDA217298; ANDA217299; ANDA218096; ANDA218407; ANDA218462; ANDA218668; ANDA218821; ANDA218900; ANDA219370; ANDA219395; ANDA219442; ANDA219530; ANDA219542; ANDA219830; ANDA220137; ANDA220458; ANDA220972; NDA203214; NDA208246; NDA213082,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209633; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209738; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209829
1376014,CHEMBL2103744,MORPHINE SULFATE,GRVOTVYEFDAHCL-RTSZDRIGSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA073509; ANDA073510; ANDA074769; ANDA074862; ANDA075407; ANDA076412; ANDA076438; ANDA078761; ANDA079040; ANDA202104; ANDA202348; ANDA202861; ANDA203518; ANDA203849; ANDA204393; ANDA205758; ANDA206573; ANDA210610; ANDA211452; ANDA211454; ANDA212451; ANDA213892; ANDA215194; NDA018565; NDA019516; NDA022195; NDA022207; NDA202515; NDA204223,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=073509; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=073510; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074769
1376015,CHEMBL2103745,SAXAGLIPTIN,AFNTWHMDBNQQPX-NHKADLRUSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA205972; ANDA205980; ANDA205981; ANDA205994; ANDA207678; ANDA211533; ANDA211537,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205972; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205980; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205981
1376065,CHEMBL2103795,AZILSARTAN KAMEDOXOMIL,IHWFKDWIUSZLCJ-UHFFFAOYSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA214489; ANDA217490; NDA200796; NDA202331,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214489; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217490; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200796
1376092,CHEMBL2103822,TASIMELTEON,PTOIAAWZLUQTIO-GXFFZTMASA-N,项目FDA注册表完整InChIKey匹配,True,NDA205677; NDA214517,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205677; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214517
1376097,CHEMBL2103827,DROXIDOPA,QXWYKJLNLSIPIN-JGVFFNPUSA-N,项目FDA注册表完整InChIKey匹配,True,NDA203202,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203202
1376107,CHEMBL2103837,TAFAMIDIS,TXEIIPDJKFWEEC-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA212161,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212161
1376116,CHEMBL2103846,ULIPRISTAL,HKDLNTKNLJPAIY-WKWWZUSTSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022474,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022474
1376124,CHEMBL2103854,OMADACYCLINE TOSYLATE,SETFNHZTVGTBHC-XGLFQKEBSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA209816; NDA209817,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209816; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209817
1376138,CHEMBL2103868,CABOZANTINIB S-MALATE,HFCFMRYTXDINDK-WNQIDUERSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA203756; NDA208692,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203756; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208692
1376140,CHEMBL2103870,LUMACAFTOR,UFSKUSARDNFIRC-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA206038; NDA211358,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206038; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211358
1376142,CHEMBL2103872,CEFTOLOZANE,JHFNIHVVXRKLEF-DCZLAGFPSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA206829,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206829
1376143,CHEMBL2103873,MACITENTAN,JGCMEBMXRHSZKX-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA204410; NDA218490,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204410; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218490
1376145,CHEMBL2103875,TRAMETINIB,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA204114; NDA217513,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204114; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217513
1376147,CHEMBL2103877,EFINACONAZOLE,NFEZZTICAUWDHU-RDTXWAMCSA-N,项目FDA注册表完整InChIKey匹配,True,NDA203567,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203567
1376153,CHEMBL2103883,AVATROMBOPAG,OFZJKCQENFPZBH-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA210238; NDA219696,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210238; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219696
1376685,CHEMBL2104415,MOXIDECTIN,YZBLFMPOMVTDJY-LSGXYNIPSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA210867,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210867
1377263,CHEMBL2104993,VORTIOXETINE,YQNWZWMKLDQSAC-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA204447,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204447
1377293,CHEMBL2105023,INDIGOTINDISULFONATE SODIUM,KHLVKKOJDHCJMG-QDBORUFSSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA216264,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216264
1377518,CHEMBL2105248,POTASSIUM BITARTRATE,KYKNRZGSIGMXFH-ZVGUSBNCSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA208352,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208352
1377665,CHEMBL2105395,OSPEMIFENE,LUMKNAVTFCDUIE-VHXPQNKSSA-N,项目FDA注册表完整InChIKey匹配,True,NDA203505,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203505
1377690,CHEMBL2105420,TAUROLIDINE,AJKIRUJIDFJUKJ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA214520,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214520
1377883,CHEMBL2105613,DIVALPROEX SODIUM,MSRILKIQRXUYCT-UHFFFAOYSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077100; ANDA077296; ANDA077567; ANDA078182; ANDA078239; ANDA078290; ANDA078597; ANDA078705; ANDA078755; ANDA078853; ANDA078919; ANDA078979; ANDA079163; ANDA090070; ANDA090161; ANDA090210; ANDA090554; ANDA202419; ANDA203730; ANDA209286; ANDA213181; ANDA214643; ANDA215527; ANDA217358; ANDA218793; NDA018723; NDA019680; NDA020782; NDA021168; NDA022267,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077100; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077296; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077567
1377907,CHEMBL2105637,DELAFLOXACIN,DYDCPNMLZGFQTM-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208610; NDA208611,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208610; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208611
1377908,CHEMBL2105638,DELAFLOXACIN MEGLUMINE,AHJGUEMIZPMAMR-WZTVWXICSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA208610; NDA208611,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208610; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208611
1377918,CHEMBL2105648,PALOVAROTENE,YTFHCXIPDIHOIA-DHZHZOJOSA-N,项目FDA注册表完整InChIKey匹配,True,NDA215559,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215559
1377932,CHEMBL2105662,LOMITAPIDE MESYLATE,QKVKOFVWUHNEBX-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA203858,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203858
1377939,CHEMBL2105669,TEDIZOLID PHOSPHATE,QCGUSIANLFXSGE-GFCCVEGCSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA205435; NDA205436,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205435; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205436
1377952,CHEMBL2105682,EDOXABAN TOSYLATE,ZLFZITWZOYXXAW-QXXZOGQOSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA206316,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206316
1377954,CHEMBL2105684,SELUMETINIB SULFATE,GRKFGZYYYYISDX-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA213756; NDA219943,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213756; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219943
1377959,CHEMBL2105689,LULICONAZOLE,YTAOBBFIOAEMLL-REQDGWNSSA-N,项目FDA注册表完整InChIKey匹配,True,NDA204153,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204153
1377965,CHEMBL2105695,TELOTRISTAT ETHYL,MDSQOJYHHZBZKA-GBXCKJPGSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208794,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208794
1377970,CHEMBL2105700,BEDAQUILINE FUMARATE,ZLVSPMRFRHMMOY-WWCCMVHESA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA204384,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204384
1377974,CHEMBL2105704,LENVATINIB MESYLATE,HWLFIUUAYLEFCT-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA206947,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206947
1377978,CHEMBL2105708,PONATINIB HYDROCHLORIDE,BWTNNZPNKQIADY-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA203469,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203469
1377979,CHEMBL2105709,QUIZARTINIB DIHYDROCHLORIDE,DHYPGRVMIOATAE-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA216993,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216993
1377982,CHEMBL2105712,AFATINIB DIMALEATE,USNRYVNRPYXCSP-JUGPPOIOSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA210725; ANDA210750; NDA201292,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210725; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210750; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201292
1377987,CHEMBL2105717,CABOZANTINIB,ONIQOQHATWINJY-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA203756; NDA208692,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203756; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208692
1377999,CHEMBL2105729,DABRAFENIB MESYLATE,YKGMKSIHIVVYKY-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA202806; NDA217514,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202806; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217514
1378002,CHEMBL2105732,LEVOMILNACIPRAN HYDROCHLORIDE,XNCDYJFPRPDERF-NQQJLSKUSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA210771; NDA204168,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210771; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204168
1378007,CHEMBL2105737,SONIDEGIB,VZZJRYRQSPEMTK-CALCHBBNSA-N,项目FDA注册表完整InChIKey匹配,True,NDA205266,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205266
