drug_id,name,smiles,native_feature_index,training_feature_index,split_group,feature_source
DHHVAGZRUROJKS-UHFFFAOYSA-N,phentermine,CC(C)(N)Cc1ccccc1,26505,134989.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
DHMTURDWPRKSOA-RUZDIDTESA-N,lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,241611,135292.0,SG:ae1b660dd1057d3f6a7a54e02f52ebc96e79a5b3820c3967d451e2c6ad6898a3,prepared_A_B_cache
DHSUYTOATWAVLW-WFVMDLQDSA-N,cilastatin,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,44134,,,preserved_catalog_cache
DIWRORZWFLOCLC-UHFFFAOYSA-N,lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,294055,137514.0,SG:82a902031424450a63f4ebb9443a95d0e9f8d1a008711cc1dad4dddb99bc1bad,prepared_A_B_cache
DJXRIQMCROIRCZ-XOEOCAAJSA-N,vibegron,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,277588,139033.0,SG:2aa13f1d9a95aa036ff286b2bdec12e739ee758bfafb32351acd082e04352c97,prepared_A_B_cache
DKNWSYNQZKUICI-UHFFFAOYSA-N,amantadine,NC12CC3CC(CC(C3)C1)C2,245830,140030.0,SG:397fac64c7aa83aba1b9b33edc8cf4901ef6236d9a7c23d0640ec0d07328c7dc,prepared_A_B_cache
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,248793,140466.0,SG:3b7a9a03a99fed471e7a1a96111a7aa987d544d7f2915b4faa3da5519df305c0,prepared_A_B_cache
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,21220,140735.0,SG:113660f6820aa1505046e743926bd418c121e0cb1e25a470d2d0c4ea2feaa270,prepared_A_B_cache
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,166587,,,preserved_catalog_cache
DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,69910,,,preserved_catalog_cache
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,156742,143167.0,SG:71cbf9be947f194916ad89ae5b461fc3f0d05271e1da92c8c195f6639ae93aac,prepared_A_B_cache
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O)C(=O)O,171397,145550.0,SG:27dacb226b18e24b40e3483c9d0e363c7a15bdec559d81ec8d9e8a3e342ad2f2,prepared_A_B_cache
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,92960,146181.0,SG:a896d495b04a450b732a5bf6a5896266647c948af5d97014906f7afe145b9022,prepared_A_B_cache
DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,CC(C)Cn1cnc2c(N)nc3ccccc3c21,32549,146670.0,SG:c3d743aabc8c77848a291f022d20730cb194856224abb3c634160fdcf7585755,prepared_A_B_cache
DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,290761,148709.0,SG:d4743b24c1852d73f07e8d47197a59db06bf78209503e31c21710517c9cba2d0,prepared_A_B_cache
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,75262,150579.0,SG:4f6f880e9c5c286c7f30d1adc0575cf3101abe73ea366f3725197efa09e529f8,prepared_A_B_cache
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,19541,153672.0,SG:b04c8d6609cf88e26566b090a639ce5dcc0bea3ac7883ccfdb65e73a933573da,preserved_catalog_cache
DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,113064,155221.0,SG:6c5ad56768e18321017e0ba2208b9056b3f547c1320e02b05e22a0f24b0faf0e,prepared_A_B_cache
DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,32732,,,preserved_catalog_cache
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,9160,156298.0,SG:4aa52b59441139be8cf5c69c47ddcdfd634288f8dbfb8d35d75fc3b025e13f32,prepared_A_B_cache
DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,Cc1cc(F)ccc1-c1cc(N2C[C@H]3COCCN3C[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,186997,,,preserved_catalog_cache
DWYRIWUZIJHQKQ-SANMLTNESA-N,avapritinib,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,221024,159512.0,SG:1e415d6fa9b9df04482ee90a3c93458d7e756caad519c42a4396fba2302f5605,prepared_A_B_cache
DWZAEMINVBZMHQ-UHFFFAOYSA-N,gedatolisib,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,89347,159537.0,SG:30623d1060beafef1db8964ff7b09be9bbd8e892337335baa91556e47a42fe70,prepared_A_B_cache
DYDCPNMLZGFQTM-UHFFFAOYSA-N,delafloxacin,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,256837,161385.0,SG:a45fe119f7e139a006417dbcfd358997e33420657f8b7f2deaa1f2f4e168c436,prepared_A_B_cache
DYKFCLLONBREIL-KVUCHLLUSA-N,minocycline,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,92574,161807.0,SG:53a0465b0b1be62d4af31bbfecf9be55ba81c3f61a43d91588e619e09ac7e508,prepared_A_B_cache
DYLUUSLLRIQKOE-UHFFFAOYSA-N,enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,26994,161899.0,SG:037891770984db45f9b0262b285687969dfd8291d5eedd709cb9a918ce3214c2,prepared_A_B_cache
FABPRXSRWADJSP-MEDUHNTESA-N,moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,122713,164501.0,SG:046848674965e3e7b5863b48342860cd9af9f92b80800ce2fb7375fc9735d79c,prepared_A_B_cache
FABUFPQFXZVHFB-PVYNADRNSA-N,ixabepilone,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,2436,164515.0,SG:88b9c286f75e87d4d598a623bec099c9dfc3b892f40f1d7f1516ee137a9e4c61,prepared_A_B_cache
FAEKWTJYAYMJKF-QHCPKHFHSA-N,repaglinide,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,73344,164663.0,SG:70d6b9bfeee739fdc436511b58d33b633b22b14e23843c3c76a6850155e511d1,prepared_A_B_cache
FASDKYOPVNHBLU-ZETCQYMHSA-N,pramipexole,CCCN[C@H]1CCc2nc(N)sc2C1,59625,165503.0,SG:2e118822f5c207843c4defe2ad459a2eb4d1e46f53f9705d758950d7e7e676f2,prepared_A_B_cache
FBHSPRKOSMHSIF-GRMWVWQJSA-N,deflazacort,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,19015,,,preserved_catalog_cache
FBOUYBDGKBSUES-VXKWHMMOSA-N,solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,286598,166903.0,SG:0d5f17d8f197c1b53bb8dd41a96c961f8a2b0d13df9fc5af080b9b17df016da1,prepared_A_B_cache
FDBYIYFVSAHJLY-UHFFFAOYSA-N,resmetirom,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,37575,169367.0,SG:0e029e48d872aea25ee12fd2f72b761187c3e8e74473a9dc63168ecfa255e199,prepared_A_B_cache
FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,287171,169983.0,SG:a00eb0bd54f3a6db12f3bd03f31aebc73cc054d74775df07932768ef12274c6d,prepared_A_B_cache
FDTZUTSGGSRHQF-UHFFFAOYSA-N,nitazoxanide,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,281350,170475.0,SG:cbedfe968131022a29ebcb9ffd98f158163ee1677a8aaccc508bde701409ddbb,preserved_catalog_cache
FELGMEQIXOGIFQ-UHFFFAOYSA-N,ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,214242,171456.0,SG:439131f385468f3897c2e1cd039e4a2d817d6e0d6fe9100f4b58937ef4d5c8f8,prepared_A_B_cache
FFGPTBGBLSHEPO-UHFFFAOYSA-N,carbamazepine,NC(=O)N1c2ccccc2C=Cc2ccccc21,241667,172776.0,SG:2389b5714d5e43397cc1bef2af199304360ded61b2360d22666d8fd874ae3966,prepared_A_B_cache
FGQFOYHRJSUHMR-UHFFFAOYSA-N,lesinurad,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,283452,174914.0,SG:0541f0a5404c75384fd51e0ffce7af46e0b31c051803faa21274681f20da457f,prepared_A_B_cache
FIDLLEYNNRGVFR-CTNGQTDRSA-N,baloxavir marboxil,O=C1c2c(O)c(=O)ccn2N([C@@H]2c3ccccc3SCc3c2ccc(F)c3F)[C@@H]2COCCN12,294865,,,preserved_catalog_cache
FIKPXCOQUIZNHB-WDEREUQCSA-N,repotrectinib,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,174340,177732.0,SG:de95a8fb8daadaff9c484659313e65dd7551dd5fe9f5305fdd684b32490a4c67,prepared_A_B_cache
FIVSJYGQAIEMOC-ZGNKEGEESA-N,rolapitant,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,166664,178412.0,SG:35376dbf5df313f382fb5d1cc3e958b4e7edcd3832d5eb144d69be68d6168adc,prepared_A_B_cache
FJHBVJOVLFPMQE-QFIPXVFZSA-N,irinotecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,80099,179119.0,SG:752b6cef5780b2f2fae3f80e3b83b9ee24f85596a8218e38c6ee7f2bd6b5f837,prepared_A_B_cache
FJZZPCZKBUKGGU-AUSIDOKSSA-N,eliglustat,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,54066,180251.0,SG:2e756da7ce92d3807fbe1c068f02cd29c93c4eabfa8b3158080fc70b73622753,preserved_catalog_cache
FKENQMMABCRJMK-RITPCOANSA-N,sulbactam,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,45088,,,preserved_catalog_cache
FLSUCZWOEMTFAQ-PRBGKLEPSA-N,sulopenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[S@@+]([O-])C3)S[C@H]12,166589,,,preserved_catalog_cache
FNHKPVJBJVTLMP-UHFFFAOYSA-N,regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,104154,185498.0,SG:74bb12f8a9b7224f7e5569bf63b3551fb0340c2fd5f68f11015f6103affb8a51,prepared_A_B_cache
FNKQXYHWGSIFBK-RPDRRWSUSA-N,sapropterin,C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1,172912,,,preserved_catalog_cache
FPOHNWQLNRZRFC-ZHACJKMWSA-N,panobinostat,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,177649,189029.0,SG:ed845f86be4b142d96af453eb9f1dd5ff0a261fe6b9af7ff5a08d6dd99399230,prepared_A_B_cache
FRVSRBKUQZKTOW-YOCNBXQISA-N,revumenib,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,62703,,,preserved_catalog_cache
FTALBRSUTCGOEG-UHFFFAOYSA-N,riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,257853,194408.0,SG:5a0630b242bf5e7865cbf5267e5f07723018c2682557fe381ad951c90a3e9cc7,prepared_A_B_cache
FVTWTVQXNAJTQP-UHFFFAOYSA-N,umeclidinium,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,302772,198710.0,SG:b71055198a22f0f11098a5746e3bff3e22c11f771d4b50575be602eafd74c95e,prepared_A_B_cache
FWLMVFUGMHIOAA-UHFFFAOYSA-N,defactinib,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,104642,199767.0,SG:7f5af921ae3cc9453aa640da336dc7d5301df33be80b0ef0ae7d5a5bd10bc1ce,prepared_A_B_cache
FWYSMLBETOMXAG-QHCPKHFHSA-N,letermovir,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,153421,,,preserved_catalog_cache
FWZAWAUZXYCBKZ-NSHDSACASA-N,pirtobrutinib,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,145574,200606.0,SG:0a295adcbfa07d21286863e9c3e46670509060b984410564e11102031b0c6047,prepared_A_B_cache
FYDWDCIFZSGNBU-UHFFFAOYSA-N,revefenacin,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,93523,202435.0,SG:0f4f1e2b303655f2d4ffe022530e9bc4eca2a1c86d3c4bcc1f8bfd928dfdb1b5,prepared_A_B_cache
FYMHQCNFKNMJAV-HOTGVXAUSA-N,finafloxacin,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,234114,,,preserved_catalog_cache
GBLBJPZSROAGMF-RWYJCYHVSA-N,pralsetinib,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,122187,207604.0,SG:565cc68404c91e5e2e13151e4777e680380d85ee3daf724ea6861f22fdecb42d,prepared_A_B_cache
GBXSMTUPTTWBMN-XIRDDKMYSA-N,enalapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,70010,,,preserved_catalog_cache
GCKFUYQCUCGESZ-BPIQYHPVSA-N,etonogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,1598,209177.0,SG:92126e053b8e9dd4718ac51823490971660df5f32a92e5fa7741a029cfab0325,prepared_A_B_cache
GDLBFKVLRPITMI-UHFFFAOYSA-N,diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,47546,210758.0,SG:f403d87bf2b19ea8f735a32b4595917e3496330db6baa8b132ffb7c7b65287e2,prepared_A_B_cache
GEJDGVNQKABXKG-CFKGEZKQSA-N,valbenazine,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,135434,212125.0,SG:df707e843437727bfd869d8dc54747eb63c9e3be4039739676d1c21bf4ab4c35,preserved_catalog_cache
GFHAXPJGXSQLPT-VIFPVBQESA-N,cenobamate,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,241850,,,preserved_catalog_cache
GFNANZIMVAIWHM-OBYCQNJPSA-N,triamcinolone,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,176170,,,preserved_catalog_cache
GGCSSNBKKAUURC-UHFFFAOYSA-N,sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,49365,214850.0,SG:c05e60a6e35f75584eaf884f842f72b12eb75f846ea71bf2be93335cabe008d3,prepared_A_B_cache
GGXICVAJURFBLW-CEYXHVGTSA-N,latanoprost,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,34690,,,preserved_catalog_cache
GHILNKWBALQPDP-UHFFFAOYSA-N,paltusotine,N#Cc1cccc(-c2ccc3ncc(-c4cc(F)cc(F)c4)c(N4CCC(N)CC4)c3c2)c1O,237681,216821.0,SG:e8d2e8da96d47a38b55f167d1408057f32674dd05cdc283694e280b76a586612,prepared_A_B_cache
GJJFMKBJSRMPLA-DZGCQCFKSA-N,levomilnacipran,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,63114,220071.0,SG:4aa71aef36615632564322bc9cf3cf2671f35c771152e98a4b226a2e0908bc86,prepared_A_B_cache
GJPICJJJRGTNOD-UHFFFAOYSA-N,bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,156338,220476.0,SG:b8b44de0536dc0f64a91aa3fc701c4f4b23a13be4e4fd5cc86ba616236a7798a,prepared_A_B_cache
GJSURZIOUXUGAL-UHFFFAOYSA-N,clonidine,Clc1cccc(Cl)c1NC1=NCCN1,218602,220686.0,SG:8b92d42a58f0081658cfdb6f3009d8f7dc8de70ed2a4700461e79c194e664846,preserved_catalog_cache
GKCBAIGFKIBETG-UHFFFAOYSA-N,tetracaine,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,56907,221239.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
GKHIVNAUVKXIIY-UHFFFAOYSA-N,belumosudil,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,33496,221574.0,SG:bce862faa0fb11e296c556b5fe8b6820d55ae1fd880de43a4d95956646d0b539,prepared_A_B_cache
GLYMPHUVMRFTFV-QLFBSQMISA-N,ensartinib,C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1,168088,224185.0,SG:69b887ad78c9e05387b6a5d43c4d93625f4a2f1df3558b02414ae4ce1cdb80f6,prepared_A_B_cache
GMRQFYUYWCNGIN-NKMMMXOESA-N,calcitriol,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,4106,225323.0,SG:5fadabefa892237d3d6a03658b7694c84ec19d929aa10931ddbfff19cf61ffb1,prepared_A_B_cache
GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,COc1ccccc1OCC(O)COC(N)=O,156316,227213.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
GOTYRUGSSMKFNF-UHFFFAOYSA-N,lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,255736,228539.0,SG:5aad17a7a0da86c6a32d8ef7b5eace7350bf50d2145a1ea4b118ee349a8c97ec,prepared_A_B_cache
GPNHMOZDMYNCPO-PDUMRIMRSA-N,clascoterone,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,50150,229710.0,SG:d6514310af66c5732deb90b9c08acea4883cc744c9beccdb69aedf8ec902e759,prepared_A_B_cache
GPXBXXGIAQBQNI-UHFFFAOYSA-N,vemurafenib,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,60523,230264.0,SG:1daf1c01eff8433f5edb99d70ed0223940a8d5b8d298e70eb0e41e00019448c9,prepared_A_B_cache
GXJABQQUPOEUTA-RDJZCZTQSA-N,bortezomib,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,32040,242073.0,SG:d688c268165649e7117b10e81587c38ec3946fe1b698973f66190ad09ef36eb9,prepared_A_B_cache
GXXLUDOKHXEFBQ-YJFSRANCSA-N,tebipenem pivoxil,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,166585,,,preserved_catalog_cache
GYDJEQRTZSCIOI-LJGSYFOKSA-N,tranexamic acid,NC[C@H]1CC[C@H](C(=O)O)CC1,247775,243313.0,SG:a21c4f64dcc59dd2ede88d9a0768c55c266cb330970fe499e6a6d2e8cef5ad95,prepared_A_B_cache
GYHCTFXIZSNGJT-UHFFFAOYSA-N,tolvaptan,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,204766,243577.0,SG:3d537e9751710ccb44bbecfec6ef2f45694bf16d24c05a1c9eee18a6b41ffb13,prepared_A_B_cache
GYQYAJJFPNQOOW-UHFFFAOYSA-N,gilteritinib,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,82459,244204.0,SG:d1e8712956297c27d96180d6affa9ea4a84a4a504630abf0c3fc298a1ba0c852,prepared_A_B_cache
GZOSMCIZMLWJML-VJLLXTKPSA-N,abiraterone,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,176600,245657.0,SG:15997ee33109276b95a6a7b59c4eb832171ee654f02112826a276e04c07f3f03,prepared_A_B_cache
GZUITABIAKMVPG-UHFFFAOYSA-N,raloxifene,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,288006,246021.0,SG:fecc2998d72eaa1b1e92d27a45120650892e9f7a06ce61f39885be9db69b6fe3,prepared_A_B_cache
HARRKNSQXBRBGZ-GVKWWOCJSA-N,zuranolone,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,170290,247416.0,SG:670ab3158ecd692092f02e70128a466ba57bebe3572a115fd0aea4781585fb9c,prepared_A_B_cache
HAYYBYPASCDWEQ-UHFFFAOYSA-N,entrectinib,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,100411,247880.0,SG:d3a44eb0d22fc4e527e81a20eaf33c21778ba238ed32ea486cc87c2444e29c32,prepared_A_B_cache
HBOMLICNUCNMMY-XLPZGREQSA-N,zidovudine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,206482,248834.0,SG:39b7575b238025316ed51df2621bd47b60c66cbbe9d5d6da71cc80c91be0e2bc,preserved_catalog_cache
HCDMJFOHIXMBOV-UHFFFAOYSA-N,pemigatinib,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,65332,249697.0,SG:3937b4746223bb4a2a6ad7db190ce2475a4a08ae6743e7803e37b8dc663c4b19,prepared_A_B_cache
HCFDWZZGGLSKEP-UHFFFAOYSA-N,doxylamine,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,90674,249797.0,SG:80b3500deab05d35afac195f29e293d1fdaf7e2445c31d706b7347b60b30f448,prepared_A_B_cache
HCRKCZRJWPKOAR-JTQLQIEISA-N,brinzolamide,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,67437,250534.0,SG:e1c060c1b7e45aa9585dc812bd3aa1efe8fb36a516725fe7ccc5ea92ce5e3e42,prepared_A_B_cache
HDACQVRGBOVJII-JBDAPHQKSA-N,ramipril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,70012,251034.0,SG:30dd49b764d2fceaefcc3d5d69a1aa1d28deb9287c59a6fac957569d44dcd2d6,prepared_A_B_cache
HEAUOKZIVMZVQL-VWLOTQADSA-N,elagolix,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,151279,252619.0,SG:de5a956359ab18b573db8f60be046c6c8e013c4984516e7f7236129ada92681d,prepared_A_B_cache
HEFNNWSXXWATRW-UHFFFAOYSA-N,ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,32376,252930.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
HEVHTYMYEMEBPX-HZPDHXFCSA-N,taletrectinib,C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1,165580,,,preserved_catalog_cache
HFNKQEVNSGCOJV-OAHLLOKOSA-N,ruxolitinib,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,232410,255002.0,SG:c13b0620e998c36b718d13b7536f2214959f9af4c54e95611b73c56fcf32c768,prepared_A_B_cache
HFZITXBUTWITPT-YWVKMMECSA-N,enmetazobactam,C[n+]1ccn(C[C@@]2(C)[C@H](C(=O)[O-])N3C(=O)C[C@H]3S2(=O)=O)n1,177327,,,preserved_catalog_cache
