pair_id,ligand_inchikey,drug_names,target_chembl_id,gene_symbol,sequence_target_id,in_frozen384,in_frozen112,wetlab_pairs,A_train_pairs,A_train_positive,A_train_negative,A_explicit_inactive,B_train_pairs,B_train_positive,B_train_negative,B_explicit_inactive,排序,A药内排名_384,B药内排名_384
HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL261,HTIQEAQVCYTUBX-KRWDZBQOSA-N,levamlodipine,CHEMBL261,CA1,SEQ:5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880,True,True,4,5041,3686,1355,2,5171,3738,1433,2,311,21,15
LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1871,LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,CHEMBL1871,AR,SEQ:043f80df5b673d9048e118735cb0230b0baaa23f788c3bae0010f9995412d852,True,True,7,726,610,116,80,2081,1551,530,80,312,9,276
SFLSHLFXELFNJZ-QMMMGPOBSA-N__CHEMBL2252,SFLSHLFXELFNJZ-QMMMGPOBSA-N,droxidopa;norepinephrine,CHEMBL2252,CTSC,SEQ:11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,True,True,8,1,0,1,0,298,267,31,0,313,95,205
ZKIAIYBUSXZPLP-UHFFFAOYSA-N__CHEMBL1827,ZKIAIYBUSXZPLP-UHFFFAOYSA-N,brexpiprazole,CHEMBL1827,PDE5A,SEQ:c5b3e22fca3e7eb5509db07f615e1e9cfb78fbfb82b25c1541f882b2613f56a3,True,True,2,97,79,18,10,1503,1230,273,10,314,154,168
CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2695,CEUORZQYGODEFX-UHFFFAOYSA-N,aripiprazole;aripiprazole lauroxil,CHEMBL2695,PTK2,SEQ:673a5ff1e9eb71e9f4ce597ab556006ebebba414fa71bbe2287e813bbd3ddf7e,True,True,2,393,83,310,276,2279,1680,599,276,315,223,234
WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL4282,WIJZXSAJMHAVGX-DHLKQENFSA-N,ivosidenib,CHEMBL4282,AKT1,SEQ:51db38ca000f0471707445dbc6e933598ffa1311b809a8da10aaf05174e5182d,True,True,2,419,77,342,292,2869,2141,728,292,316,120,308
ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL2722,ULXXDDBFHOBEHA-CWDCEQMOSA-N,afatinib,CHEMBL2722,CYP11B2,SEQ:223bf6426d9ad4fccd858bc2988b9ec441020f239760a0e13758c1f2e3dfc124,True,True,7,0,0,0,0,1877,1857,20,0,317,254,10
KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL4523510,KPYSYYIEGFHWSV-UHFFFAOYSA-N,baclofen,CHEMBL4523510,CYP46A1,SEQ:ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2,True,True,6,7,2,5,0,87,80,7,0,318,299,304
CXOXHMZGEKVPMT-UHFFFAOYSA-N__CHEMBL4523510,CXOXHMZGEKVPMT-UHFFFAOYSA-N,clobazam,CHEMBL4523510,CYP46A1,SEQ:ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2,True,True,6,7,2,5,0,87,80,7,0,319,343,67
AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL1808,AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,CHEMBL1808,ACE,SEQ:9b90c234c007ae25d011f573a0deccfd96ca908b193a043413120f802384f402,True,True,7,92,46,46,16,229,109,120,16,320,117,271
XPIJWUTXQAGSLK-UHFFFAOYSA-N__CHEMBL3553,XPIJWUTXQAGSLK-UHFFFAOYSA-N,ozenoxacin,CHEMBL3553,TYK2,SEQ:3f6b27ef15f1a0769f6d67bc2e74c379d3b7bd9e36093cb9bb74486a4a241890,True,True,3,2356,2063,293,269,5498,5018,480,269,321,360,111
BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4073,BMKDZUISNHGIBY-ZETCQYMHSA-N,dexrazoxane,CHEMBL4073,MMP7,SEQ:0979d0f16275fb9831c003699f0d784233dfefee41a6be01942a90b08379d9d0,True,True,4,73,33,40,7,253,129,124,7,322,180,295
FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL3535,FIVSJYGQAIEMOC-ZGNKEGEESA-N,rolapitant,CHEMBL3535,PDE9A,SEQ:bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,True,True,9,70,55,15,3,775,638,137,3,323,59,240
SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL1974,SFNSLLSYNZWZQG-VQIMIIECSA-N,glasdegib,CHEMBL1974,FLT3,SEQ:68d60cea30219da8cef67dbcc1b81dcdebc8456663f7f54b6fb8cc6666a7b416,True,True,5,485,242,243,229,3064,2102,962,229,324,299,47
HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL4393,HYHMLYSLQUKXKP-UHFFFAOYSA-N,bempedoic acid,CHEMBL4393,MMP12,SEQ:d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,True,True,7,151,138,13,9,588,470,118,9,325,66,159
UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4005,UVSMNLNDYGZFPF-UHFFFAOYSA-N,pomalidomide,CHEMBL4005,PIK3CA,SEQ:d3e28ff8f2168f2761be02fb067e5259b4e759814600f522127a8e2a8d383555,True,True,4,1259,1091,168,94,7701,6121,1580,94,326,175,100
AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL279,AOMXMOCNKJTRQP-UHFFFAOYSA-N,relugolix,CHEMBL279,KDR,SEQ:fc7e217443f8e66fc4af3971109e40c570f998fb293d1bf4f799cffcc127e76b,True,True,2,529,292,237,134,8277,6692,1585,134,327,380,88
DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL2722,DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,CHEMBL2722,CYP11B2,SEQ:223bf6426d9ad4fccd858bc2988b9ec441020f239760a0e13758c1f2e3dfc124,True,True,7,0,0,0,0,1877,1857,20,0,328,297,27
AAOVKJBEBIDNHE-UHFFFAOYSA-N__CHEMBL4523510,AAOVKJBEBIDNHE-UHFFFAOYSA-N,diazepam,CHEMBL4523510,CYP46A1,SEQ:ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2,True,True,6,7,2,5,0,87,80,7,0,329,233,54
LDCRTTXIJACKKU-ONEGZZNKSA-N__CHEMBL402,LDCRTTXIJACKKU-ONEGZZNKSA-N,dimethyl fumarate,CHEMBL402,HMGCR,SEQ:53ca26e9a4eeb6dc55931307bed794b7dde0c3f5bdbdfb91ea34506062a3e318,True,True,4,7,3,4,4,81,68,13,4,330,134,188
LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,CHEMBL1827,PDE5A,SEQ:c5b3e22fca3e7eb5509db07f615e1e9cfb78fbfb82b25c1541f882b2613f56a3,True,True,2,97,79,18,10,1503,1230,273,10,331,52,106
IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,IAKHMKGGTNLKSZ-INIZCTEOSA-N,colchicine,CHEMBL2063,UGCG,SEQ:3fa0f2fc8c5395c93141b3c1870f877958a9c3128714567c02f81c25cbb569bf,True,True,5,7,0,7,7,361,345,16,7,332,269,173
FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL2722,FVTWTVQXNAJTQP-UHFFFAOYSA-N,umeclidinium,CHEMBL2722,CYP11B2,SEQ:223bf6426d9ad4fccd858bc2988b9ec441020f239760a0e13758c1f2e3dfc124,True,True,7,0,0,0,0,1877,1857,20,0,333,378,13
AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL206,AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,CHEMBL206,ESR1,SEQ:59afaf3c8774c9cec06a003e9fa0d1fb1da47637c45ea570236e0ca79b5a0a44,True,True,3,519,351,168,57,3275,2499,776,57,334,197,276
XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL3045,XRVDGNKRPOAQTN-FQEVSTJZSA-N,ozanimod,CHEMBL3045,PRKCB,SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,True,True,6,401,191,210,208,607,351,256,208,335,267,342
VDANGULDQQJODZ-UHFFFAOYSA-N__CHEMBL220,VDANGULDQQJODZ-UHFFFAOYSA-N,chloroprocaine,CHEMBL220,ACHE,SEQ:b5e7ca71ef5af9ce9e3ffc10eebc77b2bb95d592400670484ee596f06be68e78,True,True,5,701,381,320,92,4305,2396,1909,92,336,91,32
BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL3310,BSMCAPRUBJMWDF-KRWDZBQOSA-N,cobimetinib,CHEMBL3310,HDAC11,SEQ:65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,True,True,9,19,13,6,4,478,294,184,4,337,58,168
GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1978,GCKFUYQCUCGESZ-BPIQYHPVSA-N,etonogestrel,CHEMBL1978,CYP19A1,SEQ:a3095681f690b2ae6282a9116df5485f601548b49602ebf94ef3c4eff4d99b55,True,True,2,279,248,31,5,1810,1297,513,5,338,9,297
QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL3553,QZZUEBNBZAPZLX-QFIPXVFZSA-N,indacaterol,CHEMBL3553,TYK2,SEQ:3f6b27ef15f1a0769f6d67bc2e74c379d3b7bd9e36093cb9bb74486a4a241890,True,True,3,2356,2063,293,269,5498,5018,480,269,339,362,330
FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL5705,FVTWTVQXNAJTQP-UHFFFAOYSA-N,umeclidinium,CHEMBL5705,EGLN3,SEQ:9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,True,True,6,4,4,0,0,162,135,27,0,340,177,45
JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL2208,JQSHBVHOMNKWFT-DTORHVGOSA-N,varenicline,CHEMBL2208,MAPKAPK2,SEQ:df15bebcbad0a9711a70ad11c6497f18e8780c41854a77dfe793b0be9164d90c,True,True,1,317,14,303,282,1222,613,609,282,341,185,361
PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL5608,PZBCKZWLPGJMAO-UHFFFAOYSA-N,copanlisib,CHEMBL5608,NTRK3,SEQ:3394a44c77135f9edf6d1f3be38c64fdbf7e38bad6cdbf742241f2c25025b7c1,True,True,5,142,19,123,87,494,311,183,87,342,343,40
CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL3979,CMHHMUWAYWTMGS-UHFFFAOYSA-N,benoxinate,CHEMBL3979,PPARD,SEQ:f85202b5d75177e17ae2f6ce9634dd0f5a12ba04f3d22ab75c2febd126f075bf,True,True,1,225,72,153,149,1483,967,516,149,343,376,157
LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL5216,LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,CHEMBL5216,UMPS,SEQ:c303d7e7724c7beedc8089712b3939a89de9ef2ec912b0e488240d9c7393bb88,True,True,1,11,8,3,0,12,8,4,0,344,36,208
VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL4898,VZZJRYRQSPEMTK-CALCHBBNSA-N,sonidegib,CHEMBL4898,NTRK2,SEQ:5700fd20b890228dc7e812e55ae9c8c398a6acd114445a1139ed0655f81a77ad,True,True,5,160,31,129,91,582,364,218,91,345,140,115
QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL3522,QCHFTSOMWOSFHM-WPRPVWTQSA-N,pilocarpine,CHEMBL3522,CYP17A1,SEQ:83618860fad41d20f0945e036b4bc270c90e6c96b6ddd84eff31402ffef38fa4,True,True,3,26,16,10,10,729,638,91,10,346,150,5
FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,FGQFOYHRJSUHMR-UHFFFAOYSA-N,lesinurad,CHEMBL2063,UGCG,SEQ:3fa0f2fc8c5395c93141b3c1870f877958a9c3128714567c02f81c25cbb569bf,True,True,5,7,0,7,7,361,345,16,7,347,272,123
XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4409,XFALPSLJIHVRKE-GFCCVEGCSA-N,tedizolid,CHEMBL4409,PDE10A,SEQ:af1da04ff0aec04b89f2c4605eb222fc00ba4b5fdb08b537f284cac275b33a17,True,True,1,699,669,30,7,4198,3967,231,7,348,6,108
OYYDSUSKLWTMMQ-JKHIJQBDSA-N__CHEMBL5141,OYYDSUSKLWTMMQ-JKHIJQBDSA-N,trospium,CHEMBL5141,CYP26A1,SEQ:90595514e8943fb2a0668dc14ea9841297ca49846d9007639f566f839f2e667d,True,True,4,0,0,0,0,104,72,32,0,349,315,84
CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL3535,CYHWMBVXXDIZNZ-KRWDZBQOSA-N,remimazolam,CHEMBL3535,PDE9A,SEQ:bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,True,True,9,70,55,15,3,775,638,137,3,350,66,54
UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL215,UCTWMZQNUQWSLP-VIFPVBQESA-N,epinephrine,CHEMBL215,ALOX5,SEQ:48dadd9917c0a709ac9463f4394ce35885b7791bd3cbd6398c60f27e34d6eab6,True,True,2,38,7,31,26,1420,916,504,26,351,101,24
ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL4588,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,imipenem,CHEMBL4588,MMP8,SEQ:105be8ac4b61f7c2148c4b1815409b66f38ac0f3b2e42851f3f5da1e2b3d77ab,True,True,5,248,203,45,7,761,558,203,7,352,79,220
USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2063,USUZGMWDZDXMDG-CYBMUJFWSA-N,osilodrostat,CHEMBL2063,UGCG,SEQ:3fa0f2fc8c5395c93141b3c1870f877958a9c3128714567c02f81c25cbb569bf,True,True,5,7,0,7,7,361,345,16,7,353,343,149
XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL5608,XFALPSLJIHVRKE-GFCCVEGCSA-N,tedizolid,CHEMBL5608,NTRK3,SEQ:3394a44c77135f9edf6d1f3be38c64fdbf7e38bad6cdbf742241f2c25025b7c1,True,True,5,142,19,123,87,494,311,183,87,354,281,32
ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL3991,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,furosemide,CHEMBL3991,F7,SEQ:16e201eb49237f1092a05dc94a1cc131f78e10e8ba32e0f005076714062ff9e3,True,True,4,257,174,83,2,378,244,134,2,355,141,244
XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2007,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,ranolazine,CHEMBL2007,PDGFRA,SEQ:96a4d83a02900a0cba9954d64106f1a532b0209e0d2b86d205a98bd847335682,True,True,3,269,140,129,100,902,606,296,100,356,153,48
HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3729,HYHMLYSLQUKXKP-UHFFFAOYSA-N,bempedoic acid,CHEMBL3729,CA4,SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,True,True,10,1001,798,203,1,1030,827,203,1,357,207,27
UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL283,UJVDJAPJQWZRFR-DHIUTWEWSA-N,macimorelin,CHEMBL283,MMP3,SEQ:bc389b758c19f1d32f942839e8c94698ba1429dad6237bc90f8198b164cff6d2,True,True,2,220,163,57,10,918,565,353,10,358,335,331
IQPSEEYGBUAQFF-UHFFFAOYSA-N__CHEMBL4481,IQPSEEYGBUAQFF-UHFFFAOYSA-N,pantoprazole,CHEMBL4481,NOS2,SEQ:045de6b23d69dba05552c9aae2f5507478a5c7eddd1a1641df8082b145478595,True,True,1,78,11,67,1,619,330,289,1,359,198,246
VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL1994,VSWBSWWIRNCQIJ-HUUCEWRRSA-N,asenapine,CHEMBL1994,NR3C2,SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,True,True,10,130,114,16,2,584,496,88,2,360,13,51
CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,CPZBLNMUGSZIPR-NVXWUHKLSA-N,palonosetron,CHEMBL2722,CYP11B2,SEQ:223bf6426d9ad4fccd858bc2988b9ec441020f239760a0e13758c1f2e3dfc124,True,True,7,0,0,0,0,1877,1857,20,0,361,250,6
CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL220,CYHWMBVXXDIZNZ-KRWDZBQOSA-N,remimazolam,CHEMBL220,ACHE,SEQ:b5e7ca71ef5af9ce9e3ffc10eebc77b2bb95d592400670484ee596f06be68e78,True,True,5,701,381,320,92,4305,2396,1909,92,362,198,234
JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,CHEMBL1952,TYMS,SEQ:d4978a79f2cd2a7fa529c8632ede803a9632661f71146ce517d787c3dc5aebdd,True,True,3,152,92,60,1,325,196,129,1,363,169,287
PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL4898,PZBCKZWLPGJMAO-UHFFFAOYSA-N,copanlisib,CHEMBL4898,NTRK2,SEQ:5700fd20b890228dc7e812e55ae9c8c398a6acd114445a1139ed0655f81a77ad,True,True,5,160,31,129,91,582,364,218,91,364,338,72
VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL258,VZZJRYRQSPEMTK-CALCHBBNSA-N,sonidegib,CHEMBL258,LCK,SEQ:01b6c32eee0d173b181b1bb3926e78b1014c3c8a350003ef462b97fcad650063,True,True,4,377,96,281,259,1899,1086,813,259,365,120,203
DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL1908,DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,CHEMBL1908,CYP11B1,SEQ:8759d02877c2edf1cd747fc987a8e5230be180fb1e10bb4f5b2db0e8fdcf9319,True,True,3,0,0,0,0,1418,1194,224,0,366,275,89
GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2821,GKCBAIGFKIBETG-UHFFFAOYSA-N,tetracaine,CHEMBL2821,F12,SEQ:4f4d7a2fa9173996aa1493243c8853c00cc8f0653abfeab8bd0de60114577129,True,True,2,143,94,49,0,1345,549,796,0,367,165,259
XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL402,XFALPSLJIHVRKE-GFCCVEGCSA-N,tedizolid,CHEMBL402,HMGCR,SEQ:53ca26e9a4eeb6dc55931307bed794b7dde0c3f5bdbdfb91ea34506062a3e318,True,True,4,7,3,4,4,81,68,13,4,368,206,57
XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL3234,XDXWLKQMMKQXPV-QYQHSDTDSA-N,eltrombopag,CHEMBL3234,HCK,SEQ:bd65d9ee0f06d8b5a3bd439e675adb40ddfe5d83aa100e62fd04f3da7a9520e3,True,True,2,303,29,274,263,533,211,322,263,369,31,63
BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4588,BMKDZUISNHGIBY-ZETCQYMHSA-N,dexrazoxane,CHEMBL4588,MMP8,SEQ:105be8ac4b61f7c2148c4b1815409b66f38ac0f3b2e42851f3f5da1e2b3d77ab,True,True,5,248,203,45,7,761,558,203,7,370,13,165
CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2243,CYHWMBVXXDIZNZ-KRWDZBQOSA-N,remimazolam,CHEMBL2243,FAAH,SEQ:230062b9df5cd3cae4733c4846754a164253baff8678a5f36679cc8daff348bd,True,True,10,207,194,13,1,1893,1369,524,1,371,58,332
GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,GOTYRUGSSMKFNF-UHFFFAOYSA-N,lenalidomide,CHEMBL3310,HDAC11,SEQ:65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,True,True,9,19,13,6,4,478,294,184,4,372,38,212
HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,HGVDHZBSSITLCT-JLJPHGGASA-N,edoxaban,CHEMBL3991,F7,SEQ:16e201eb49237f1092a05dc94a1cc131f78e10e8ba32e0f005076714062ff9e3,True,True,4,257,174,83,2,378,244,134,2,373,294,308
CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,CJOFXWAVKWHTFT-XSFVSMFZSA-N,fluvoxamine,CHEMBL2039,MAOB,SEQ:5c619dcb6235f38247072eacd7fa6ad3aa7e69d3d4f661ebfdc4251e2b2752b4,True,True,7,406,203,203,31,4096,2083,2013,31,374,134,104
MQOBSOSZFYZQOK-UHFFFAOYSA-N__CHEMBL1978,MQOBSOSZFYZQOK-UHFFFAOYSA-N,choline fenofibrate;fenofibrate,CHEMBL1978,CYP19A1,SEQ:a3095681f690b2ae6282a9116df5485f601548b49602ebf94ef3c4eff4d99b55,True,True,2,279,248,31,5,1810,1297,513,5,375,35,97
WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL3535,WEAJZXNPAWBCOA-INIZCTEOSA-N,avanafil,CHEMBL3535,PDE9A,SEQ:bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,True,True,9,70,55,15,3,775,638,137,3,376,103,245
FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2039,FTALBRSUTCGOEG-UHFFFAOYSA-N,riluzole,CHEMBL2039,MAOB,SEQ:5c619dcb6235f38247072eacd7fa6ad3aa7e69d3d4f661ebfdc4251e2b2752b4,True,True,7,406,203,203,31,4096,2083,2013,31,377,5,21
DUGOZIWVEXMGBE-CHWSQXEVSA-N__CHEMBL4816,DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,CHEMBL4816,AKT3,SEQ:7807e896342f7584ad6033dfdf0a6b0076732db9c708df5d0544de83fdf47511,True,True,1,310,9,301,279,543,161,382,279,378,252,362
XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL1871,XPOQHMRABVBWPR-ZDUSSCGKSA-N,efavirenz,CHEMBL1871,AR,SEQ:043f80df5b673d9048e118735cb0230b0baaa23f788c3bae0010f9995412d852,True,True,7,726,610,116,80,2081,1551,530,80,379,47,32
WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL288,WEAJZXNPAWBCOA-INIZCTEOSA-N,avanafil,CHEMBL288,PDE4D,SEQ:b670d96ac031d642bcd46a7d3df563138ff90dbe4e385dcc2b475467300706ea,True,True,3,102,53,49,27,1887,1508,379,27,380,138,219
XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL2971,XZWYZXLIPXDOLR-UHFFFAOYSA-N,metformin,CHEMBL2971,JAK2,SEQ:21017319c2c8714bf0b97157e13f2184664d2d13b899b37276195af86ca0720a,True,True,3,2554,2302,252,142,10094,9220,874,142,381,242,151
MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,MKJIEFSOBYUXJB-WEZHFFAMSA-N,deutetrabenazine,CHEMBL2023,COMT,SEQ:fc502f28a5134139f882e1cd5f20b4d641ea2c1f06edf89614d705d32c7fe408,True,True,3,17,12,5,0,134,106,28,0,382,118,96
BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL205,BQJCRHHNABKAKU-KBQPJGBKSA-N,morphine,CHEMBL205,CA2,SEQ:e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4,True,True,6,6425,5271,1154,14,6844,5571,1273,14,383,39,71
ZEUITGRIYCTCEM-KRWDZBQOSA-N__CHEMBL220,ZEUITGRIYCTCEM-KRWDZBQOSA-N,duloxetine,CHEMBL220,ACHE,SEQ:b5e7ca71ef5af9ce9e3ffc10eebc77b2bb95d592400670484ee596f06be68e78,True,True,5,701,381,320,92,4305,2396,1909,92,384,258,268
