model,drug_id,drug_name,top10_weight,targets_with_top10_weight
biomaster,VPPJLAIAVCUEMN-GFCCVEGCSA-N,lacosamide,18.0,18
biomaster,WINHZLLDWRZWRT-ATVHPVEESA-N,sunitinib,15.0,15
biomaster,AILRADAXUVEEIR-UHFFFAOYSA-N,brigatinib,12.0,12
biomaster,PHXJVRSECIGDHY-UHFFFAOYSA-N,ponatinib,10.0,10
biomaster,UZWDCWONPYILKI-UHFFFAOYSA-N,abemaciclib,10.0,10
biomaster,LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,9.0,9
biomaster,NSQSAUGJQHDYNO-UHFFFAOYSA-N,tazemetostat,9.0,9
biomaster,UQRORFVVSGFNRO-UTINFBMNSA-N,miglustat,9.0,9
biomaster,UXNXMBYCBRBRFD-MUUNZHRXSA-N,berotralstat,9.0,9
biomaster,BMGQWWVMWDBQGC-IIFHNQTCSA-N,midostaurin,8.0,8
biomaster,MFBCDACCJCDGBA-UHFFFAOYSA-N,trifarotene,8.0,8
biomaster,WOSKHXYHFSIKNG-UHFFFAOYSA-N,lenvatinib,8.0,8
biomaster,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,momelotinib,8.0,8
biomaster,CMJCXYNUCSMDBY-ZDUSSCGKSA-N,encorafenib,7.0,7
biomaster,RZEKVGVHFLEQIL-UHFFFAOYSA-N,celecoxib,7.0,7
biomaster,VWUXBMIQPBEWFH-WCCTWKNTSA-N,fulvestrant,7.0,7
biomaster,FNHKPVJBJVTLMP-UHFFFAOYSA-N,regorafenib,6.0,6
biomaster,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,cannabidiol,6.0,6
biomaster,YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,6.0,6
biomaster,YTFHCXIPDIHOIA-DHZHZOJOSA-N,palovarotene,6.0,6
biomaster,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,dasatinib,6.0,6
biomaster,ADEBPBSSDYVVLD-UHFFFAOYSA-N,donepezil,5.0,5
biomaster,BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,5.0,5
biomaster,DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,5.0,5
biomaster,FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,5.0,5
biomaster,GYQYAJJFPNQOOW-UHFFFAOYSA-N,gilteritinib,5.0,5
biomaster,IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,5.0,5
biomaster,UREBDLICKHMUKA-CXSFZGCWSA-N,dexamethasone,5.0,5
biomaster,AHJRHEGDXFFMBM-UHFFFAOYSA-N,palbociclib,4.0,4
biomaster,BFSMGDJOXZAERB-UHFFFAOYSA-N,dabrafenib,4.0,4
biomaster,DCOPUUMXTXDBNB-UHFFFAOYSA-N,diclofenac,4.0,4
biomaster,JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,4.0,4
biomaster,MEJLVLMAJJRLCR-GCCNXGTGSA-N,romidepsin,4.0,4
biomaster,NCNRHFGMJRPRSK-MDZDMXLPSA-N,belinostat,4.0,4
biomaster,NDDAHWYSQHTHNT-UHFFFAOYSA-N,indapamide,4.0,4
biomaster,UREBDLICKHMUKA-DVTGEIKXSA-N,betamethasone,4.0,4
biomaster,VUDZSIYXZUYWSC-DBRKOABJSA-N,cedazuridine,4.0,4
biomaster,VWMJHAFYPMOMGF-ZCFIWIBFSA-N,tovorafenib,4.0,4
biomaster,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,ketoconazole,4.0,4
biomaster,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,furosemide,4.0,4
biomaster,DHMTURDWPRKSOA-RUZDIDTESA-N,lonafarnib,3.0,3
biomaster,GFNANZIMVAIWHM-OBYCQNJPSA-N,triamcinolone,3.0,3
biomaster,GMRQFYUYWCNGIN-NKMMMXOESA-N,calcitriol,3.0,3
biomaster,HCRKCZRJWPKOAR-JTQLQIEISA-N,brinzolamide,3.0,3
biomaster,HPNSFSBZBAHARI-RUDMXATFSA-N,mycophenolate mofetil,3.0,3
biomaster,HWXVIOGONBBTBY-ONEGZZNKSA-N,pacritinib,3.0,3
biomaster,JCCNYMKQOSZNPW-UHFFFAOYSA-N,loratadine,3.0,3
biomaster,KJADKKWYZYXHBB-XBWDGYHZSA-N,topiramate,3.0,3
biomaster,KTUFNOKKBVMGRW-UHFFFAOYSA-N,imatinib,3.0,3
biomaster,LFQDNHWZDQTITF-UHFFFAOYSA-N,tavaborole,3.0,3
biomaster,LHHCSNFAOIFYRV-DOVBMPENSA-N,boceprevir,3.0,3
biomaster,MLDQJTXFUGDVEO-UHFFFAOYSA-N,sorafenib,3.0,3
biomaster,NHHQJBCNYHBUSI-UHFFFAOYSA-N,fostamatinib,3.0,3
biomaster,NKANXQFJJICGDU-QPLCGJKRSA-N,tamoxifen,3.0,3
biomaster,NOZIJMHMKORZBA-KJCUYJGMSA-N,lusutrombopag,3.0,3
biomaster,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,losartan,3.0,3
biomaster,QCHFTSOMWOSFHM-WPRPVWTQSA-N,pilocarpine,3.0,3
biomaster,QCZAWDGAVJMPTA-RNFRBKRXSA-N,vorasidenib,3.0,3
biomaster,SHGAZHPCJJPHSC-YCNIQYBTSA-N,tretinoin,3.0,3
biomaster,TXEIIPDJKFWEEC-UHFFFAOYSA-N,tafamidis,3.0,3
biomaster,XFALPSLJIHVRKE-GFCCVEGCSA-N,tedizolid,3.0,3
biomaster,ZWUQVNSJSJHFPS-XFXZXTDPSA-N,prasugrel,3.0,3
biomaster,CUIHSIWYWATEQL-UHFFFAOYSA-N,pazopanib,2.0,2
biomaster,FAEKWTJYAYMJKF-QHCPKHFHSA-N,repaglinide,2.0,2
biomaster,FDBYIYFVSAHJLY-UHFFFAOYSA-N,resmetirom,2.0,2
biomaster,FJZZPCZKBUKGGU-AUSIDOKSSA-N,eliglustat,2.0,2
biomaster,GKCBAIGFKIBETG-UHFFFAOYSA-N,tetracaine,2.0,2
biomaster,HAYYBYPASCDWEQ-UHFFFAOYSA-N,entrectinib,2.0,2
biomaster,HHZIURLSWUIHRB-UHFFFAOYSA-N,nilotinib,2.0,2
biomaster,HKXBNHCUPKIYDM-CGMHZMFXSA-N,doxercalciferol,2.0,2
biomaster,IEAKXXNRGSLYTQ-DEOSSOPVSA-N,crinecerfont,2.0,2
biomaster,IQFYYKKMVGJFEH-CSMHCCOUSA-N,telbivudine,2.0,2
biomaster,JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,2.0,2
biomaster,KIHYPELVXPAIDH-HNSNBQBZSA-N,siponimod,2.0,2
biomaster,LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,2.0,2
biomaster,MFFMDFFZMYYVKS-SECBINFHSA-N,sitagliptin,2.0,2
biomaster,MWLSOWXNZPKENC-UHFFFAOYSA-N,zileuton,2.0,2
biomaster,OHRURASPPZQGQM-GCCNXGTGSA-N,romidepsin,2.0,2
biomaster,OZWKMVRBQXNZKK-UHFFFAOYSA-N,ketorolac,2.0,2
biomaster,PCHKPVIQAHNQLW-CQSZACIVSA-N,niraparib,2.0,2
biomaster,PDGKHKMBHVFCMG-UHFFFAOYSA-N,trilaciclib,2.0,2
biomaster,PUKBOVABABRILL-YZNIXAGQSA-N,avacopan,2.0,2
biomaster,QQHMKNYGKVVGCZ-UHFFFAOYSA-N,tipiracil,2.0,2
biomaster,RKEWSXXUOLRFBX-UHFFFAOYSA-N,pimavanserin,2.0,2
biomaster,RUEYEZADQJCKGV-UHFFFAOYSA-N,daprodustat,2.0,2
biomaster,RYMZZMVNJRMUDD-HGQWONQESA-N,simvastatin,2.0,2
biomaster,SDUQYLNIPVEERB-QPPQHZFASA-N,gemcitabine,2.0,2
biomaster,SHGAZHPCJJPHSC-XFYACQKRSA-N,isotretinoin,2.0,2
biomaster,UJLAWZDWDVHWOW-YPMHNXCESA-N,tofacitinib,2.0,2
biomaster,ULXXDDBFHOBEHA-CWDCEQMOSA-N,afatinib,2.0,2
biomaster,UTNUDOFZCWSZMS-YFHOEESVSA-N,teriflunomide,2.0,2
biomaster,VOVIALXJUBGFJZ-KWVAZRHASA-N,budesonide,2.0,2
biomaster,VOVZXURTCKPRDQ-CQSZACIVSA-N,asciminib,2.0,2
biomaster,WIGIZIANZCJQQY-RUCARUNLSA-N,glimepiride,2.0,2
biomaster,WRFHGDPIDHPWIQ-UHFFFAOYSA-N,sparsentan,2.0,2
biomaster,XHOLNRLADUSQLD-UHFFFAOYSA-N,betrixaban,2.0,2
biomaster,XIQVNETUBQGFHX-UHFFFAOYSA-N,oxybutynin,2.0,2
biomaster,YALNUENQHAQXEA-UHFFFAOYSA-N,givinostat,2.0,2
biomaster,YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,2.0,2
biomaster,YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,2.0,2
biomaster,YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,2.0,2
biomaster,YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,2.0,2
biomaster,ZSWMIFNWDQEXDT-ZESJGQACSA-N,zoliflodacin,2.0,2
biomaster,AAOVKJBEBIDNHE-UHFFFAOYSA-N,diazepam,1.0,1
biomaster,ACWBQPMHZXGDFX-QFIPXVFZSA-N,valsartan,1.0,1
biomaster,ACWZRVQXLIRSDF-UHFFFAOYSA-N,binimetinib,1.0,1
biomaster,ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,1.0,1
biomaster,BPKAHTKRCLCHEA-UBFJEZKGSA-N,paricalcitol,1.0,1
biomaster,BSMCAPRUBJMWDF-KRWDZBQOSA-N,cobimetinib,1.0,1
biomaster,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,aspirin,1.0,1
biomaster,CGIGDMFJXJATDK-UHFFFAOYSA-N,indomethacin,1.0,1
biomaster,CSKDFZIMJXRJGH-VWLPUNTISA-N,tecovirimat,1.0,1
biomaster,CXOXHMZGEKVPMT-UHFFFAOYSA-N,clobazam,1.0,1
biomaster,CYOHGALHFOKKQC-UHFFFAOYSA-N,selumetinib,1.0,1
biomaster,CYQFCXCEBYINGO-IAGOWNOFSA-N,dronabinol,1.0,1
biomaster,DDOOFTLHJSMHLN-ZQHRPCGSSA-N,ubrogepant,1.0,1
biomaster,DEVSOMFAQLZNKR-RJRFIUFISA-N,selinexor,1.0,1
biomaster,DKNWSYNQZKUICI-UHFFFAOYSA-N,amantadine,1.0,1
biomaster,DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,1.0,1
biomaster,DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,1.0,1
biomaster,DWZAEMINVBZMHQ-UHFFFAOYSA-N,gedatolisib,1.0,1
biomaster,FGQFOYHRJSUHMR-UHFFFAOYSA-N,lesinurad,1.0,1
biomaster,FPOHNWQLNRZRFC-ZHACJKMWSA-N,panobinostat,1.0,1
biomaster,GDLBFKVLRPITMI-UHFFFAOYSA-N,diazoxide,1.0,1
biomaster,GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,1.0,1
biomaster,GPNHMOZDMYNCPO-PDUMRIMRSA-N,clascoterone,1.0,1
biomaster,GXJABQQUPOEUTA-RDJZCZTQSA-N,bortezomib,1.0,1
biomaster,HGVDHZBSSITLCT-JLJPHGGASA-N,edoxaban,1.0,1
biomaster,HPHUVLMMVZITSG-LURJTMIESA-N,levetiracetam,1.0,1
biomaster,HTIQEAQVCYTUBX-KRWDZBQOSA-N,levamlodipine,1.0,1
biomaster,HTIQEAQVCYTUBX-UHFFFAOYSA-N,amlodipine,1.0,1
biomaster,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,talazoparib,1.0,1
biomaster,IIXWYSCJSQVBQM-LLVKDONJSA-N,lorlatinib,1.0,1
biomaster,IQVRBWUUXZMOPW-PKNBQFBNSA-N,istradefylline,1.0,1
biomaster,JGRXMPYUTJLTKT-UHFFFAOYSA-N,vadadustat,1.0,1
biomaster,JWHYSEDOYMYMNM-QGZVFWFLSA-N,seladelpar,1.0,1
biomaster,JWNPDZNEKVCWMY-VQHVLOKHSA-N,neratinib,1.0,1
biomaster,JWUBBDSIWDLEOM-DTOXIADCSA-N,calcifediol,1.0,1
biomaster,JZUFKLXOESDKRF-UHFFFAOYSA-N,hydrochlorothiazide,1.0,1
biomaster,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,rivaroxaban,1.0,1
biomaster,KTEIFNKAUNYNJU-GFCCVEGCSA-N,crizotinib,1.0,1
biomaster,LEZWWPYKPKIXLL-UHFFFAOYSA-N,econazole,1.0,1
biomaster,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,trametinib,1.0,1
biomaster,LMMJFBMMJUMSJS-UHFFFAOYSA-N,avutometinib,1.0,1
biomaster,LOMMPXLFBTZENJ-ZACQAIPSSA-N,belzutifan,1.0,1
biomaster,LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,1.0,1
biomaster,LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,1.0,1
biomaster,LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,1.0,1
biomaster,LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,1.0,1
biomaster,MBBCVAKAJPKAKM-UHFFFAOYSA-N,lomitapide,1.0,1
biomaster,MDSQOJYHHZBZKA-GBXCKJPGSA-N,telotristat etiprate,1.0,1
biomaster,METQSPRSQINEEU-HXCATZOESA-N,drospirenone,1.0,1
biomaster,MQOBSOSZFYZQOK-UHFFFAOYSA-N,choline fenofibrate;fenofibrate,1.0,1
biomaster,MUGXRYIUWFITCP-PGRDOPGGSA-N,lemborexant,1.0,1
biomaster,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,testosterone,1.0,1
biomaster,MWKYMZXCGYXLPL-ZDUSSCGKSA-N,leniolisib,1.0,1
biomaster,NEMGRZFTLSKBAP-LBPRGKRZSA-N,safinamide,1.0,1
biomaster,NEQYWYXGTJDAKR-JTQLQIEISA-N,olutasidenib,1.0,1
biomaster,NXQKSXLFSAEQCZ-SFHVURJKSA-N,sotorasib,1.0,1
biomaster,ONIQOQHATWINJY-UHFFFAOYSA-N,cabozantinib,1.0,1
biomaster,OUBCNLGXQFSTLU-UHFFFAOYSA-N,nitisinone,1.0,1
biomaster,OXPLANUPKBHPMS-ZXBNPROVSA-N,ciclesonide,1.0,1
biomaster,PDWUPXJEEYOOTR-UHFFFAOYSA-N,3-iodobenzylguanidine,1.0,1
biomaster,PIBARDGJJAGJAJ-NQIIRXRSSA-N,danicopan,1.0,1
biomaster,PRMWGUBFXWROHD-UHFFFAOYSA-N,perampanel,1.0,1
biomaster,RDOIQAHITMMDAJ-UHFFFAOYSA-N,loperamide,1.0,1
biomaster,RENRQMCACQEWFC-UGKGYDQZSA-N,iptacopan,1.0,1
biomaster,RHXHGRAEPCAFML-UHFFFAOYSA-N,ribociclib,1.0,1
biomaster,RITAVMQDGBJQJZ-FMIVXFBMSA-N,axitinib,1.0,1
biomaster,RLCLASQCAPXVLM-NSHDSACASA-N,mavacamten,1.0,1
biomaster,SJVQHLPISAIATJ-ZDUSSCGKSA-N,duvelisib,1.0,1
biomaster,SUDAHWBOROXANE-SECBINFHSA-N,mirdametinib,1.0,1
biomaster,TTZHDVOVKQGIBA-IQWMDFIBSA-N,sofosbuvir,1.0,1
biomaster,UBPYILGKFZZVDX-UHFFFAOYSA-N,bosutinib,1.0,1
biomaster,UBQNRHZMVUUOMG-UHFFFAOYSA-N,zonisamide,1.0,1
biomaster,UFSKUSARDNFIRC-UHFFFAOYSA-N,lumacaftor,1.0,1
biomaster,VWVSBHGCDBMOOT-IIEHVVJPSA-N,desoximetasone,1.0,1
biomaster,WANIDIGFXJFFEL-SANMLTNESA-N,relacorilant,1.0,1
biomaster,WBFUHHBPNXWNCC-UHFFFAOYSA-N,acoramidis,1.0,1
biomaster,WEQLWGNDNRARGE-DJIMGWMZSA-N,valbenazine,1.0,1
biomaster,WXXSNCNJFUAIDG-UHFFFAOYSA-N,riociguat,1.0,1
biomaster,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,canagliflozin,1.0,1
biomaster,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,hydroxychloroquine,1.0,1
biomaster,XZXHXSATPCNXJR-ZIADKAODSA-N,nintedanib,1.0,1
biomaster,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,1.0,1
biomaster,ZAFYATHCZYHLPB-UHFFFAOYSA-N,zolpidem,1.0,1
biomaster,ZGLHBRQAEXKACO-XJRQOBMKSA-N,doxercalciferol,1.0,1
biomaster,ZSBOMTDTBDDKMP-OAHLLOKOSA-N,alogliptin,1.0,1
conplex,HMABYWSNWIZPAG-UHFFFAOYSA-N,rucaparib,16.0,16
conplex,FIKPXCOQUIZNHB-WDEREUQCSA-N,repotrectinib,15.0,15
conplex,IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,14.0,14
conplex,AEXFXNFMSAAELR-RXVVDRJESA-N,brensocatib,13.0,13
conplex,HCRKCZRJWPKOAR-JTQLQIEISA-N,brinzolamide,13.0,13
conplex,WXCXUHSOUPDCQV-UHFFFAOYSA-N,enzalutamide,13.0,13
conplex,GMRQFYUYWCNGIN-NKMMMXOESA-N,calcitriol,12.0,12
conplex,IIXWYSCJSQVBQM-LLVKDONJSA-N,lorlatinib,12.0,12
conplex,NYNZQNWKBKUAII-KBXCAEBGSA-N,larotrectinib,12.0,12
conplex,LKJPYSCBVHEWIU-UHFFFAOYSA-N,bicalutamide,11.0,11
conplex,PDGKHKMBHVFCMG-UHFFFAOYSA-N,trilaciclib,11.0,11
conplex,XQSPYNMVSIKCOC-NTSWFWBYSA-N,emtricitabine,11.0,11
conplex,AHJRHEGDXFFMBM-UHFFFAOYSA-N,palbociclib,10.0,10
conplex,MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,10.0,10
conplex,BMGQWWVMWDBQGC-IIFHNQTCSA-N,midostaurin,8.0,8
conplex,CYQFCXCEBYINGO-IAGOWNOFSA-N,dronabinol,8.0,8
conplex,LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,7.0,7
conplex,NDDAHWYSQHTHNT-UHFFFAOYSA-N,indapamide,7.0,7
conplex,RKEWSXXUOLRFBX-UHFFFAOYSA-N,pimavanserin,7.0,7
conplex,AJIPIJNNOJSSQC-NYLIRDPKSA-N,estetrol,6.0,6
conplex,JWUBBDSIWDLEOM-DTOXIADCSA-N,calcifediol,6.0,6
conplex,MKJIEFSOBYUXJB-WEZHFFAMSA-N,deutetrabenazine,6.0,6
conplex,VMWNQDUVQKEIOC-CYBMUJFWSA-N,apomorphine,6.0,6
conplex,HKXBNHCUPKIYDM-CGMHZMFXSA-N,doxercalciferol,5.0,5
conplex,KEDYTOTWMPBSLG-HILJTLORSA-N,ramipril,5.0,5
conplex,MKJIEFSOBYUXJB-HOCLYGCPSA-N,tetrabenazine,5.0,5
conplex,WVLOADHCBXTIJK-YNHQPCIGSA-N,hydrocodone;hydromorphone,5.0,5
conplex,ZGLHBRQAEXKACO-XJRQOBMKSA-N,doxercalciferol,5.0,5
conplex,BQJCRHHNABKAKU-KBQPJGBKSA-N,morphine,4.0,4
conplex,DBABZHXKTCFAPX-UHFFFAOYSA-N,probenecid,4.0,4
conplex,DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,4.0,4
conplex,GCKFUYQCUCGESZ-BPIQYHPVSA-N,etonogestrel,4.0,4
conplex,GZOSMCIZMLWJML-VJLLXTKPSA-N,abiraterone,4.0,4
conplex,JWJOTENAMICLJG-QWBYCMEYSA-N,dutasteride,4.0,4
conplex,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,testosterone,4.0,4
conplex,RZEKVGVHFLEQIL-UHFFFAOYSA-N,celecoxib,4.0,4
conplex,VWUXBMIQPBEWFH-WCCTWKNTSA-N,fulvestrant,4.0,4
conplex,WBFUHHBPNXWNCC-UHFFFAOYSA-N,acoramidis,4.0,4
conplex,WTDRDQBEARUVNC-LURJTMIESA-N,levodopa,4.0,4
conplex,YASAKCUCGLMORW-UHFFFAOYSA-N,rosiglitazone,4.0,4
conplex,YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,4.0,4
conplex,YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,4.0,4
conplex,SHGAZHPCJJPHSC-XFYACQKRSA-N,isotretinoin,3.5,4
conplex,SHGAZHPCJJPHSC-YCNIQYBTSA-N,tretinoin,3.5,4
conplex,BPKAHTKRCLCHEA-UBFJEZKGSA-N,paricalcitol,3.0,3
conplex,HDACQVRGBOVJII-JBDAPHQKSA-N,ramipril,3.0,3
conplex,JCCNYMKQOSZNPW-UHFFFAOYSA-N,loratadine,3.0,3
conplex,KKGQTZUTZRNORY-UHFFFAOYSA-N,fingolimod,3.0,3
conplex,LIOLIMKSCNQPLV-UHFFFAOYSA-N,capmatinib,3.0,3
conplex,LLPOLZWFYMWNKH-CMKMFDCUSA-N,hydrocodone,3.0,3
conplex,LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,3.0,3
conplex,MKXZASYAUGDDCJ-NJAFHUGGSA-N,dextromethorphan,3.0,3
conplex,MWKYMZXCGYXLPL-ZDUSSCGKSA-N,leniolisib,3.0,3
conplex,NEMGRZFTLSKBAP-LBPRGKRZSA-N,safinamide,3.0,3
conplex,RJKFOVLPORLFTN-LEKSSAKUSA-N,progesterone,3.0,3
conplex,RLAWWYSOJDYHDC-BZSNNMDCSA-N,lisinopril,3.0,3
conplex,RMRJXGBAOAMLHD-IHFGGWKQSA-N,buprenorphine,3.0,3
conplex,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,doxazosin,3.0,3
conplex,TZFNLOMSOLWIDK-JTQLQIEISA-N,carbidopa,3.0,3
conplex,UZHSEJADLWPNLE-GRGSLBFTSA-N,naloxone,3.0,3
conplex,VKHAHZOOUSRJNA-GCNJZUOMSA-N,mifepristone,3.0,3
conplex,WGFOBBZOWHGYQH-MXHNKVEKSA-N,lubiprostone,3.0,3
conplex,WJBLNOPPDWQMCH-MBPVOVBZSA-N,nalmefene,3.0,3
conplex,AQOKCDNYWBIDND-FTOWTWDKSA-N,bimatoprost,2.0,2
conplex,ASMXXROZKSBQIH-VITNCHFBSA-N,aclidinium,2.0,2
conplex,AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,2.0,2
conplex,BFPYWIDHMRZLRN-SLHNCBLASA-N,ethinyl estradiol,2.0,2
conplex,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,darunavir,2.0,2
conplex,CMHHMUWAYWTMGS-UHFFFAOYSA-N,benoxinate,2.0,2
