ligand_inchikey,ligand_smiles,drug_names,project_entity_ids,target_chembl_id,gene_symbol,assay_lane,pair_pocket_evidence_source,pocket_evidence_tier,conplex_score,conplex_rank_within_target,conplex_percentile_within_target,drugclip_cosine_mean,drugclip_rank_within_target,drugclip_percentile_within_target,receptor_protocol_status,redock_status,conplex_rank_within_ligand_384,conplex_percentile_within_ligand_384,drugclip_rank_within_ligand_382,drugclip_percentile_within_ligand_382,dta_bidirectional_top10pct_concordant_384,is_any_frozen_known_relationship,pair_novelty_class_384,target_route_family,unified_target_route,gnina_target_qualification,boltz_target_qualification,pairId,mainline_boltz_completed,mainline_gnina_completed,gnina_remote_model_required,boltz_remote_model_required,gnina_increment_required,boltz_increment_required,max_tanimoto_to_target_measured_positive,murcko_scaffold,measured_positive_reference_count,novelty_lane,dta_priority_score_384,incremental_queue_rank,incremental_target_rank,selection_reason,hard_gate_policy,planned_model_runs
AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,palbociclib,UNII:G9ZF61LE7G,CHEMBL5903,ACVR1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.56375384,5.0,0.99443674,0.6163617,1.0,1.0,FROZEN_PASS,PASS,3.5,0.9934726,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL5903,False,False,False,True,False,True,0.30952380952380953,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,998,N3_REMOTE,1.0970558,1,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
BMGQWWVMWDBQGC-IIFHNQTCSA-N,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,midostaurin,UNII:ID912S5VON,CHEMBL5491,WEE1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.4799745,4.0,0.99582756,0.63112104,1.0,1.0,FROZEN_PASS,PASS,38.0,0.9033943,3.0,0.9947507,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,BMGQWWVMWDBQGC-IIFHNQTCSA-N__CHEMBL5491,False,False,False,True,False,True,0.21739130434782608,O=C(N[C@H]1CC2O[C@H](C1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O)c1ccccc1,989,N3_REMOTE,1.073223925,34,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
FWLMVFUGMHIOAA-UHFFFAOYSA-N,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,defactinib,UNII:53O87HA2QU,CHEMBL2835,JAK1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.39795345,16.0,0.9791377,0.43592525,8.0,0.99026424,FROZEN_PASS,PASS,11.0,0.97389036,24.0,0.93963253,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,FWLMVFUGMHIOAA-UHFFFAOYSA-N__CHEMBL2835,False,False,False,True,False,True,0.44086021505376344,c1ccc(Nc2nccc(NCc3cnccn3)n2)cc1,8214,N2_SCAFFOLD_HOP,1.0694193725,35,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
XZXHXSATPCNXJR-ZIADKAODSA-N,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,nintedanib,UNII:G6HRD2P839,CHEMBL203,EGFR,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.61439896,14.0,0.98191935,0.3091079,17.0,0.97774684,FROZEN_PASS,PASS,8.0,0.98172325,29.0,0.9265092,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,XZXHXSATPCNXJR-ZIADKAODSA-N__CHEMBL203,False,False,False,True,False,True,0.30927835051546393,O=C(CN1CCNCC1)Nc1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccccc2)cc1,6255,N3_REMOTE,1.0679687625,36,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
DWZAEMINVBZMHQ-UHFFFAOYSA-N,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,gedatolisib,UNII:96265TNH2R,CHEMBL1974,FLT3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.37824306,37.0,0.9499304,0.36896744,16.0,0.9791377,FROZEN_PASS,PASS,6.0,0.98694515,32.0,0.9186352,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,DWZAEMINVBZMHQ-UHFFFAOYSA-N__CHEMBL1974,False,False,False,True,False,True,0.39436619718309857,O=C(Nc1ccc(C(=O)N2CCCCC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,1744,N3_REMOTE,1.0679158000000002,37,6,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
MWKYMZXCGYXLPL-ZDUSSCGKSA-N,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,leniolisib,UNII:L22772Z9CP,CHEMBL2148,JAK3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.6021938,2.0,0.9986092,0.34674227,41.0,0.9443672,FROZEN_PASS,PASS,20.0,0.95039165,16.0,0.96062994,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,MWKYMZXCGYXLPL-ZDUSSCGKSA-N__CHEMBL2148,False,False,False,True,False,True,0.3516483516483517,c1cncc(N2CCc3ncnc(N[C@H]4CCNC4)c3C2)c1,5294,N3_REMOTE,1.0675651825,38,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
QADPYRIHXKWUSV-UHFFFAOYSA-N,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,infigratinib,UNII:A4055ME1VK,CHEMBL3234,HCK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.3194296,12.0,0.984701,0.44512066,17.0,0.97774684,FROZEN_PASS,PASS,18.0,0.95561355,15.0,0.9632546,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL3234,False,False,False,True,False,True,0.42168674698795183,O=C(Nc1ccccc1)Nc1cc(Nc2ccc(N3CCNCC3)cc2)ncn1,208,N2_SCAFFOLD_HOP,1.0667059375,39,2,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
DUYJMQONPNNFPI-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,osimertinib,UNII:3C06JJ0Z2O,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.40863502,28.0,0.9624478,0.39569962,32.0,0.95688456,FROZEN_PASS,PASS,8.0,0.98172325,24.0,0.93963253,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.25925925925925924,c1ccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)cc1,3004,N3_REMOTE,1.0663817075,40,11,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
MWKYMZXCGYXLPL-ZDUSSCGKSA-N,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,leniolisib,UNII:L22772Z9CP,CHEMBL2208,MAPKAPK2,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.56290126,3.0,0.9972184,0.3985381,6.0,0.9930459,FROZEN_PASS,PASS,39.0,0.9007833,8.0,0.9816273,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E1_DUAL_REMOTE_QUALIFIED,REMOTE_STRONG,BOLTZ_REMOTE_QUALIFIED,MWKYMZXCGYXLPL-ZDUSSCGKSA-N__CHEMBL2208,False,False,True,True,True,True,0.20833333333333334,c1cncc(N2CCc3ncnc(N[C@H]4CCNC4)c3C2)c1,532,N3_REMOTE,1.065314075,41,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,2
CVWXJKQAOSCOAB-UHFFFAOYSA-N,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,quizartinib,UNII:7LA4O6Q0D3,CHEMBL4128,TEK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.42030427,7.0,0.99165505,0.2888195,31.0,0.9582754,FROZEN_PASS,PASS,10.0,0.9765013,34.0,0.9133858,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E1_DUAL_REMOTE_QUALIFIED,REMOTE_STRONG,BOLTZ_REMOTE_QUALIFIED,CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL4128,False,False,True,True,True,True,0.3541666666666667,O=C(Nc1ccc(-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc23)cc1)Nc1ccon1,392,N3_REMOTE,1.0645108625,42,2,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,2
BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,lapatinib,UNII:0VUA21238F,CHEMBL1974,FLT3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.5155431,22.0,0.9707928,0.23071484,47.0,0.9360223,FROZEN_PASS,PASS,4.0,0.9921671,38.0,0.9028871,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL1974,False,False,False,True,False,True,0.27522935779816515,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,1744,N3_REMOTE,1.0645035250000001,43,7,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
QADPYRIHXKWUSV-UHFFFAOYSA-N,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,infigratinib,UNII:A4055ME1VK,CHEMBL1841,FYN,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.3226895,12.0,0.984701,0.41423607,12.0,0.984701,FROZEN_PASS,PASS,17.0,0.95822453,22.0,0.9448819,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL1841,False,False,False,True,False,True,0.33695652173913043,O=C(Nc1ccccc1)Nc1cc(Nc2ccc(N3CCNCC3)cc2)ncn1,83,N3_REMOTE,1.06150799,44,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
HHZIURLSWUIHRB-UHFFFAOYSA-N,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,nilotinib,UNII:F41401512X,CHEMBL5145,BRAF,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.28365844,37.0,0.9499304,0.36191213,17.0,0.97774684,FROZEN_PASS,PASS,26.0,0.9347259,18.0,0.95538056,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL5145,False,False,False,True,False,True,0.5176470588235295,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,1367,N2_SCAFFOLD_HOP,1.0558084650000001,45,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
FWLMVFUGMHIOAA-UHFFFAOYSA-N,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,defactinib,UNII:53O87HA2QU,CHEMBL308,CDK1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.3677471,15.0,0.98052853,0.46016765,13.0,0.98331016,FROZEN_PASS,PASS,33.0,0.91644907,16.0,0.96062994,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,FWLMVFUGMHIOAA-UHFFFAOYSA-N__CHEMBL308,False,False,False,True,False,True,0.38961038961038963,c1ccc(Nc2nccc(NCc3cnccn3)n2)cc1,429,N3_REMOTE,1.0552547775,46,2,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
FWLMVFUGMHIOAA-UHFFFAOYSA-N,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,defactinib,UNII:53O87HA2QU,CHEMBL5903,ACVR1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.38762894,14.0,0.98191935,0.39964032,21.0,0.9721836,FROZEN_PASS,PASS,16.5,0.95953,32.0,0.9186352,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,FWLMVFUGMHIOAA-UHFFFAOYSA-N__CHEMBL5903,False,False,False,True,False,True,0.25263157894736843,c1ccc(Nc2nccc(NCc3cnccn3)n2)cc1,998,N3_REMOTE,1.0549036375,47,2,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
ZVHNDZWQTBEVRY-UHFFFAOYSA-N,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,momelotinib,UNII:6O01GMS00P,CHEMBL5251,BTK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.16132118,30.0,0.9596662,0.2837805,16.0,0.9791377,FROZEN_PASS,PASS,18.0,0.95561355,29.0,0.9265092,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,ZVHNDZWQTBEVRY-UHFFFAOYSA-N__CHEMBL5251,False,False,False,True,False,True,0.43902439024390244,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,9853,N2_SCAFFOLD_HOP,1.0542185000000002,48,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,palbociclib,UNII:G9ZF61LE7G,CHEMBL5285,MAP3K5,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.5247098,6.0,0.9930459,0.4620506,11.0,0.9860918,FROZEN_PASS,PASS,25.0,0.9373368,24.0,0.93963253,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL5285,False,False,False,True,False,True,0.2857142857142857,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,305,N3_REMOTE,1.05241194,49,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
PHXJVRSECIGDHY-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,ponatinib,UNII:4340891KFS,CHEMBL5251,BTK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.31339192,11.0,0.9860918,0.27057064,19.0,0.9749652,FROZEN_PASS,PASS,23.0,0.94255877,31.0,0.9212598,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,PHXJVRSECIGDHY-UHFFFAOYSA-N__CHEMBL5251,False,False,False,True,False,True,0.5851063829787234,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C#Cc2cnc3cccnn23)c1,9853,N2_SCAFFOLD_HOP,1.048117285,50,2,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
KTUFNOKKBVMGRW-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,imatinib,UNII:BKJ8M8G5HI,CHEMBL3788,PLK4,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.16412018,46.0,0.9374131,0.34180513,32.0,0.95688456,FROZEN_PASS,PASS,32.0,0.91906005,17.0,0.95800525,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3788,False,False,False,True,False,True,0.40425531914893614,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,562,N2_SCAFFOLD_HOP,1.0479887775,51,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
DWZAEMINVBZMHQ-UHFFFAOYSA-N,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,gedatolisib,UNII:96265TNH2R,CHEMBL203,EGFR,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.28631163,41.0,0.9443672,0.36681023,6.0,0.9930459,FROZEN_PASS,PASS,24.0,0.9399478,37.0,0.9055118,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,DWZAEMINVBZMHQ-UHFFFAOYSA-N__CHEMBL203,False,False,False,True,False,True,0.38823529411764707,O=C(Nc1ccc(C(=O)N2CCCCC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,6255,N3_REMOTE,1.044613325,52,2,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
RHXHGRAEPCAFML-UHFFFAOYSA-N,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,ribociclib,UNII:TK8ERE8P56,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.30841297,41.0,0.9443672,0.3670555,40.0,0.945758,FROZEN_PASS,PASS,20.0,0.95039165,29.0,0.9265092,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.4268292682926829,c1cc(Nc2ncc3ccn(C4CCCC4)c3n2)ncc1N1CCNCC1,3004,N2_SCAFFOLD_HOP,1.043262625,53,12,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
